,importance
volatility_60d,0.18157200874339025
momentum_6m,0.10641681464949833
price_vs_52w_high,0.0842125845502811
momentum_3m,0.07934133781219428
momentum_6m__pct_universe,0.05912085303728369
volatility_60d__pct_universe,0.058229377396872714
momentum_3m__pct_universe,0.04530370482260669
rsi_14,0.04252132177410178
price_vs_52w_high__pct_universe,0.04091000062219642
rsi_28,0.04005392435602759
vol_ratio_20_50,0.03634695206488191
rsi_28__pct_universe,0.03358921374396561
volatility_60d__pct_sector,0.02568658605104713
rsi_14__pct_universe,0.024334152256088808
momentum_6m__pct_sector,0.023757609247391804
price_vs_52w_high__pct_sector,0.019978581862659738
momentum_3m__pct_sector,0.019476129318205467
vol_ratio_20_50__pct_universe,0.019131209147246916
rsi_28__pct_sector,0.016081459909017708
rule_confidence,0.015951005477314283
vol_ratio_20_50__pct_sector,0.014724009255735618
rsi_14__pct_sector,0.01326116390199215
