date,equity_usd_mean,equity_usd_p05,equity_usd_p95
2025-02-14,991.0089910089894,991.008991008991,991.0089910089911
2025-02-18,998.1983445756845,987.9107596584073,1012.5399347368708
2025-02-19,1000.6171434812683,984.5214027294871,1018.1611650632248
2025-02-20,998.5913914813038,978.1568935004382,1017.6569841997537
2025-02-21,983.6932888317205,957.2609149821615,1005.7842554312543
2025-02-24,984.4328261927596,954.7443943547016,1008.6062748269111
2025-02-25,984.4512845537263,952.663344008358,1015.8264716642192
2025-02-26,981.833942583209,954.6114486473411,1008.4677816572184
2025-02-27,972.5870465301558,941.0102417197647,1002.0041792525849
2025-02-28,982.9830355658634,945.1518902922398,1014.6871090414586
2025-03-03,971.6795659696576,930.6191311357614,1009.4014661887029
2025-03-04,955.5378759515639,913.6141033371717,1002.7729041917931
2025-03-05,964.9872763440468,921.9228518948424,1005.4905520164665
2025-03-06,954.7861511836386,902.8644902675572,1002.9809461892306
2025-03-07,963.7619581609287,903.3757898818924,1017.0521944831503
2025-03-10,948.4560212857587,887.3493348597514,1005.8886886357849
2025-03-11,935.4155364980729,871.2209080044445,997.0082802118316
2025-03-12,930.9688191640333,873.3615992063254,986.8560750790423
2025-03-13,921.5003570339948,862.0185450263155,979.3321642237061
2025-03-14,939.4395324801209,882.4571802926451,996.1244155045064
2025-03-17,952.4482884240381,895.3328624637844,1008.3945511209012
2025-03-18,947.4839623511605,888.430592881855,1004.2320999574201
2025-03-19,953.9162996358762,900.2131437928232,1006.8110017192039
2025-03-20,950.030565613139,898.3268893863169,1004.6743253418343
2025-03-21,944.9009290805755,895.0944855034547,998.0833672916996
2025-03-24,959.7007278381147,913.063328155512,1008.563426580404
2025-03-25,956.7102971400031,910.1947946238051,1007.309556766741
2025-03-26,955.3145566614365,906.5113201476353,1008.0105604317429
2025-03-27,952.6271356018202,901.8832878279003,1008.5998017524297
2025-03-28,937.5799741400052,881.8854421864719,1004.3442826648248
2025-03-31,944.8363691956889,884.9962320617858,1011.5779148161296
2025-04-01,945.5860486902857,883.6851685424198,1011.6742636471344
2025-04-02,953.7872077049011,900.9030561903136,1018.1052886105211
2025-04-03,907.0047751542514,839.2297730060421,998.4979398783138
2025-04-04,856.1324843997215,785.2253941151654,933.4716426251914
2025-04-07,849.1978385550005,784.3329645072928,918.8520955833088
2025-04-08,832.2500173972605,762.5994491553615,908.9282825176573
2025-04-09,899.6847177687293,847.1469395510113,960.6830630165188
2025-04-10,869.3854745789671,804.9218052762537,940.0160022682367
2025-04-11,883.1712156812263,815.5554421235614,956.6180271322135
2025-04-14,893.4763337936268,823.0022222571729,967.227970702865
2025-04-15,890.7193201383968,819.3862385121953,962.5774557236508
2025-04-16,878.991502823056,808.114507461054,953.0960338779742
2025-04-17,884.6641058630205,819.2813873233004,956.6081976636011
2025-04-21,867.3256407542323,796.6027804371598,941.2032930653577
2025-04-22,887.8744841540858,816.8752658810895,956.6151577830038
2025-04-23,896.5481998392166,835.2432428127694,966.9534672254741
2025-04-24,912.3364961405387,855.0239036230302,975.1664950383906
2025-04-25,910.442328548752,850.0159313167202,970.4730140023808
2025-04-28,913.0547219609344,847.8713216633687,975.6662711701445
2025-04-29,918.120472338464,849.5614281755071,980.6646481161076
2025-04-30,919.7132633515139,850.6409408113105,978.3437275172226
2025-05-01,917.43923200369,853.1712801894628,978.3831984218288
2025-05-02,933.0020479590153,866.8669889090984,998.2474317601112
2025-05-05,929.3040792719607,863.9106856785595,993.4072129740073
2025-05-06,924.1207807880032,856.2209425628514,986.8098073192093
2025-05-07,930.9631209903965,874.3910231450512,1000.772815079191
2025-05-08,938.6091949233735,880.0677599413046,996.8365503195766
2025-05-09,939.0568620670257,879.7942088766,999.042669962251
2025-05-12,964.8933956200999,912.0783096133226,1035.4727991693853
2025-05-13,966.8276803659905,913.626534723668,1032.7509748154655
2025-05-14,950.8273926930227,897.049755802228,1021.1009170985329
2025-05-15,941.8855071858368,888.1615942080199,1012.0888282702628
2025-05-16,951.2242237319266,897.0501899347094,1020.2139250104706
2025-05-19,951.2570446309703,897.2836879592509,1021.6706982389636
2025-05-20,948.3176472018943,893.3789231214803,1016.3529671539007
2025-05-21,927.4738829144402,873.9338486446709,995.71127014201
2025-05-22,924.2724533070578,870.4132410639834,994.4600595654099
2025-05-23,919.9610170176685,862.7720434226902,982.4725534010395
2025-05-27,937.3072638114879,875.186893592836,1005.2451203530619
2025-05-28,929.020197378615,870.0100607554907,995.409616980592
2025-05-29,932.3124089287779,872.0282047321463,998.753454327357
2025-05-30,932.1417719889774,870.861557380525,998.318141733735
2025-06-02,931.9711700318586,872.4186245690511,998.0831135542177
2025-06-03,939.8150145355112,877.6960972656437,1001.7974977415654
2025-06-04,936.6906543900709,877.534983069172,1000.3243964047272
2025-06-05,934.2931112741016,875.6119281444364,996.4952744335425
2025-06-06,942.6656285608506,881.6485326850801,1006.2351631189889
2025-06-09,942.076346947629,882.8960356806301,1011.9481092030757
2025-06-10,946.878615664761,886.0301542472379,1021.9460420584032
2025-06-11,943.7633712092565,881.5382919142345,1015.8861168996026
2025-06-12,946.3032395875773,882.3751597820666,1015.9275980284358
2025-06-13,934.7945469286329,872.7138528465956,1002.6320533096522
2025-06-16,943.3550164779226,875.617318447785,1012.5102167075454
2025-06-17,933.9565934384872,865.3492722194067,1003.1460598565046
2025-06-18,933.8173304822625,862.480133118213,1004.2543543376494
2025-06-20,935.3963176916524,864.973059249515,1008.0661218278807
2025-06-23,942.6525701555621,870.7086361589807,1013.6250455999565
2025-06-24,950.9718585418096,877.3908897118848,1024.5441340686946
2025-06-25,944.0906153743424,874.6931592419152,1022.5302831988273
2025-06-26,951.4734451358775,878.2360604855278,1032.1569391588507
2025-06-27,955.4133639492493,883.7361752351061,1039.4609391665626
2025-06-30,959.7567926565926,886.8289663896965,1045.0706036886522
2025-07-01,970.9802480809872,902.3776502234257,1056.2593229926138
2025-07-02,973.5207417680873,904.7564533921947,1054.4127370544886
2025-07-03,978.4159795077795,906.5207509893759,1062.0444740031699
2025-07-07,969.9605751587608,895.0357196472033,1051.7634992509059
2025-07-08,973.2135628538954,903.7090034373156,1048.4993018453692
2025-07-09,975.5913161013275,903.3737449101965,1053.9251293415152
2025-07-10,980.8484731417552,907.4868178151258,1069.2861216396816
2025-07-11,973.3828757346789,899.9959889261626,1060.1865843322846
2025-07-14,973.9892888846313,900.2992919732596,1063.8471994703652
2025-07-15,960.645126827349,883.7478475630452,1050.6518056097675
2025-07-16,963.4351392380097,887.0591573846181,1056.7640017465574
2025-07-17,969.7578083215635,888.4704022100659,1063.1058135056433
2025-07-18,969.1532242202428,891.6501563613062,1056.9808723143963
2025-07-21,966.1486094325879,891.8908208296999,1055.215973573454
2025-07-22,977.714670140291,895.6449097294375,1067.4037761342604
2025-07-23,986.2706829477627,901.9272847911252,1092.4450734804748
2025-07-24,981.3980810572984,893.2055243985589,1074.090691683988
2025-07-25,985.7935283525251,895.7730258099414,1082.9245971079272
2025-07-28,981.2251356185837,892.5087970281676,1073.6340440743988
2025-07-29,980.0571967679226,894.4442771000306,1077.096932303726
2025-07-30,974.6833459540686,887.5017291457754,1072.9015237239096
2025-07-31,964.8197949522258,881.3944035777351,1073.2418016097995
2025-08-01,954.6395631000721,870.7426245250497,1059.8021631255065
2025-08-04,967.1107948777222,882.1013194281446,1067.514540383414
2025-08-05,965.7769240018034,880.4294923897369,1067.2217332157677
2025-08-06,963.214560356281,882.8460911124843,1061.4405397052085
2025-08-07,962.6937034173969,884.360192479734,1063.9714508562258
2025-08-08,965.2959074428219,891.5474071247785,1068.2703834853808
2025-08-11,962.6501977803555,882.7636417528873,1068.3877841766694
2025-08-12,976.2512734817427,887.2704489594765,1081.7734785441844
2025-08-13,988.8308494146295,899.7386747307121,1089.4891151747977
2025-08-14,962.3255053674383,879.1998690181814,1059.1956566017782
2025-08-15,971.2878308728059,888.0790688871995,1068.2548522583797
2025-08-18,960.3640975598563,880.3909778954066,1059.378339866386
2025-08-19,965.1022120864021,885.174670310137,1064.104794982791
2025-08-20,964.9517371137385,884.523398193271,1061.4311857937173
2025-08-21,961.7215310813807,883.5480519822721,1056.6808931775233
2025-08-22,979.9600274291585,899.907360571315,1091.4939491070274
2025-08-25,971.7528342739803,889.7372406097868,1085.235634387773
2025-08-26,972.3825112547562,884.0727657547865,1079.1205609795807
2025-08-27,975.8970243797693,891.1654795897543,1086.14895088822
2025-08-28,975.5701419355875,891.6063379847365,1094.9081544168967
2025-08-29,975.3485480124087,892.5474135501901,1091.3598032607972
2025-09-02,968.2095822320557,888.1219188484006,1080.8743267934144
2025-09-03,966.5295321457386,886.5335536219791,1078.640814545562
2025-09-04,972.624013914589,889.2799054574967,1086.4345117452474
2025-09-05,974.2920017474388,890.8344085675436,1083.4799575648165
2025-09-08,973.9799368488494,887.9323507471447,1087.5474766601224
2025-09-09,970.9125608417816,887.3984122237367,1077.9590572409895
2025-09-10,968.0272496224941,884.043677713797,1075.5763062735805
2025-09-11,982.9579988519289,897.0560092379632,1092.826132923328
