date,equity_usd,cash_usd,positions_value_usd
2025-02-14,539.4605394605435,3.872457909892546e-12,539.4605394605396
2025-02-18,543.2579529075264,3.872457909892546e-12,543.2579529075225
2025-02-19,544.5826192616762,3.872457909892546e-12,544.5826192616723
2025-02-20,543.3199504975956,3.872457909892546e-12,543.3199504975918
2025-02-21,535.7909532974413,3.872457909892546e-12,535.7909532974375
2025-02-24,536.370672354476,3.872457909892546e-12,536.3706723544722
2025-02-25,537.086672759026,3.872457909892546e-12,537.0866727590221
2025-02-26,535.683688258575,3.872457909892546e-12,535.6836882585711
2025-02-27,531.1516530101517,3.872457909892546e-12,531.1516530101478
2025-02-28,537.1290140080636,3.872457909892546e-12,537.1290140080597
2025-03-03,531.0999371685136,3.872457909892546e-12,531.0999371685098
2025-03-04,522.607424784442,3.872457909892546e-12,522.6074247844381
2025-03-05,528.0310927040509,3.872457909892546e-12,528.0310927040471
2025-03-06,522.8216303094094,3.872457909892546e-12,522.8216303094056
2025-03-07,527.6730039554946,3.872457909892546e-12,527.6730039554907
2025-03-10,520.3761057555669,3.872457909892546e-12,520.376105755563
2025-03-11,512.9759743151754,3.872457909892546e-12,512.9759743151716
2025-03-12,510.2462909684596,3.872457909892546e-12,510.24629096845575
2025-03-13,505.13803479023113,3.872457909892546e-12,505.13803479022727
2025-03-14,514.6447447225667,3.872457909892546e-12,514.6447447225628
2025-03-17,521.6850283643247,3.872457909892546e-12,521.6850283643208
2025-03-18,518.9389871268507,3.872457909892546e-12,518.9389871268469
2025-03-19,522.4032841054153,3.872457909892546e-12,522.4032841054114
2025-03-20,520.2125012297424,3.872457909892546e-12,520.2125012297386
2025-03-21,517.6851554906783,3.872457909892546e-12,517.6851554906744
2025-03-24,525.5971181756045,3.872457909892546e-12,525.5971181756006
2025-03-25,524.1743399862445,3.872457909892546e-12,524.1743399862406
2025-03-26,523.6497124995913,3.872457909892546e-12,523.6497124995874
2025-03-27,522.5613702381836,3.872457909892546e-12,522.5613702381797
2025-03-28,514.8254083801231,3.872457909892546e-12,514.8254083801193
2025-03-31,518.7360396475592,3.872457909892546e-12,518.7360396475553
2025-04-01,519.1247685646223,3.872457909892546e-12,519.1247685646184
2025-04-02,523.313417834447,3.872457909892546e-12,523.3134178344432
2025-04-03,499.31957703961393,3.872457909892546e-12,499.31957703961007
2025-04-04,471.40814991296037,3.872457909892546e-12,471.4081499129565
2025-04-07,467.22491641937455,3.872457909892546e-12,467.2249164193707
2025-04-08,458.0771176567387,3.872457909892546e-12,458.07711765673486
2025-04-09,493.61091168084806,3.872457909892546e-12,493.6109116808442
2025-04-10,477.76683637281116,3.872457909892546e-12,477.7668363728073
2025-04-11,485.3836127095645,3.872457909892546e-12,485.3836127095606
2025-04-14,491.3749252333924,3.872457909892546e-12,491.3749252333885
2025-04-15,489.43919377546706,3.872457909892546e-12,489.4391937754632
2025-04-16,483.026680312527,3.872457909892546e-12,483.0266803125231
2025-04-17,486.7666612732028,3.872457909892546e-12,486.76666127319896
2025-04-21,477.1412743720303,3.872457909892546e-12,477.14127437202643
2025-04-22,488.90647681731275,3.872457909892546e-12,488.9064768173089
2025-04-23,493.16070182875774,3.872457909892546e-12,493.1607018287539
2025-04-24,501.1284368342117,3.872457909892546e-12,501.12843683420783
2025-04-25,500.14285238082675,3.872457909892546e-12,500.1428523808229
2025-04-28,501.58960662854514,3.872457909892546e-12,501.5896066285413
2025-04-29,504.401460887586,3.872457909892546e-12,504.4014608875821
2025-04-30,505.3165287940727,3.872457909892546e-12,505.31652879406886
2025-05-01,504.05509127088953,3.872457909892546e-12,504.05509127088567
2025-05-02,512.4336333631154,3.872457909892546e-12,512.4336333631115
2025-05-05,510.4624556658747,3.872457909892546e-12,510.46245566587083
2025-05-06,507.03154506981366,3.872457909892546e-12,507.0315450698098
2025-05-07,510.2900135075305,3.872457909892546e-12,510.2900135075266
2025-05-08,514.302425407446,3.872457909892546e-12,514.3024254074421
2025-05-09,514.2693844316431,3.872457909892546e-12,514.2693844316392
2025-05-12,528.074123540517,3.872457909892546e-12,528.0741235405131
2025-05-13,528.5531711302204,3.872457909892546e-12,528.5531711302166
2025-05-14,64.71196570010308,64.71196570010308,0.0
2025-05-15,64.71196570010308,64.71196570010308,0.0
2025-05-16,64.71196570010308,64.71196570010308,0.0
2025-05-19,64.71196570010308,64.71196570010308,0.0
2025-05-20,64.71196570010308,64.71196570010308,0.0
2025-05-21,64.71196570010308,64.71196570010308,0.0
2025-05-22,64.71196570010308,64.71196570010308,0.0
2025-05-23,64.71196570010308,64.71196570010308,0.0
2025-05-27,64.71196570010308,64.71196570010308,0.0
2025-05-28,64.71196570010308,64.71196570010308,0.0
2025-05-29,64.71196570010308,64.71196570010308,0.0
2025-05-30,64.71196570010308,64.71196570010308,0.0
2025-06-02,64.71196570010308,64.71196570010308,0.0
2025-06-03,64.71196570010308,64.71196570010308,0.0
2025-06-04,64.71196570010308,64.71196570010308,0.0
2025-06-05,64.71196570010308,64.71196570010308,0.0
2025-06-06,64.71196570010308,64.71196570010308,0.0
2025-06-09,64.71196570010308,64.71196570010308,0.0
2025-06-10,64.71196570010308,64.71196570010308,0.0
2025-06-11,64.71196570010308,64.71196570010308,0.0
2025-06-12,64.71196570010308,64.71196570010308,0.0
2025-06-13,64.71196570010308,64.71196570010308,0.0
2025-06-16,64.71196570010308,64.71196570010308,0.0
2025-06-17,64.71196570010308,64.71196570010308,0.0
2025-06-18,64.71196570010308,64.71196570010308,0.0
2025-06-20,64.71196570010308,64.71196570010308,0.0
2025-06-23,64.71196570010308,64.71196570010308,0.0
2025-06-24,64.71196570010308,64.71196570010308,0.0
2025-06-25,64.71196570010308,64.71196570010308,0.0
2025-06-26,64.71196570010308,64.71196570010308,0.0
2025-06-27,64.71196570010308,64.71196570010308,0.0
2025-06-30,64.71196570010308,64.71196570010308,0.0
2025-07-01,64.71196570010308,64.71196570010308,0.0
2025-07-02,64.71196570010308,64.71196570010308,0.0
2025-07-03,64.71196570010308,64.71196570010308,0.0
2025-07-07,64.71196570010308,64.71196570010308,0.0
2025-07-08,64.71196570010308,64.71196570010308,0.0
2025-07-09,64.71196570010308,64.71196570010308,0.0
2025-07-10,64.71196570010308,64.71196570010308,0.0
2025-07-11,64.71196570010308,64.71196570010308,0.0
2025-07-14,64.71196570010308,64.71196570010308,0.0
2025-07-15,64.71196570010308,64.71196570010308,0.0
2025-07-16,64.71196570010308,64.71196570010308,0.0
2025-07-17,64.71196570010308,64.71196570010308,0.0
2025-07-18,64.71196570010308,64.71196570010308,0.0
2025-07-21,64.71196570010308,64.71196570010308,0.0
2025-07-22,64.71196570010308,64.71196570010308,0.0
2025-07-23,64.71196570010308,64.71196570010308,0.0
2025-07-24,64.71196570010308,64.71196570010308,0.0
2025-07-25,64.71196570010308,64.71196570010308,0.0
2025-07-28,64.71196570010308,64.71196570010308,0.0
2025-07-29,64.71196570010308,64.71196570010308,0.0
2025-07-30,64.71196570010308,64.71196570010308,0.0
2025-07-31,64.71196570010308,64.71196570010308,0.0
2025-08-01,64.71196570010308,64.71196570010308,0.0
2025-08-04,64.71196570010308,64.71196570010308,0.0
2025-08-05,64.71196570010308,64.71196570010308,0.0
2025-08-06,64.71196570010308,64.71196570010308,0.0
2025-08-07,64.71196570010308,64.71196570010308,0.0
2025-08-08,64.71196570010308,64.71196570010308,0.0
2025-08-11,64.71196570010308,64.71196570010308,0.0
2025-08-12,64.71196570010308,64.71196570010308,0.0
2025-08-13,64.71196570010308,64.71196570010308,0.0
2025-08-14,64.71196570010308,64.71196570010308,0.0
2025-08-15,64.71196570010308,64.71196570010308,0.0
2025-08-18,64.71196570010308,64.71196570010308,0.0
2025-08-19,64.71196570010308,64.71196570010308,0.0
2025-08-20,64.71196570010308,64.71196570010308,0.0
2025-08-21,64.71196570010308,64.71196570010308,0.0
2025-08-22,64.71196570010308,64.71196570010308,0.0
2025-08-25,64.71196570010308,64.71196570010308,0.0
2025-08-26,64.71196570010308,64.71196570010308,0.0
2025-08-27,64.71196570010308,64.71196570010308,0.0
2025-08-28,64.71196570010308,64.71196570010308,0.0
2025-08-29,64.71196570010308,64.71196570010308,0.0
2025-09-02,64.71196570010308,64.71196570010308,0.0
2025-09-03,64.71196570010308,64.71196570010308,0.0
2025-09-04,64.71196570010308,64.71196570010308,0.0
2025-09-05,64.71196570010308,64.71196570010308,0.0
2025-09-08,64.71196570010308,64.71196570010308,0.0
2025-09-09,64.71196570010308,64.71196570010308,0.0
2025-09-10,64.71196570010308,64.71196570010308,0.0
2025-09-11,64.71196570010308,64.71196570010308,0.0
2025-09-12,64.71196570010308,64.71196570010308,0.0
2025-09-15,64.71196570010308,64.71196570010308,0.0
2025-09-16,64.71196570010308,64.71196570010308,0.0
2025-09-17,64.71196570010308,64.71196570010308,0.0
2025-09-18,64.71196570010308,64.71196570010308,0.0
2025-09-19,64.71196570010308,64.71196570010308,0.0
2025-09-22,64.71196570010308,64.71196570010308,0.0
2025-09-23,64.71196570010308,64.71196570010308,0.0
2025-09-24,64.71196570010308,64.71196570010308,0.0
2025-09-25,64.71196570010308,64.71196570010308,0.0
2025-09-26,64.71196570010308,64.71196570010308,0.0
2025-09-29,64.71196570010308,64.71196570010308,0.0
2025-09-30,64.71196570010308,64.71196570010308,0.0
2025-10-01,64.71196570010308,64.71196570010308,0.0
2025-10-02,64.71196570010308,64.71196570010308,0.0
2025-10-03,64.71196570010308,64.71196570010308,0.0
2025-10-06,64.71196570010308,64.71196570010308,0.0
2025-10-07,64.71196570010308,64.71196570010308,0.0
2025-10-08,64.71196570010308,64.71196570010308,0.0
2025-10-09,64.71196570010308,64.71196570010308,0.0
2025-10-10,64.71196570010308,64.71196570010308,0.0
2025-10-13,64.71196570010308,64.71196570010308,0.0
2025-10-14,64.71196570010308,64.71196570010308,0.0
2025-10-15,64.71196570010308,64.71196570010308,0.0
2025-10-16,64.71196570010308,64.71196570010308,0.0
2025-10-17,64.71196570010308,64.71196570010308,0.0
2025-10-20,64.71196570010308,64.71196570010308,0.0
2025-10-21,64.71196570010308,64.71196570010308,0.0
2025-10-22,64.71196570010308,64.71196570010308,0.0
2025-10-23,64.71196570010308,64.71196570010308,0.0
2025-10-24,64.71196570010308,64.71196570010308,0.0
2025-10-27,64.71196570010308,64.71196570010308,0.0
2025-10-28,64.71196570010308,64.71196570010308,0.0
2025-10-29,64.71196570010308,64.71196570010308,0.0
2025-10-30,64.71196570010308,64.71196570010308,0.0
2025-10-31,64.71196570010308,64.71196570010308,0.0
2025-11-03,64.71196570010308,64.71196570010308,0.0
2025-11-04,64.71196570010308,64.71196570010308,0.0
2025-11-05,64.71196570010308,64.71196570010308,0.0
2025-11-06,64.71196570010308,64.71196570010308,0.0
2025-11-07,64.71196570010308,64.71196570010308,0.0
2025-11-10,64.71196570010308,64.71196570010308,0.0
2025-11-11,64.71196570010308,64.71196570010308,0.0
2025-11-12,64.71196570010308,64.71196570010308,0.0
2025-11-13,64.71196570010308,64.71196570010308,0.0
2025-11-14,64.71196570010308,64.71196570010308,0.0
2025-11-17,64.71196570010308,64.71196570010308,0.0
2025-11-18,64.71196570010308,64.71196570010308,0.0
2025-11-19,64.71196570010308,64.71196570010308,0.0
2025-11-20,64.71196570010308,64.71196570010308,0.0
2025-11-21,64.71196570010308,64.71196570010308,0.0
2025-11-24,64.71196570010308,64.71196570010308,0.0
2025-11-25,64.71196570010308,64.71196570010308,0.0
2025-11-26,64.71196570010308,64.71196570010308,0.0
2025-11-28,64.71196570010308,64.71196570010308,0.0
2025-12-01,64.71196570010308,64.71196570010308,0.0
2025-12-02,64.71196570010308,64.71196570010308,0.0
2025-12-03,64.71196570010308,64.71196570010308,0.0
2025-12-04,64.71196570010308,64.71196570010308,0.0
2025-12-05,64.71196570010308,64.71196570010308,0.0
2025-12-08,64.71196570010308,64.71196570010308,0.0
2025-12-09,64.71196570010308,64.71196570010308,0.0
2025-12-10,64.71196570010308,64.71196570010308,0.0
2025-12-11,64.71196570010308,64.71196570010308,0.0
2025-12-12,64.71196570010308,64.71196570010308,0.0
2025-12-15,64.71196570010308,64.71196570010308,0.0
2025-12-16,64.71196570010308,64.71196570010308,0.0
2025-12-17,64.71196570010308,64.71196570010308,0.0
2025-12-18,64.71196570010308,64.71196570010308,0.0
2025-12-19,64.71196570010308,64.71196570010308,0.0
2025-12-22,64.71196570010308,64.71196570010308,0.0
2025-12-23,64.71196570010308,64.71196570010308,0.0
2025-12-24,64.71196570010308,64.71196570010308,0.0
2025-12-26,64.71196570010308,64.71196570010308,0.0
2025-12-29,64.71196570010308,64.71196570010308,0.0
2025-12-30,64.71196570010308,64.71196570010308,0.0
2025-12-31,64.71196570010308,64.71196570010308,0.0
2026-01-02,64.71196570010308,64.71196570010308,0.0
2026-01-05,64.71196570010308,64.71196570010308,0.0
2026-01-06,64.71196570010308,64.71196570010308,0.0
