date,equity_usd,cash_usd,positions_value_usd
2025-02-14,991.0089910089911,1.4210854715202004e-14,991.0089910089911
2025-02-18,1002.403950857283,1.4210854715202004e-14,1002.403950857283
2025-02-19,988.5372724603594,1.4210854715202004e-14,988.5372724603594
2025-02-20,963.6746679289142,1.4210854715202004e-14,963.6746679289142
2025-02-21,916.7602154082264,1.4210854715202004e-14,916.7602154082264
2025-02-24,900.9855370070129,1.4210854715202004e-14,900.9855370070129
2025-02-25,884.0611246535818,1.4210854715202004e-14,884.0611246535818
2025-02-26,913.1681393485151,1.4210854715202004e-14,913.1681393485151
2025-02-27,875.4823000498876,1.4210854715202004e-14,875.4823000498876
2025-02-28,894.1774470781112,1.4210854715202004e-14,894.1774470781112
2025-03-03,867.7946722966407,1.4210854715202004e-14,867.7946722966407
2025-03-04,854.9203657338536,1.4210854715202004e-14,854.9203657338536
2025-03-05,866.1173445145398,1.4210854715202004e-14,866.1173445145398
2025-03-06,819.8211811135228,1.4210854715202004e-14,819.8211811135228
2025-03-07,822.1672729285131,1.4210854715202004e-14,822.1672729285131
2025-03-10,776.1743271794746,1.4210854715202004e-14,776.1743271794746
2025-03-11,787.0784153275407,1.4210854715202004e-14,787.0784153275407
2025-03-12,801.5129349598747,1.4210854715202004e-14,801.5129349598747
2025-03-13,769.1124160089829,1.4210854715202004e-14,769.1124160089829
2025-03-14,797.726082522082,1.4210854715202004e-14,797.726082522082
2025-03-17,800.1512223117082,1.4210854715202004e-14,800.1512223117082
2025-03-18,787.8649405262305,1.4210854715202004e-14,787.8649405262305
2025-03-19,815.1330649071438,1.4210854715202004e-14,815.1330649071438
2025-03-20,812.1323096660209,1.4210854715202004e-14,812.1323096660209
2025-03-21,808.376630141773,1.4210854715202004e-14,808.376630141773
2025-03-24,844.3375664770693,1.4210854715202004e-14,844.3375664770693
2025-03-25,847.6993492170116,1.4210854715202004e-14,847.6993492170116
2025-03-26,827.9544055610102,1.4210854715202004e-14,827.9544055610102
2025-03-27,811.7036772110735,1.4210854715202004e-14,811.7036772110735
2025-03-28,789.7754278618924,1.4210854715202004e-14,789.7754278618924
2025-03-31,786.5677371228339,1.4210854715202004e-14,786.5677371228339
2025-04-01,802.500350049444,1.4210854715202004e-14,802.500350049444
2025-04-02,827.341879366835,1.4210854715202004e-14,827.341879366835
2025-04-03,744.0094320180106,1.4210854715202004e-14,744.0094320180106
2025-04-04,690.2807229970425,1.4210854715202004e-14,690.2807229970425
2025-04-07,706.0182599139081,1.4210854715202004e-14,706.0182599139081
2025-04-08,691.5495627240286,1.4210854715202004e-14,691.5495627240286
2025-04-09,793.0429922830346,1.4210854715202004e-14,793.0429922830346
2025-04-10,749.1846767320322,1.4210854715202004e-14,749.1846767320322
2025-04-11,765.3417524234417,1.4210854715202004e-14,765.3417524234417
2025-04-14,768.4237006413715,1.4210854715202004e-14,768.4237006413715
2025-04-15,778.1845077668617,1.4210854715202004e-14,778.1845077668617
2025-04-16,767.0978077403655,1.4210854715202004e-14,767.0978077403655
2025-04-17,766.5570581099865,1.4210854715202004e-14,766.5570581099865
2025-04-21,738.7385504328024,1.4210854715202004e-14,738.7385504328024
2025-04-22,762.7669596416761,1.4210854715202004e-14,762.7669596416761
2025-04-23,787.9564222729408,1.4210854715202004e-14,787.9564222729408
2025-04-24,807.1357597648131,1.4210854715202004e-14,807.1357597648131
2025-04-25,821.798794624367,1.4210854715202004e-14,821.798794624367
2025-04-28,825.755059332752,1.4210854715202004e-14,825.755059332752
2025-04-29,829.4521553417876,1.4210854715202004e-14,829.4521553417876
2025-04-30,823.9308353695578,1.4210854715202004e-14,823.9308353695578
2025-05-01,833.0873227952136,1.4210854715202004e-14,833.0873227952136
2025-05-02,854.2330356258789,1.4210854715202004e-14,854.2330356258789
2025-05-05,852.7089353836421,1.4210854715202004e-14,852.7089353836421
2025-05-06,847.87055826381,1.4210854715202004e-14,847.87055826381
2025-05-07,849.9233240390993,1.4210854715202004e-14,849.9233240390993
2025-05-08,865.3842081720758,1.4210854715202004e-14,865.3842081720758
2025-05-09,863.6401193093102,1.4210854715202004e-14,863.6401193093102
2025-05-12,900.815854322723,1.4210854715202004e-14,900.815854322723
2025-05-13,932.5349519419681,1.4210854715202004e-14,932.5349519419681
2025-05-14,923.8332672668178,923.8332672668178,0.0
2025-05-15,914.9183489178998,1.4210854715202004e-13,914.9183489178997
2025-05-16,924.7924832762463,1.4210854715202004e-13,924.7924832762462
2025-05-19,928.639464948104,1.4210854715202004e-13,928.6394649481039
2025-05-20,923.9663208104205,1.4210854715202004e-13,923.9663208104204
2025-05-21,908.6273096941385,1.4210854715202004e-13,908.6273096941384
2025-05-22,900.9536201506312,1.4210854715202004e-13,900.9536201506311
2025-05-23,904.2283148295378,1.4210854715202004e-13,904.2283148295377
