,fundamental_score,valuation_score,momentum_score,bear_score,sector_score
fundamental_score,1.0,0.6868313110135885,0.6951016126228438,0.6846681577171155,0.6103020463940969
valuation_score,0.6868313110135885,1.0,0.720995243846882,0.6955789265863556,0.7198280160899696
momentum_score,0.6951016126228438,0.720995243846882,1.0,0.7194594677368503,0.6946217335944277
bear_score,0.6846681577171155,0.6955789265863556,0.7194594677368503,1.0,0.7775854340064215
sector_score,0.6103020463940969,0.7198280160899696,0.6946217335944277,0.7775854340064215,1.0
