ticker,final_score,label,fundamental_score,valuation_score,momentum_score,bear_score,sector_score,rank,selected,common_score,common_label,score_gap_vs_threshold,score_gap_vs_selected_cutoff,selected_cutoff_score,selected_rank,selection_reason,above_threshold,distance_to_threshold,selected_position
WDC,0.8679918122812496,0,0.5953516448637114,0.5192106331737272,0.52609321952689,0.5905498564264958,0.5865720106849982,1,False,0.8679918122812496,Outperform,0.2979918122812496,0.17324377890199094,0.6947480333792586,,qualified_but_not_selected,True,0.2979918122812496,
BIO,0.8633559569774628,0,0.4885758053996079,0.5046361049544755,0.4848844711988555,0.5992698017845464,0.594027108001559,2,False,0.8633559569774628,Outperform,0.29335595697746286,0.1686079235982042,0.6947480333792586,,qualified_but_not_selected,True,0.29335595697746286,
MU,0.8620414477484885,0,0.4656943646883509,0.5176236156938144,0.5076700574514936,0.5907567954647623,0.5865720106849982,3,True,0.8620414477484885,Outperform,0.2920414477484885,0.16729341436922984,0.6947480333792586,5.0,selected_above_threshold,True,0.2920414477484885,3.0
CCL,0.8603978735285027,1,0.5228273469927778,0.4767370553662752,0.5217255025878603,0.5936895398359738,0.5324979242521489,4,False,0.8603978735285027,Outperform,0.29039787352850277,0.1656498401492441,0.6947480333792586,,qualified_but_not_selected,True,0.29039787352850277,
LRCX,0.8545181919976123,1,0.3892458282738202,0.5123353200304605,0.5190068443831203,0.5653194785728983,0.5865720106849982,5,True,0.8545181919976123,Outperform,0.2845181919976123,0.15977015861835364,0.6947480333792586,4.0,selected_above_threshold,True,0.2845181919976123,5.0
PHM,0.8486505812022396,1,0.45862319582237165,0.49779331597763876,0.509807795807457,0.5522512070551824,0.6838707612396429,6,False,0.8486505812022396,Outperform,0.2786505812022396,0.15390254782298096,0.6947480333792586,,qualified_but_not_selected,True,0.2786505812022396,
ORLY,0.8420722931408622,1,0.5491900934645975,0.5173495658314198,0.4860567779339545,0.5281170675408814,0.6142790084306233,7,True,0.8420722931408622,Outperform,0.27207229314086223,0.14732425976160357,0.6947480333792586,1.0,selected_above_threshold,True,0.27207229314086223,7.0
VLO,0.8356267112058635,0,0.4507278472585826,0.47730378691385167,0.5193629771290645,0.5528523736534443,0.7268475982561349,8,False,0.8356267112058635,Outperform,0.26562671120586356,0.1408786778266049,0.6947480333792586,,qualified_but_not_selected,True,0.26562671120586356,
ILMN,0.835500562996696,0,0.5687677350370357,0.49566307496766926,0.512084911809142,0.5930600068968782,0.594027108001559,9,False,0.835500562996696,Outperform,0.265500562996696,0.14075252961743734,0.6947480333792586,,qualified_but_not_selected,True,0.265500562996696,
QCOM,0.8338559541126569,0,0.45034231985691364,0.48662080624485665,0.5128006063500509,0.592648105987347,0.5865720106849982,10,False,0.8338559541126569,Outperform,0.26385595411265694,0.13910792073339828,0.6947480333792586,,qualified_but_not_selected,True,0.26385595411265694,
CMG,0.8325790248194779,1,0.4658799112867471,0.4935616831556187,0.4682654196290309,0.5440998267404467,0.5324979242521489,11,False,0.8325790248194779,Outperform,0.2625790248194779,0.13783099144021926,0.6947480333792586,,qualified_but_not_selected,True,0.2625790248194779,
AAL,0.8287166303445654,0,0.46111197667712056,0.4811113347650635,0.5263468682335999,0.6139521057524688,0.629888600966778,12,False,0.8287166303445654,Outperform,0.2587166303445655,0.13396859696530683,0.6947480333792586,,qualified_but_not_selected,True,0.2587166303445655,
OXY,0.823700591090923,0,0.4259909360339934,0.4811188160910191,0.49926956123416444,0.546063163362461,0.7268475982561349,13,False,0.823700591090923,Outperform,0.253700591090923,0.12895255771166436,0.6947480333792586,,qualified_but_not_selected,True,0.253700591090923,
DHI,0.8228402631973135,1,0.49838058506773114,0.492480876025393,0.4973044567800671,0.5415113239881306,0.6838707612396429,14,True,0.8228402631973135,Outperform,0.25284026319731356,0.1280922298180549,0.6947480333792586,7.0,selected_above_threshold,True,0.25284026319731356,14.0
FSLR,0.8209694568084989,0,0.5993490008334657,0.49856916875811547,0.532559577597047,0.576842428676536,0.5865720106849982,15,False,0.8209694568084989,Outperform,0.2509694568084989,0.12622142342924025,0.6947480333792586,,qualified_but_not_selected,True,0.2509694568084989,
AIG,0.8209601710690084,0,0.4148157023967829,0.5177513772804064,0.45791842883183204,0.533492297656986,0.6595784386763768,16,False,0.8209601710690084,Outperform,0.2509601710690085,0.12621213768974981,0.6947480333792586,,qualified_but_not_selected,True,0.2509601710690085,
DVN,0.8196421962618845,0,0.4034378317394113,0.5124547020957315,0.5407807872261653,0.5503236670833112,0.7268475982561349,17,False,0.8196421962618845,Outperform,0.24964219626188455,0.12489416288262589,0.6947480333792586,,qualified_but_not_selected,True,0.24964219626188455,
INTC,0.8179964354463191,1,0.4918913845802135,0.5193490816830137,0.49267989912241916,0.5833139688243483,0.5865720106849982,18,False,0.8179964354463191,Outperform,0.2479964354463191,0.12324840206706045,0.6947480333792586,,qualified_but_not_selected,True,0.2479964354463191,
LEN,0.8171058282715729,1,0.48103777031309036,0.5038554587108172,0.5020921932253839,0.5597477528868211,0.6838707612396429,19,False,0.8171058282715729,Outperform,0.2471058282715729,0.12235779489231424,0.6947480333792586,,qualified_but_not_selected,True,0.2471058282715729,
