,importance
ev_ebitda_vs_5y_median__pct_universe,0.3078809182537004
pe_vs_5y_median__pct_universe,0.09707421317613323
fcf_yield__pct_universe,0.09446382829164517
pb_ratio,0.06133651092637037
ps_ratio,0.05464666230896469
fcf_yield,0.05309711929896066
ev_to_ebitda__pct_universe,0.0420730888069805
ev_ebitda_vs_5y_median,0.03121694640928337
rule_confidence,0.03053255925263443
ps_ratio__pct_universe,0.025847611079860517
pe_vs_5y_median__pct_sector,0.024823941260516624
fcf_yield__pct_sector,0.02157148422747075
ps_ratio__pct_sector,0.021077311876485465
earnings_yield,0.021015839695111962
pe_ratio__pct_universe,0.020890595591630697
ev_ebitda_vs_5y_median__pct_sector,0.018650974465195133
pe_vs_5y_median,0.015928145541547763
pb_ratio__pct_universe,0.014989360972366996
pe_ratio,0.013416699340062775
pb_ratio__pct_sector,0.009008338144478437
earnings_yield__pct_sector,0.006016728164957842
ev_to_ebitda,0.005240443069724645
pe_ratio__pct_sector,0.003767686078917128
earnings_yield__pct_universe,0.0028554854158538666
ev_to_ebitda__pct_sector,0.0025775083511468256
