,importance
ebitda_margin__pct_universe,0.22716085651380247
ebitda_margin__pct_sector,0.20437979971856005
operating_margin__pct_sector,0.12649622842637012
operating_margin,0.11493085638893055
fcf_yoy_growth__pct_sector,0.10390422959652056
roe__pct_universe,0.09301515237877438
gross_margin__pct_universe,0.09015638064003834
roe__pct_sector,0.07848249046810368
operating_margin__pct_universe,0.07582620826232266
ebitda_margin,0.07211380923394466
current_ratio__pct_sector,0.06884162033545353
fcf_yoy_growth,0.06541526512740292
current_ratio__pct_universe,0.05371847219268637
net_margin__pct_sector,0.05270056297140061
fcf_yoy_growth__pct_universe,0.04474709731065564
current_ratio,0.04163453704234618
revenue_yoy_growth__pct_universe,0.03705847780419756
revenue_yoy_growth__pct_sector,0.035872476282842465
net_margin,0.03439269696786005
net_margin__pct_universe,0.03339803533874562
gross_margin,0.033268543254551974
debt_equity__pct_universe,0.02727871593861068
roe,0.021413342323176824
interest_coverage,0.02006305252211271
gross_margin__pct_sector,0.01994482997145351
revenue_yoy_growth,0.017063574318671768
rule_confidence,0.016242957804236756
interest_coverage__pct_universe,0.00775310076524502
interest_coverage__pct_sector,0.004674253757113455
debt_equity__pct_sector,0.004088785915755105
debt_equity,9.247865978798017e-07
