date,transactionType,shares,value
2024-03-15,Stock Award(Grant) at price 0.00 per share.,1288,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,45958,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,29245,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,41780,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,13926,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,2785,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,45958,0
2024-08-13,Stock Award(Grant) at price 0.00 per share.,2785,0
2024-08-15,Sale at price 106.48 per share.,17896,1905566
2024-08-15,Conversion of Exercise of derivative security at price 66.43 - 83.91 per share.,8673,631017
2024-08-15,Stock Award(Grant) at price 0.00 per share.,13530,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,1668,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,4819,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,12047,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,8711,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,14271,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,48188,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,11491,0
2024-08-16,Stock Gift at price 0.00 per share.,943,0
2024-08-19,Sale at price 108.87 - 109.02 per share.,73171,7973095
2024-08-19,Conversion of Exercise of derivative security at price 66.43 - 84.27 per share.,17667,1367147
2024-08-19,Conversion of Exercise of derivative security at price 83.19 - 84.27 per share.,14961,1251075
2024-08-19,Sale at price 108.91 per share.,2323,252998
2024-08-19,Sale at price 108.85 per share.,4000,435400
2024-08-19,Sale at price 108.00 - 109.00 per share.,37941,4132275
2024-08-19,Sale at price 109.21 - 109.70 per share.,46998,5132848
2024-08-21,Sale at price 109.39 per share.,16573,1812920
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,2812,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,1730,0
2024-11-14,Sale at price 123.55 per share.,3504,432919
2025-03-14,Stock Award(Grant) at price 0.00 per share.,1049,0
2025-03-14,Stock Award(Grant) at price 0.00 per share.,1049,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,39100,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,16362,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,245420,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,67448,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,3029,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,49994,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,54537,0
2025-08-12,Stock Award(Grant) at price 0.00 per share.,31813,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,10694,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,8957,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,9358,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,6417,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,11363,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,42778,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,3476,0
2025-08-19,Sale at price 148.61 - 149.19 per share.,48243,7177389
2025-08-19,Sale at price 148.15 - 149.45 per share.,107705,16037649
2025-08-19,Sale at price 148.86 - 149.39 per share.,28151,4192917
2025-08-19,Sale at price 147.87 - 149.39 per share.,41575,6187064
2025-08-19,Sale at price 148.76 - 149.28 per share.,13500,2009043
2025-08-19,Sale at price 149.25 per share.,6766,1009826
2025-08-19,Sale at price 148.08 - 149.52 per share.,38078,5666833
2025-08-20,Sale at price 150.53 per share.,21367,3216375
2025-08-20,Sale at price 149.40 - 150.40 per share.,35901,5386566
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1067,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,1702,0
2026-01-15,Stock Award(Grant) at price 213.26 per share.,3982,849201
2026-02-06,Sale at price 229.72 per share.,4000,918880
2026-02-18,Sale at price 225.50 per share.,2328,524964
