date,transactionType,shares,value
2024-03-11,Conversion of Exercise of derivative security at price 71.84 per share.,5047,362551
2024-03-12,Sale at price 129.99 - 132.75 per share.,12427,1624989
2024-05-28,Sale at price 121.98 per share.,2194,267629
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1105,0
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1105,0
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1105,0
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1105,0
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1105,0
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1742,0
2024-06-06,Stock Award(Grant) at price 0.00 per share.,1105,0
2024-07-26,Purchase at price 134.50 - 135.88 per share.,5000,674925
2024-07-26,Purchase at price 136.53 per share.,1000,136530
2024-09-04,Stock Award(Grant) at price 0.00 per share.,2368,0
2024-10-25,Conversion of Exercise of derivative security at price 112.59 - 129.33 per share.,8035,977628
2024-10-25,Sale at price 144.92 per share.,8035,1164432
2024-11-25,Conversion of Exercise of derivative security at price 86.93 - 88.08 per share.,14707,1287290
2024-11-25,Sale at price 141.37 - 142.63 per share.,14707,2091359
2024-12-02,Conversion of Exercise of derivative security at price 71.84 per share.,1144,82179
2024-12-02,Sale at price 139.47 per share.,2466,343933
2024-12-03,Purchase at price 140.70 per share.,7500,1055246
2025-01-03,Stock Award(Grant) at price 0.00 per share.,426,0
2025-01-03,Stock Award(Grant) at price 0.00 per share.,507,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,2411,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,3045,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,458,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,5074,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,8645,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,2283,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,382,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,4186,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,2411,0
2025-02-19,Sale at price 124.70 per share.,403,50254
2025-02-19,Purchase at price 125.24 per share.,8000,1001920
2025-02-19,Conversion of Exercise of derivative security at price 57.85 per share.,403,23314
2025-02-20,Stock Award(Grant) at price 0.00 per share.,1828,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,1828,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,1146,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,1127,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,1127,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,3063,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,969,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,11460,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,1186,0
2025-02-28,Conversion of Exercise of derivative security at price 57.85 per share.,1577,91229
2025-03-04,Conversion of Exercise of derivative security at price 57.85 per share.,789,45644
2025-03-04,Sale at price 125.28 per share.,789,98846
2025-03-10,Sale at price 134.68 per share.,2018,271788
2025-03-11,Sale at price 126.74 per share.,2032,257541
2025-05-09,Conversion of Exercise of derivative security at price 71.84 per share.,961,69033
2025-05-09,Sale at price 141.88 per share.,961,136342
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1013,0
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1013,0
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1013,0
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1013,0
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1556,0
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1013,0
2025-06-05,Stock Award(Grant) at price 0.00 per share.,1013,0
2025-07-02,Stock Award(Grant) at price 0.00 per share.,1525,0
2025-07-25,Conversion of Exercise of derivative security at price 86.93 per share.,2349,204199
2025-07-25,Sale at price 164.89 - 164.98 per share.,3849,634786
2025-08-07,Sale at price 164.12 - 165.37 per share.,10810,1781070
2025-11-25,Purchase at price 165.44 per share.,1600,264705
2026-02-04,Stock Award(Grant) at price 0.00 per share.,4137,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,3054,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,30532,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,557,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,7329,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,2777,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,2777,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,2777,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,8328,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1691,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1384,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1076,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,999,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,923,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,2460,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,923,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1691,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,10144,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1076,0
2026-02-19,Sale at price 161.51 - 163.79 per share.,1400,227026
