date,transactionType,shares,value
2024-03-04,Sale at price 1278.73 per share.,400,511492
2024-03-04,Conversion of Exercise of derivative security at price 312.36 per share.,400,124944
2024-05-13,Conversion of Exercise of derivative security at price 263.62 per share.,1268,334270
2024-05-13,Sale at price 1470.97 per share.,1100,1618067
2024-05-13,Conversion of Exercise of derivative security at price 312.36 per share.,1100,343596
2024-05-13,Sale at price 1488.71 - 1490.34 per share.,1268,1889551
2024-05-14,Sale at price 1457.07 - 1490.65 per share.,2030,2994661
2024-05-14,Conversion of Exercise of derivative security at price 312.36 - 397.95 per share.,2030,659768
2024-05-15,Sale at price 1511.56 per share.,310,468584
2024-05-15,Conversion of Exercise of derivative security at price 595.31 per share.,310,184546
2024-05-16,Sale at price 1528.42 - 1529.30 per share.,300,458528
2024-05-16,Conversion of Exercise of derivative security at price 397.95 per share.,300,119385
2024-05-22,Stock Gift at price 0.00 per share.,1000,0
2024-08-07,Conversion of Exercise of derivative security at price 397.95 per share.,250,99488
2024-08-07,Stock Gift at price 0.00 per share.,71,0
2024-08-07,Sale at price 1401.00 per share.,250,350250
2024-08-15,Sale at price 1422.97 per share.,1000,1422970
2024-08-15,Conversion of Exercise of derivative security at price 397.95 per share.,1000,397950
2024-08-23,Stock Award(Grant) at price 0.00 per share.,12,0
2024-11-11,Sale at price 1311.75 per share.,76,99693
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,170,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,103,0
2024-11-12,Stock Award(Grant) at price 0.00 per share.,71,0
2024-12-03,Sale at price 1254.09 per share.,140,175573
2024-12-03,Conversion of Exercise of derivative security at price 720.81 per share.,140,100913
2025-02-10,Sale at price 1350.29 - 1351.41 per share.,600,810806
2025-02-10,Conversion of Exercise of derivative security at price 720.81 per share.,600,432486
2025-02-11,Sale at price 1331.42 - 1333.52 per share.,888,1182719
2025-02-24,Sale at price 1313.69 per share.,790,1037815
2025-02-24,Conversion of Exercise of derivative security at price 397.95 per share.,790,314380
2025-05-08,Stock Award(Grant) at price 0.00 per share.,186,0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,62,0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,90,0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,88,0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,728,0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,252,0
2025-05-28,Conversion of Exercise of derivative security at price 312.36 per share.,1062,331726
2025-05-28,Sale at price 1159.93 per share.,1062,1231846
2025-08-08,Conversion of Exercise of derivative security at price 397.95 per share.,300,119385
2025-08-08,Sale at price 1254.09 per share.,300,376227
2025-08-13,Conversion of Exercise of derivative security at price 312.36 per share.,1062,331726
2025-08-13,Sale at price 1300.30 - 1302.83 per share.,1062,1381560
2025-08-14,Sale at price 1308.64 per share.,165,215926
2025-08-14,Conversion of Exercise of derivative security at price 720.81 per share.,165,118934
2025-08-19,Sale at price 1325.00 per share.,300,397500
2025-08-19,Conversion of Exercise of derivative security at price 397.95 per share.,300,119385
2025-11-07,Stock Award(Grant) at price 0.00 per share.,1,0
2025-11-07,Stock Award(Grant) at price 0.00 per share.,3,0
2025-11-07,Stock Award(Grant) at price 0.00 per share.,1,0
2025-11-10,Sale at price 1433.57 per share.,474,679512
2025-11-10,Conversion of Exercise of derivative security at price 595.31 per share.,474,282177
2025-11-11,Stock Award(Grant) at price 0.00 per share.,192,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,576,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,65,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,157,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,67,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,63,0
2025-11-11,Stock Award(Grant) at price 0.00 per share.,91,0
2025-11-11,Conversion of Exercise of derivative security at price 397.95 - 671.60 per share.,1895,959353
2025-11-11,Sale at price 1450.00 per share.,6880,9976000
2025-11-11,Sale at price 1455.47 - 1457.89 per share.,1895,2758212
2025-11-11,Conversion of Exercise of derivative security at price 595.31 - 671.60 per share.,6880,4347108
2025-11-11,Stock Award(Grant) at price 0.00 per share.,46,0
2025-11-12,Conversion of Exercise of derivative security at price 1024.55 per share.,2000,2049100
