date,transactionType,shares,value
2024-03-15,,203,
2024-03-15,,2232,
2024-03-15,,203,
2024-03-15,,9498,
2024-03-15,,203,
2024-03-15,,2232,
2024-03-15,,1734,
2024-03-15,,203,
2024-03-15,,3800,
2024-03-15,,764,
2024-03-19,Sale at price 152.56 per share.,203,30969.0
2024-03-20,Sale at price 156.33 per share.,25000,3908240.0
2024-03-21,,620,
2024-03-22,,3820,
2024-03-22,,12732,
2024-03-22,,12732,
2024-03-22,,3820,
2024-03-26,Stock Gift at price 0.00 per share.,5983,0.0
2024-03-28,,224,
2024-03-28,,224,
2024-03-28,,887,
2024-03-28,,224,
2024-03-28,,2535,
2024-03-28,,224,
2024-03-28,,224,
2024-04-19,,2370,
2024-04-19,,139,
2024-04-19,,7899,
2024-04-19,,139,
2024-04-19,,7899,
2024-04-19,,139,
2024-04-19,,2370,
2024-04-19,,683,
2024-04-19,,139,
2024-04-19,Stock Award(Grant) at price 0.00 per share.,9499,0.0
2024-04-19,Stock Award(Grant) at price 0.00 per share.,9499,0.0
2024-04-19,Stock Award(Grant) at price 0.00 per share.,14249,0.0
2024-04-19,,1580,
2024-04-19,Stock Award(Grant) at price 0.00 per share.,11874,0.0
2024-04-23,Sale at price 148.46 per share.,363,53891.0
2024-04-26,Stock Gift at price 0.00 per share.,4976,0.0
2024-05-03,Sale at price 148.97 per share.,120,17876.0
2024-05-06,Sale at price 150.70 per share.,2000,301400.0
2024-07-29,Stock Gift at price 0.00 per share.,4867,0.0
2024-08-23,Sale at price 191.25 per share.,1000,191250.0
2024-08-23,Stock Gift at price 0.00 per share.,3573,0.0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,13186,0.0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,15824,0.0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,10549,0.0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,10549,0.0
2024-10-30,,40000,
2024-10-30,,200000,
2024-10-30,,66667,
2024-10-30,,66667,
2024-11-07,,1000,
2024-11-08,,6978,
2024-11-08,,2094,
2024-11-08,,2094,
2024-11-08,,1888,
2024-11-21,Sale at price 163.10 per share.,5650,921515.0
2024-11-29,,1373,
2024-12-16,Stock Gift at price 0.00 per share.,2050,0.0
2024-12-16,Stock Gift at price 0.00 per share.,20000,0.0
2024-12-18,Stock Gift at price 0.00 per share.,3500,0.0
2024-12-26,Stock Gift at price 0.00 per share.,216,0.0
2025-01-24,,1748,
2025-01-24,,1748,
2025-01-24,,1748,
2025-01-24,,1748,
2025-03-12,,4949,
2025-03-12,,449,
2025-03-12,,4949,
2025-03-12,,449,
2025-03-12,,3846,
2025-03-12,,1682,
2025-03-12,,449,
2025-03-17,,2232,
2025-03-17,,203,
2025-03-17,,764,
2025-03-17,,203,
2025-03-17,,2232,
2025-03-17,,203,
2025-03-17,,1734,
2025-03-21,,93,
2025-03-21,,93,
2025-03-21,,93,
2025-03-21,,3819,
2025-03-21,,3819,
2025-03-21,,11308,
2025-03-21,,1054,
2025-03-21,,93,
2025-03-28,,224,
2025-03-28,,224,
2025-03-28,,887,
2025-03-28,,224,
2025-03-28,,224,
2025-03-28,,2535,
2025-04-21,,139,
2025-04-21,,139,
2025-04-21,,7899,
2025-04-21,,2370,
2025-04-21,,2370,
2025-04-21,Stock Award(Grant) at price 0.00 per share.,11305,0.0
2025-04-21,,683,
2025-04-21,,139,
2025-04-21,Stock Award(Grant) at price 0.00 per share.,9044,0.0
2025-04-21,Stock Award(Grant) at price 0.00 per share.,9044,0.0
2025-04-21,Stock Award(Grant) at price 0.00 per share.,13566,0.0
2025-04-21,,1580,
2025-06-24,Sale at price 127.70 per share.,2150,274552.0
2025-08-06,Stock Gift at price 0.00 per share.,25000,0.0
2025-08-13,Sale at price 166.20 per share.,1233,204925.0
2025-08-26,,264,
2025-08-26,,264,
2025-08-26,,264,
2025-08-27,Stock Gift at price 0.00 per share.,5500,0.0
2025-09-05,Sale at price 180.74 per share.,1000,180740.0
2025-09-05,Sale at price 182.21 per share.,30000,5466411.0
2025-09-05,Sale at price 183.00 per share.,1376,251808.0
2025-09-05,Stock Gift at price 0.00 per share.,20000,0.0
2025-09-09,Stock Gift at price 0.00 per share.,3010,0.0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,10603,0.0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,12724,0.0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,8483,0.0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,8483,0.0
2025-10-29,,47917,
2025-10-29,,71875,
2025-10-29,,71875,
2025-10-29,,191667,
2025-11-07,,2094,
2025-11-07,,6978,
2025-11-07,,1888,
2025-11-07,,2094,
2025-11-20,,289,
2025-11-20,,289,
2025-11-20,,430,
2025-11-20,,1564,
2025-11-20,,1564,
2025-11-20,,12261,
2025-11-20,,1411,
2025-11-20,,289,
2025-11-20,,289,
2025-11-20,,289,
2025-11-20,,289,
2025-11-20,,289,
2025-12-01,,1482,
2025-12-11,Stock Gift at price 0.00 per share.,3348,0.0
2025-12-15,Stock Gift at price 0.00 per share.,10000,0.0
2026-01-21,Stock Gift at price 0.00 per share.,7060,0.0
2026-02-13,Sale at price 167.55 per share.,260,43563.0
