date,transactionType,shares,value
2024-02-27,Stock Gift at price 0.00 per share.,4195,0
2024-02-28,Sale at price 177.27 per share.,138616,24572458
2024-02-29,Sale at price 177.05 - 178.04 per share.,9891,1754555
2024-02-29,Conversion of Exercise of derivative security at price 54.86 - 61.36 per share.,21560,1257012
2024-02-29,Sale at price 176.44 - 176.46 per share.,68879,12153957
2024-02-29,Sale at price 176.65 per share.,5144,908688
2024-03-01,Conversion of Exercise of derivative security at price 61.36 per share.,45700,2804152
2024-03-01,Sale at price 176.35 - 177.71 per share.,75680,13415503
2024-03-18,Conversion of Exercise of derivative security at price 61.36 per share.,26110,1602110
2024-03-18,Sale at price 178.69 - 179.03 per share.,58949,10539508
2024-03-20,Sale at price 176.30 per share.,21082,3716757
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,1322,0
2024-06-28,Stock Gift at price 0.00 per share.,6000,0
2024-07-17,Conversion of Exercise of derivative security at price 61.36 - 93.50 per share.,282845,21919048
2024-07-17,Sale at price 175.00 per share.,282845,49497875
2024-08-05,Sale at price 186.52 per share.,66500,12403580
2024-09-24,Stock Gift at price 0.00 per share.,25630,0
2024-09-30,Stock Gift at price 0.00 per share.,57670,0
2024-12-16,Conversion of Exercise of derivative security at price 93.50 per share.,1800,168300
2024-12-16,Sale at price 172.24 per share.,1800,310032
2025-02-13,Stock Award(Grant) at price 0.00 per share.,61362,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,171837,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,10555,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,8347,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,17762,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,24763,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,25345,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,45651,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,38498,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,38154,0
2025-02-20,Sale at price 197.40 - 198.12 per share.,5778,1143453
2025-02-26,Sale at price 203.40 - 203.41 per share.,18944,3853372
2025-02-26,Conversion of Exercise of derivative security at price 114.36 per share.,22210,2539936
2025-02-26,Sale at price 201.97 - 203.64 per share.,29917,6070036
2025-02-26,Conversion of Exercise of derivative security at price 93.50 - 105.92 per share.,16260,1601313
2025-03-03,Sale at price 205.11 - 210.53 per share.,98628,20263020
2025-03-03,Conversion of Exercise of derivative security at price 144.54 - 175.28 per share.,18008,2879040
2025-03-03,Sale at price 205.38 - 210.00 per share.,27900,5822402
2025-03-03,Sale at price 209.80 - 211.32 per share.,21250,4472039
2025-03-14,Sale at price 212.34 per share.,17644,3746527
2025-03-31,Conversion of Exercise of derivative security at price 79.02 per share.,25700,2030814
2025-03-31,Sale at price 209.49 - 210.54 per share.,58832,12359504
2025-03-31,Stock Gift at price 0.00 per share.,2450,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1203,0
2025-08-05,Sale at price 198.27 - 198.59 per share.,13295,2639253
2025-08-12,Conversion of Exercise of derivative security at price 54.86 per share.,42370,2324418
2025-08-12,Sale at price 198.42 per share.,42370,8407055
2026-02-18,Stock Award(Grant) at price 0.00 per share.,82439,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,53749,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,29057,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,2460,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,33518,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,18137,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,6071,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,48838,0
2026-02-18,Stock Award(Grant) at price 0.00 per share.,36811,0
