date,transactionType,shares,value
2024-03-04,Stock Award(Grant) at price 0.00 per share.,1910,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-03-07,Stock Award(Grant) at price 0.00 per share.,1128,0
2024-05-28,Sale at price 222.34 per share.,20000,4446800
2024-05-29,Stock Gift at price 0.00 per share.,250,0
2024-05-29,Stock Gift at price 0.00 per share.,1707,0
2024-05-31,Sale at price 213.02 per share.,7500,1597650
2024-06-07,Sale at price 221.62 per share.,2500,554050
2024-06-18,Sale at price 249.17 per share.,50000,12458500
2024-06-18,Sale at price 246.41 - 247.04 per share.,400000,98579111
2024-06-21,Sale at price 236.65 per share.,9827,2325560
2024-11-25,Stock Gift at price 0.00 per share.,10,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,34049,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,205300,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,1509,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,28094,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,39628,0
2024-12-12,Stock Gift at price 0.00 per share.,100,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,54940,0
2024-12-12,Stock Award(Grant) at price 0.00 per share.,27200,0
2024-12-20,Stock Gift at price 0.00 per share.,36300,0
2024-12-31,Stock Award(Grant) at price 0.00 per share.,238,0
2025-02-24,Sale at price 172.72 per share.,271,46808
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,1583,0
2025-04-01,Sale at price 144.83 per share.,450,65174
2025-04-03,Purchase at price 137.29 - 137.70 per share.,50000,6865082
2025-06-24,Sale at price 178.60 per share.,562,100373
2025-07-02,Stock Gift at price 0.00 per share.,2206,0
2025-07-18,Stock Award(Grant) at price 0.00 per share.,806,0
2025-10-24,Stock Award(Grant) at price 0.00 per share.,116145,0
2025-10-24,Stock Award(Grant) at price 0.00 per share.,33769,0
2025-11-19,Sale at price 234.08 per share.,4000,936321
2025-11-21,Stock Gift at price 0.00 per share.,45,0
2025-11-25,Sale at price 238.24 per share.,4000,952942
2025-12-01,Stock Gift at price 0.00 per share.,200,0
2025-12-01,Sale at price 255.53 per share.,609,155620
2025-12-08,Stock Gift at price 0.00 per share.,15,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,23070,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,28802,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,191220,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,1070,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,27831,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,41102,0
2025-12-11,Stock Award(Grant) at price 0.00 per share.,49877,0
2025-12-12,Stock Gift at price 0.00 per share.,50,0
2025-12-31,Stock Award(Grant) at price 0.00 per share.,187,0
2026-02-17,Sale at price 361.21 per share.,5000,1806062
