date,transactionType,shares,value
2025-04-28,Sale at price 50.67 per share.,94156,4770885.0
2025-04-28,,94156,
2025-05-01,,43402,
2025-05-05,Sale at price 47.69 per share.,25000,1192225.0
2025-05-05,Sale at price 47.67 per share.,10032,478257.0
2025-05-09,Sale at price 55.34 per share.,94156,5210593.0
2025-05-09,,94156,
2025-05-09,Sale at price 54.93 per share.,24311,1335403.0
2025-05-13,Sale at price 60.41 per share.,107608,6500599.0
2025-05-13,,107608,
2025-05-14,Sale at price 61.98 per share.,50000,3098780.0
2025-05-20,,418338,
2025-05-20,Sale at price 64.46 per share.,418338,26964896.0
2025-05-27,Sale at price 65.95 per share.,25000,1648832.0
2025-05-30,,4528,
2025-05-30,,53844,
2025-05-30,,112332,
2025-05-30,,2264,
2025-05-30,,61330,
2025-05-30,,133585,
2025-06-03,Sale at price 70.14 per share.,104887,7356942.0
2025-06-03,Sale at price 71.64 per share.,25000,1791045.0
2025-06-05,Sale at price 73.49 per share.,5865,431021.0
2025-06-11,Sale at price 74.29 per share.,418338,31078497.0
2025-06-11,,418338,
2025-06-12,Stock Gift at price 0.00 per share.,50000,0.0
2025-06-13,Purchase at price 74.19 per share.,26500,1965995.0
2025-06-18,,4149549,
2025-06-20,Sale at price 77.82 per share.,5864,456362.0
2025-06-24,,2522,
2025-06-24,,2522,
2025-06-24,,2522,
2025-06-24,,2522,
2025-06-24,,2522,
2025-06-24,,2522,
2025-06-25,Sale at price 83.63 per share.,350000,29270360.0
2025-06-25,Sale at price 84.96 per share.,92257,7838413.0
2025-06-30,Stock Award(Grant) at price 0.00 per share.,156,0.0
2025-06-30,Stock Award(Grant) at price 0.00 per share.,173,0.0
2025-06-30,Stock Award(Grant) at price 0.00 per share.,312,0.0
2025-06-30,Stock Award(Grant) at price 0.00 per share.,133,0.0
2025-06-30,Stock Award(Grant) at price 0.00 per share.,156,0.0
2025-06-30,Stock Award(Grant) at price 0.00 per share.,209,0.0
2025-06-30,Sale at price 90.09 per share.,175000,15765225.0
2025-07-01,Sale at price 93.27 per share.,750000,69954825.0
2025-07-01,,750000,
