date,transactionType,shares,value
2024-03-18,Stock Award(Grant) at price 0.00 per share.,33418,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,49796,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,51120,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,16554,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,32549,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,33524,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,146342,0.0
2024-03-18,Stock Award(Grant) at price 0.00 per share.,6414,0.0
2024-03-20,Stock Award(Grant) at price 0.00 per share.,115479,0.0
2024-05-22,Sale at price 60.73 per share.,6904,419280.0
2024-05-28,Stock Gift at price 0.00 per share.,182501,0.0
2024-08-01,Stock Award(Grant) at price 0.00 per share.,211310,0.0
2024-08-26,Conversion of Exercise of derivative security at price 46.92 per share.,5721,268429.0
2024-08-26,Sale at price 61.01 per share.,5721,349011.0
2024-08-28,Conversion of Exercise of derivative security at price 46.92 per share.,3683,172806.0
2024-08-28,Sale at price 61.00 per share.,3683,224673.0
2024-08-29,Conversion of Exercise of derivative security at price 46.92 per share.,99752,4680364.0
2024-08-29,Sale at price 61.05 per share.,99752,6090199.0
2024-08-30,Sale at price 61.00 per share.,45471,2773917.0
2024-08-30,Conversion of Exercise of derivative security at price 46.92 per share.,45471,2133499.0
2024-09-03,Conversion of Exercise of derivative security at price 46.92 per share.,170194,7985502.0
2024-09-03,Sale at price 60.51 per share.,170194,10298813.0
2025-01-02,,6017,
2025-01-02,,6017,
2025-01-02,,3554,
2025-01-02,,6009,
2025-02-07,Stock Award(Grant) at price 0.00 per share.,77076,0.0
2025-02-07,Stock Award(Grant) at price 0.00 per share.,3504,0.0
2025-02-07,Stock Award(Grant) at price 0.00 per share.,14014,0.0
2025-02-07,Stock Award(Grant) at price 0.00 per share.,14014,0.0
2025-02-10,Stock Award(Grant) at price 0.00 per share.,18685,0.0
2025-02-10,Stock Award(Grant) at price 0.00 per share.,16163,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,154890,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,5251,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,60819,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,23628,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,26253,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,28878,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,28659,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,19252,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,32333,0.0
2026-01-02,,4821,
2026-01-02,,4821,
2026-01-02,,4821,
2026-01-02,,4821,
2026-01-02,,7565,
2026-02-04,Stock Award(Grant) at price 0.00 per share.,14331,0.0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,14794,0.0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,10865,0.0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,81825,0.0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,9247,0.0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,10171,0.0
2026-02-05,Conversion of Exercise of derivative security at price 33.18 per share.,581099,19280865.0
2026-02-05,Purchase at price 64.90 per share.,7500,486720.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,13094,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,106475,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,40000,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,16116,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,7569,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,17842,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,18993,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,23022,0.0
2026-02-17,Sale at price 67.04 per share.,25000,1675900.0
