date,transactionType,shares,value
2024-03-12,Stock Award(Grant) at price 0.00 per share.,5785,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,4700,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,904,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,606,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,904,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,5785,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,5423,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,904,0
2024-03-12,Stock Award(Grant) at price 0.00 per share.,38413,0
2024-03-27,Stock Award(Grant) at price 0.00 per share.,1073,0
2024-04-04,Sale at price 162.23 per share.,5909,958616
2024-04-11,Sale at price 155.72 per share.,3009,468567
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,1306,0
2024-08-27,Stock Award(Grant) at price 0.00 per share.,1546,0
2024-09-05,Purchase at price 80.40 per share.,500,40200
2024-09-10,Purchase at price 80.50 - 81.15 per share.,1000,80825
2024-09-12,Sale at price 83.25 per share.,2510,208960
2024-09-12,Conversion of Exercise of derivative security at price 70.68 - 74.72 per share.,2510,181023
2024-09-18,Sale at price 86.66 per share.,2010,174195
2024-12-10,Conversion of Exercise of derivative security at price 74.72 per share.,3583,267722
2024-12-10,Sale at price 82.68 per share.,3583,296241
2024-12-13,Sale at price 77.44 per share.,4740,367061
2024-12-31,Sale at price 75.25 - 75.29 per share.,6000,451610
2025-02-03,Stock Award(Grant) at price 0.00 per share.,2655,0
2025-03-07,Conversion of Exercise of derivative security at price 74.72 per share.,895,66874
2025-03-25,Stock Award(Grant) at price 0.00 per share.,34027,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,34027,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,10208,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,17014,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,30625,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,34027,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,34027,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,30625,0
2025-03-25,Stock Award(Grant) at price 0.00 per share.,30625,0
2025-04-04,Sale at price 94.72 per share.,809,76627
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-05-28,Stock Award(Grant) at price 0.00 per share.,2078,0
2025-06-12,Conversion of Exercise of derivative security at price 84.67 per share.,3588,303796
2025-06-12,Sale at price 111.56 - 111.57 per share.,6438,718229
2025-06-17,Sale at price 113.00 per share.,1969,222501
2025-12-08,Stock Award(Grant) at price 0.00 per share.,820,0
2025-12-08,Stock Award(Grant) at price 0.00 per share.,36858,0
2025-12-08,Stock Award(Grant) at price 0.00 per share.,2052,0
2025-12-08,Sale at price 126.97 per share.,4395,558028
2025-12-10,Conversion of Exercise of derivative security at price 73.02 - 92.98 per share.,12583,1050207
2025-12-11,Sale at price 132.01 per share.,19166,2530014
2025-12-11,Sale at price 125.07 - 131.39 per share.,17433,2210922
2025-12-12,Sale at price 132.52 per share.,2516,333424
2025-12-12,Conversion of Exercise of derivative security at price 84.67 per share.,2516,213030
2025-12-16,Sale at price 133.35 per share.,2282,304316
2025-12-16,Sale at price 134.89 per share.,7500,1011676
2025-12-16,Conversion of Exercise of derivative security at price 125.81 per share.,2382,299679
2025-12-19,Sale at price 135.32 per share.,9776,1322890
2025-12-19,Conversion of Exercise of derivative security at price 90.37 - 92.98 per share.,9776,900639
2026-02-04,Stock Award(Grant) at price 0.00 per share.,1439,0
