date,transactionType,shares,value
2024-02-28,Stock Gift at price 0.00 per share.,125,0.0
2024-02-29,Conversion of Exercise of derivative security at price 52.25 per share.,4367,228176.0
2024-03-01,,1332,
2024-03-01,,2523,
2024-03-01,,1465,
2024-03-01,,1298,
2024-03-01,,319,
2024-03-01,,2101,
2024-03-01,,917,
2024-03-01,,1226,
2024-03-01,,885,
2024-03-01,,1301,
2024-03-01,,819,
2024-03-01,,1142,
2024-03-01,,1775,
2024-03-01,,1332,
2024-03-08,Stock Gift at price 113.36 per share.,321,36389.0
2024-03-12,Conversion of Exercise of derivative security at price 71.19 per share.,831,59159.0
2024-04-29,Purchase at price 111.64 per share.,2000,223283.0
2024-04-29,Purchase at price 113.47 per share.,1000,113470.0
2024-05-06,Conversion of Exercise of derivative security at price 52.25 - 74.48 per share.,7800,524549.0
2024-05-31,Conversion of Exercise of derivative security at price 85.67 per share.,13599,1165026.0
2024-07-29,Conversion of Exercise of derivative security at price 61.47 - 70.70 per share.,19067,1322627.0
2024-07-31,Stock Gift at price 0.00 per share.,825,0.0
2024-07-31,Sale at price 130.44 per share.,6000,782623.0
2024-08-13,Conversion of Exercise of derivative security at price 70.70 per share.,4892,345864.0
2024-08-19,Stock Gift at price 0.00 per share.,2083,0.0
2024-08-19,Conversion of Exercise of derivative security at price 52.25 per share.,2986,156018.0
2024-08-19,Conversion of Exercise of derivative security at price 52.25 per share.,7205,376461.0
2024-10-28,Conversion of Exercise of derivative security at price 52.25 per share.,2803,146457.0
2024-10-28,Conversion of Exercise of derivative security at price 52.25 per share.,13573,709189.0
2024-10-29,Conversion of Exercise of derivative security at price 52.25 per share.,169,8830.0
2024-10-30,Conversion of Exercise of derivative security at price 61.47 per share.,861,52926.0
2024-11-07,Stock Gift at price 0.00 per share.,250,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,20,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,10,0.0
2024-11-25,Stock Gift at price 0.00 per share.,625,0.0
2024-12-03,Purchase at price 157.19 per share.,1000,157188.0
2024-12-03,Stock Gift at price 0.00 per share.,160,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,934,0.0
2025-01-30,Stock Award(Grant) at price 0.00 per share.,971,0.0
2025-02-12,,20,
2025-02-12,,942,
2025-02-12,,280,
2025-02-12,,280,
2025-02-12,,672,
2025-02-12,,240,
2025-02-20,Conversion of Exercise of derivative security at price 70.70 per share.,987,69781.0
2025-02-21,Purchase at price 136.16 per share.,1000,136160.0
2025-03-03,,1482,
2025-03-03,,2686,
2025-03-03,,2355,
2025-03-03,,2220,
2025-03-03,,6628,
2025-03-03,,2949,
2025-03-03,,2349,
2025-03-03,,2066,
2025-03-03,,1599,
2025-03-03,,745,
2025-03-03,,4229,
2025-03-03,,3717,
2025-03-03,,1983,
2025-03-14,Conversion of Exercise of derivative security at price 96.32 per share.,10936,1053356.0
2025-04-30,Conversion of Exercise of derivative security at price 61.47 - 70.70 per share.,29126,2020396.0
2025-05-02,Stock Gift at price 0.00 per share.,1120,0.0
2025-05-05,Conversion of Exercise of derivative security at price 61.47 per share.,2538,156011.0
2025-05-19,Conversion of Exercise of derivative security at price 61.47 - 71.19 per share.,39284,2762826.0
2025-06-02,Conversion of Exercise of derivative security at price 61.47 - 70.70 per share.,317,21046.0
2025-06-03,Conversion of Exercise of derivative security at price 71.19 per share.,18607,1324632.0
2025-07-31,Conversion of Exercise of derivative security at price 71.19 per share.,3100,220689.0
2025-07-31,Stock Gift at price 0.00 per share.,2000,0.0
2025-08-04,Conversion of Exercise of derivative security at price 61.47 per share.,6247,384003.0
2025-08-15,Conversion of Exercise of derivative security at price 85.67 per share.,774,66309.0
2025-08-15,Sale at price 153.54 per share.,3500,537404.0
2025-08-27,Conversion of Exercise of derivative security at price 70.70 per share.,500,35350.0
2025-10-28,Purchase at price 153.98 per share.,1000,153980.0
2025-10-29,Stock Gift at price 0.00 per share.,165,0.0
2025-10-29,Conversion of Exercise of derivative security at price 61.47 per share.,11768,723379.0
2025-11-06,Conversion of Exercise of derivative security at price 61.47 per share.,148,9098.0
2025-11-11,Conversion of Exercise of derivative security at price 96.32 per share.,486,46812.0
2025-11-12,Conversion of Exercise of derivative security at price 70.70 per share.,15471,1093800.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,20,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
2025-11-14,Stock Award(Grant) at price 0.00 per share.,10,0.0
