date,transactionType,shares,value
2024-06-12,Stock Gift at price 0.00 per share.,99500,0
2024-06-18,Purchase at price 22.29 per share.,100000,2229000
2024-06-21,Purchase at price 22.80 per share.,200000,4559040
2024-08-23,Purchase at price 20.95 per share.,18900,396021
2024-08-28,Purchase at price 19.66 per share.,12700,249738
2024-08-29,Purchase at price 19.84 per share.,100000,1984200
2024-09-11,Purchase at price 19.08 per share.,100000,1907990
2024-11-05,Stock Award(Grant) at price 0.00 - 20.95 per share.,324895,5525018
2024-11-05,Stock Award(Grant) at price 0.00 - 20.95 per share.,36560,565001
2024-11-05,Stock Award(Grant) at price 0.00 - 20.95 per share.,77036,1151265
2024-11-05,Stock Award(Grant) at price 20.95 per share.,34608,725038
2024-11-05,Stock Award(Grant) at price 0.00 - 20.95 per share.,164040,2280009
2024-11-05,Stock Award(Grant) at price 20.95 per share.,59458,1245645
2024-11-05,Stock Award(Grant) at price 0.00 - 20.95 per share.,28289,425013
2024-11-05,Stock Award(Grant) at price 20.95 per share.,8163,171015
2024-11-27,Stock Gift at price 0.00 per share.,6010,0
2024-12-03,Stock Gift at price 0.00 per share.,7950,0
2024-12-11,Stock Gift at price 0.00 per share.,25175,0
2025-02-04,Stock Award(Grant) at price 20.81 per share.,9371,195011
2025-02-04,Stock Award(Grant) at price 20.81 per share.,9371,195011
2025-02-04,Stock Award(Grant) at price 20.81 per share.,9371,195011
2025-02-04,Stock Award(Grant) at price 20.81 per share.,9371,195011
2025-03-04,Purchase at price 19.57 per share.,100000,1957000
2025-04-04,Sale at price 17.57 per share.,420,7379
2025-04-04,Purchase at price 17.72 per share.,420,7442
2025-05-05,Stock Gift at price 0.00 per share.,23575,0
2025-05-06,Stock Gift at price 0.00 per share.,946,0
2025-05-12,Stock Gift at price 0.00 per share.,1738,0
2025-10-14,Stock Award(Grant) at price 22.92 per share.,7637,175040
2025-10-15,Stock Award(Grant) at price 22.79 per share.,442870,10093007
2025-11-04,Stock Award(Grant) at price 0.00 - 22.59 per share.,41668,565021
2025-11-04,Stock Award(Grant) at price 0.00 - 22.59 per share.,414814,6925010
2025-11-04,Stock Award(Grant) at price 0.00 - 22.59 per share.,201409,2490005
2025-11-04,Stock Award(Grant) at price 22.59 per share.,46730,1055631
2025-11-04,Stock Award(Grant) at price 0.00 - 22.59 per share.,39182,512522
2025-11-18,Purchase at price 21.49 per share.,50000,1074475
2025-11-20,Purchase at price 21.20 per share.,50000,1060000
2025-12-17,Stock Gift at price 0.00 per share.,3816,0
2025-12-26,Stock Gift at price 0.00 per share.,25440,0
2026-01-05,Stock Gift at price 0.00 per share.,6272,0
2026-02-03,Stock Award(Grant) at price 27.00 per share.,7593,205011
2026-02-03,Stock Award(Grant) at price 27.00 per share.,7593,205011
2026-02-03,Stock Award(Grant) at price 27.00 per share.,7593,205011
2026-02-03,Stock Award(Grant) at price 27.00 per share.,7593,205011
2026-02-04,Stock Award(Grant) at price 27.00 per share.,7593,205011
