date,transactionType,shares,value
2024-05-13,Conversion of Exercise of derivative security at price 51.53 per share.,4584,236214
2024-05-13,Sale at price 231.53 per share.,4584,1061334
2024-05-13,Sale at price 232.13 per share.,2024,469831
2024-05-14,Conversion of Exercise of derivative security at price 51.53 per share.,2037,104967
2024-05-14,Sale at price 232.96 - 234.04 per share.,2037,476093
2024-05-14,Sale at price 235.95 per share.,3000,707850
2024-05-15,Conversion of Exercise of derivative security at price 86.23 per share.,2000,172460
2024-05-15,Conversion of Exercise of derivative security at price 77.07 per share.,32000,2466240
2024-05-15,Sale at price 237.65 per share.,2000,475300
2024-05-15,Sale at price 233.34 - 236.22 per share.,32000,7532366
2024-05-16,Conversion of Exercise of derivative security at price 114.22 per share.,1154,131810
2024-05-16,Sale at price 231.64 per share.,1154,267313
2024-05-21,Conversion of Exercise of derivative security at price 51.53 per share.,4584,236214
2024-06-04,Stock Award(Grant) at price 0.00 per share.,3423,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,663,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,2379,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,2040,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,1626,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,4128,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,12849,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,918,0
2024-06-04,Stock Award(Grant) at price 0.00 per share.,1539,0
2024-06-05,Conversion of Exercise of derivative security at price 69.72 - 77.07 per share.,3652,278520
2024-06-05,Conversion of Exercise of derivative security at price 114.22 per share.,4932,563333
2024-06-05,Sale at price 230.00 per share.,3652,839960
2024-06-05,Sale at price 229.63 per share.,4932,1132535
2024-08-08,Sale at price 239.68 per share.,473,113369
2024-08-08,Stock Award(Grant) at price 239.68 per share.,988,236804
2024-09-10,Conversion of Exercise of derivative security at price 247.17 per share.,23332,5766970
2024-09-10,Sale at price 247.00 per share.,23332,5763004
2024-09-10,Stock Award(Grant) at price 247.17 per share.,23332,5766970
2024-09-16,Conversion of Exercise of derivative security at price 114.22 per share.,23332,2664981
2024-09-16,Sale at price 243.53 - 248.02 per share.,23332,5714643
2024-11-25,Sale at price 217.32 per share.,1682,365532
2025-05-20,Conversion of Exercise of derivative security at price 147.05 per share.,12828,1886357
2025-05-20,Sale at price 249.73 - 250.71 per share.,12828,3208026
2025-06-03,Stock Award(Grant) at price 0.00 per share.,1953,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,17811,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,3756,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,1890,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,1998,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,2505,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,2922,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,651,0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,2223,0
2025-06-05,Sale at price 241.85 - 243.49 per share.,17626,4275338
2025-06-13,Sale at price 240.63 - 241.61 per share.,1978,477581
2025-08-11,Sale at price 241.73 per share.,7900,1909667
2025-08-11,Sale at price 241.96 per share.,4110,994456
2025-08-11,Conversion of Exercise of derivative security at price 114.22 per share.,7900,902338
2025-08-11,Conversion of Exercise of derivative security at price 64.05 per share.,4110,263246
2025-08-11,Conversion of Exercise of derivative security at price 114.74 per share.,3495,401016
2025-08-11,Sale at price 241.56 per share.,3495,844252
2025-08-13,Conversion of Exercise of derivative security at price 64.05 per share.,4110,263246
2025-08-20,Conversion of Exercise of derivative security at price 147.05 per share.,3204,471148
2025-08-20,Sale at price 249.24 per share.,3204,798565
2025-10-01,Stock Award(Grant) at price 0.00 per share.,2349,0
2025-10-06,Sale at price 241.82 per share.,159,38449
2025-11-11,Conversion of Exercise of derivative security at price 69.72 per share.,15000,1045800
2025-11-11,Sale at price 265.14 per share.,15000,3977100
2025-11-18,Conversion of Exercise of derivative security at price 182.22 per share.,3536,644330
2025-11-18,Sale at price 257.43 - 258.03 per share.,5036,1297040
2025-11-21,Conversion of Exercise of derivative security at price 114.22 - 147.05 per share.,5008,642139
2025-11-21,Sale at price 262.00 per share.,5008,1312096
2026-01-02,Stock Award(Grant) at price 0.00 per share.,798,0
