date,transactionType,shares,value
2025-08-15,Stock Award(Grant) at price 247.57 per share.,12,2971
2025-08-15,Stock Award(Grant) at price 247.57 per share.,26,6437
2025-08-15,Stock Award(Grant) at price 247.57 per share.,4,990
2025-08-15,Stock Award(Grant) at price 247.57 per share.,24,5942
2025-08-15,Stock Award(Grant) at price 247.57 per share.,7,1733
2025-08-15,Stock Award(Grant) at price 247.57 per share.,6,1485
2025-08-15,Stock Award(Grant) at price 247.57 per share.,4,990
2025-08-15,Stock Award(Grant) at price 247.57 per share.,5,1238
2025-09-05,Stock Award(Grant) at price 254.42 per share.,84,21371
2025-09-05,Stock Award(Grant) at price 254.42 per share.,52,13230
2025-09-05,Stock Award(Grant) at price 254.42 per share.,72,18318
2025-09-05,Stock Award(Grant) at price 254.42 per share.,89,22643
2025-09-05,Stock Award(Grant) at price 254.42 per share.,108,27477
2025-09-05,Stock Award(Grant) at price 254.42 per share.,108,27477
2025-09-05,Stock Award(Grant) at price 254.42 per share.,152,38672
2025-09-05,Stock Award(Grant) at price 254.42 per share.,75,19082
2025-10-03,Stock Award(Grant) at price 244.56 per share.,113,27635
2025-10-03,Stock Award(Grant) at price 244.56 per share.,113,27635
2025-10-03,Stock Award(Grant) at price 244.56 per share.,78,19076
2025-10-03,Stock Award(Grant) at price 244.56 per share.,66,16141
2025-10-03,Stock Award(Grant) at price 244.56 per share.,92,22500
2025-10-03,Stock Award(Grant) at price 244.56 per share.,75,18342
2025-10-03,Stock Award(Grant) at price 244.56 per share.,159,38885
2025-10-03,Stock Award(Grant) at price 244.56 per share.,87,21277
2025-10-20,Stock Award(Grant) at price 0.00 per share.,3863,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,3863,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,12343,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,2162,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,911,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,10028,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,11880,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,46262,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,1064,0
2025-10-20,Stock Award(Grant) at price 0.00 per share.,3863,0
2025-10-22,Sale at price 248.37 - 250.23 per share.,2500,623675
2025-10-22,Sale at price 250.01 per share.,6902,1725547
2025-10-22,Sale at price 248.20 - 250.87 per share.,9000,2246166
2025-10-29,Sale at price 252.05 - 254.84 per share.,9000,2280587
2025-10-31,Stock Award(Grant) at price 212.05 per share.,8,1696
2025-10-31,Stock Award(Grant) at price 212.05 per share.,27,5725
2025-11-05,Stock Award(Grant) at price 245.88 per share.,75,18441
