date,transactionType,shares,value
2024-10-15,Sale at price 1392.62 - 1414.70 per share.,3000,4205245
2024-10-15,Conversion of Exercise of derivative security at price 226.34 per share.,3000,679020
2024-11-15,Sale at price 1259.15 - 1278.53 per share.,5472,6934618
2024-11-15,Conversion of Exercise of derivative security at price 140.92 per share.,5472,771114
2024-11-20,Conversion of Exercise of derivative security at price 226.34 per share.,3000,679020
2024-11-20,Sale at price 1250.90 - 1264.58 per share.,3000,3760167
2024-12-12,Sale at price 1246.81 - 1250.99 per share.,38053,47519855
2024-12-12,Sale at price 1235.80 - 1254.00 per share.,20000,24961348
2024-12-12,Conversion of Exercise of derivative security at price 195.88 per share.,20000,3917600
2024-12-12,Stock Gift at price 0.00 per share.,200,0
2024-12-16,Conversion of Exercise of derivative security at price 140.92 per share.,5472,771114
2024-12-16,Sale at price 1260.14 - 1278.58 per share.,5472,6968495
2024-12-20,Sale at price 1250.49 - 1261.62 per share.,3000,3771261
2024-12-20,Conversion of Exercise of derivative security at price 226.34 per share.,3000,679020
2025-01-13,Sale at price 1255.14 - 1269.50 per share.,20000,25344186
2025-01-13,Conversion of Exercise of derivative security at price 195.88 per share.,20000,3917600
2025-01-15,Conversion of Exercise of derivative security at price 140.92 per share.,5472,771114
2025-01-15,Sale at price 1283.39 - 1307.78 per share.,5472,7095899
2025-01-21,Sale at price 1352.68 - 1363.83 per share.,3000,4077173
2025-01-21,Conversion of Exercise of derivative security at price 226.34 per share.,3000,679020
2025-02-12,Conversion of Exercise of derivative security at price 195.88 per share.,20000,3917600
2025-02-12,Sale at price 1335.71 - 1366.11 per share.,20000,27081656
2025-02-14,Conversion of Exercise of derivative security at price 97.84 per share.,3650,357116
2025-02-14,Sale at price 1300.05 - 1336.72 per share.,3650,4826008
2025-02-18,Conversion of Exercise of derivative security at price 140.92 per share.,5472,771114
2025-02-18,Sale at price 1307.35 - 1322.51 per share.,5472,7200790
2025-02-20,Sale at price 1317.32 - 1334.97 per share.,3000,3969061
2025-02-20,Conversion of Exercise of derivative security at price 226.34 per share.,3000,679020
2025-03-04,Sale at price 1375.17 - 1378.16 per share.,275,378487
2025-03-04,Conversion of Exercise of derivative security at price 560.81 per share.,275,154223
2025-03-07,Sale at price 1336.99 - 1352.95 per share.,60000,80605605
2025-03-10,Sale at price 1335.62 - 1349.21 per share.,20000,26803926
2025-03-12,Sale at price 1304.79 - 1329.73 per share.,20000,26289277
