date,transactionType,shares,value
2024-03-06,Sale at price 171.78 per share.,21000,3607304
2024-03-06,Sale at price 172.80 per share.,5750,993620
2024-03-07,Sale at price 175.00 per share.,4000,700000
2024-03-08,Sale at price 171.83 per share.,4125,708816
2024-03-11,Sale at price 167.52 per share.,45000,7538544
2024-03-13,Stock Award(Grant) at price 0.00 per share.,2447,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,27723,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1873,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1148,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1148,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1873,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1148,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1148,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1148,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1873,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,4077,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1873,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,2024,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,5165,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,4893,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,4410,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,3715,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,1148,0
2024-03-13,Stock Award(Grant) at price 0.00 per share.,8517,0
2024-03-14,Sale at price 165.05 per share.,3000,495150
2024-03-21,Sale at price 170.88 per share.,4600,786048
2024-04-09,Stock Award(Grant) at price 0.00 per share.,5303,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,9537,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,3394,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,5936,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,10595,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,56331,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,1701,0
2024-04-09,Stock Award(Grant) at price 0.00 per share.,502,0
2024-06-04,Sale at price 151.36 per share.,45000,6811250
2024-08-22,Sale at price 160.00 per share.,6250,1000000
2024-08-27,Sale at price 158.67 per share.,45000,7140110
2024-08-30,Sale at price 153.13 per share.,1000,153130
2024-08-30,Stock Award(Grant) at price 0.00 per share.,32002,0
2024-09-27,Sale at price 157.17 per share.,6348,997715
2024-09-30,Stock Award(Grant) at price 0.00 per share.,47645,0
2025-03-07,Sale at price 113.52 per share.,287,32580
2025-03-11,Sale at price 113.37 per share.,45000,5101488
2025-03-12,Stock Award(Grant) at price 0.00 per share.,6030,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,371,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,9942,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,57888,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,2946,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,3406,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,8141,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,3176,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,9111,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,18914,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,8285,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1841,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,10228,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,2946,0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,7638,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,4580,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,5609,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,2712,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,1406,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,3554,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,26157,0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,692,0
2025-05-28,Sale at price 96.18 per share.,45000,4327974
2025-06-10,Sale at price 100.90 per share.,2044,206245
