date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 0.00 per share.,13059,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,7890,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,133634,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,29150,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,28346,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,15428,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,21360,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,19649,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,10447,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,33168,0
2024-03-06,Stock Gift at price 0.00 per share.,8772,0
2024-03-11,Sale at price 164.44 per share.,4563,750340
2024-05-09,Sale at price 178.00 per share.,5620,1000360
2024-05-10,Sale at price 179.86 per share.,6628,1192131
2024-05-31,Stock Award(Grant) at price 0.00 - 171.23 per share.,1344,60000
2024-05-31,Stock Award(Grant) at price 0.00 - 171.23 per share.,380,60000
2024-05-31,Stock Award(Grant) at price 0.00 - 171.23 per share.,472,60000
2024-05-31,Stock Award(Grant) at price 0.00 - 171.23 per share.,380,60000
2024-05-31,Stock Award(Grant) at price 0.00 - 171.23 per share.,426,60000
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1411,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1309,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1595,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1683,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,2383,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,2427,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1557,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,2276,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1206,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1307,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1257,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1206,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,2005,0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,1661,0
2024-11-29,Stock Award(Grant) at price 163.05 per share.,367,60000
2024-11-29,Stock Award(Grant) at price 163.05 per share.,367,60000
2024-11-29,Stock Award(Grant) at price 163.05 per share.,367,60000
2024-11-29,Stock Award(Grant) at price 163.05 per share.,367,60000
2024-11-29,Stock Award(Grant) at price 163.05 per share.,367,60000
2025-02-27,Conversion of Exercise of derivative security at price 98.75 per share.,7777,767979
2025-02-27,Sale at price 151.90 per share.,7777,1181287
2025-02-28,Stock Award(Grant) at price 0.00 per share.,8886,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,13951,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,11590,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,21007,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,19842,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,38855,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,28733,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,28781,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,132821,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,18544,0
2025-03-03,Sale at price 150.90 per share.,6906,1042144
2025-03-03,Sale at price 154.33 per share.,10000,1543308
2025-03-03,Sale at price 150.89 per share.,17978,2712733
2025-03-03,Sale at price 150.91 - 153.51 per share.,9925,1498352
2025-03-03,Sale at price 154.90 per share.,50000,7744890
2025-03-04,Stock Gift at price 0.00 per share.,7557,0
2025-03-04,Sale at price 159.55 per share.,25000,3988780
2025-05-30,Stock Award(Grant) at price 0.00 - 130.91 per share.,531,60000
2025-05-30,Stock Award(Grant) at price 0.00 - 130.91 per share.,590,60000
2025-05-30,Stock Award(Grant) at price 0.00 - 130.91 per share.,648,60000
2025-05-30,Stock Award(Grant) at price 0.00 - 130.91 per share.,531,60000
2025-05-30,Stock Award(Grant) at price 0.00 - 130.91 per share.,1761,60000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,3036,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1763,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1630,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,2004,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,2120,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,3093,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1492,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,2541,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,2923,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1955,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1492,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1628,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,1560,200000
2025-10-01,Stock Award(Grant) at price 0.00 - 143.14 per share.,2090,200000
2025-11-10,Stock Award(Grant) at price 142.25 per share.,49209,6999980
2025-12-01,Stock Award(Grant) at price 149.51 per share.,401,60000
2025-12-01,Stock Award(Grant) at price 149.51 per share.,401,60000
2025-12-01,Stock Award(Grant) at price 149.51 per share.,401,60000
2025-12-01,Stock Award(Grant) at price 149.51 per share.,535,80000
2025-12-01,Stock Award(Grant) at price 149.51 per share.,401,60000
