date,transactionType,shares,value
2024-03-08,Purchase at price 156.43 per share.,597,93389.0
2024-03-14,Purchase at price 156.70 per share.,1400,219373.0
2024-03-15,Sale at price 156.49 - 156.85 per share.,4000,626680.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-05-15,Stock Award(Grant) at price 156.96 per share.,1114,174853.0
2024-08-20,Sale at price 129.41 - 129.51 per share.,9350,1210451.0
2024-09-13,Stock Award(Grant) at price 0.00 per share.,910,0.0
2024-12-31,,1036,
2025-02-14,Stock Award(Grant) at price 0.00 per share.,2534,0.0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,412,0.0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,412,0.0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,158,0.0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,871,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,1395,0.0
2025-03-07,Purchase at price 54.28 per share.,1000,54280.0
2025-03-07,Purchase at price 54.65 per share.,7450,407119.0
2025-03-07,Purchase at price 54.67 per share.,1000,54670.0
2025-03-07,Purchase at price 54.45 per share.,2353,128110.0
2025-03-12,Purchase at price 53.29 per share.,1000,53290.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,4090,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,3376,0.0
2025-05-23,Purchase at price 52.18 per share.,1479,77174.0
2025-08-14,Purchase at price 41.83 per share.,2017,84371.0
2025-08-14,Purchase at price 40.94 per share.,1000,40942.0
2025-08-14,Purchase at price 40.89 per share.,2000,81787.0
2025-08-14,Purchase at price 41.27 per share.,2400,99053.0
2025-09-08,Purchase at price 46.18 - 46.33 per share.,1039,48053.0
2025-11-17,Stock Award(Grant) at price 0.00 per share.,6624,0.0
2025-11-17,Stock Award(Grant) at price 0.00 per share.,2980,0.0
2025-12-09,Purchase at price 41.03 per share.,5000,205150.0
2025-12-10,Purchase at price 41.59 per share.,3800,158042.0
2025-12-31,,1808,
2026-02-13,Stock Award(Grant) at price 0.00 per share.,1205,0.0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,3336,0.0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,401,0.0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,618,0.0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,173,0.0
