date,transactionType,shares,value
2024-02-29,Sale at price 253.70 per share.,5000,1268500
2024-02-29,Sale at price 253.43 - 254.02 per share.,3786,959545
2024-03-01,Stock Gift at price 0.00 per share.,412,0
2024-03-04,Sale at price 260.88 - 261.35 per share.,2750,717890
2024-03-08,Conversion of Exercise of derivative security at price 179.66 per share.,808,145165
2024-03-08,Sale at price 267.52 per share.,808,216156
2024-03-08,Sale at price 267.52 per share.,808,216156
2024-05-10,Sale at price 226.97 per share.,1304,295969
2024-05-13,Stock Award(Grant) at price 228.41 per share.,559,127681
2024-05-13,Stock Award(Grant) at price 228.41 per share.,559,127681
2024-05-13,Stock Award(Grant) at price 228.41 per share.,953,217675
2024-05-13,Stock Award(Grant) at price 228.41 per share.,559,127681
2024-05-13,Stock Award(Grant) at price 228.41 per share.,844,192778
2024-05-13,Stock Award(Grant) at price 228.41 per share.,931,212650
2024-05-13,Stock Award(Grant) at price 228.41 per share.,559,127681
2024-05-13,Stock Award(Grant) at price 228.41 per share.,559,127681
2024-05-13,Stock Award(Grant) at price 228.41 per share.,1019,232750
2024-05-13,Stock Award(Grant) at price 228.41 per share.,865,197575
2024-05-15,Sale at price 234.72 - 236.78 per share.,332,78225
2024-05-31,Stock Award(Grant) at price 0.00 per share.,2111,0
2024-05-31,Stock Award(Grant) at price 0.00 per share.,2159,0
2024-05-31,Stock Award(Grant) at price 0.00 per share.,648,0
2024-05-31,Stock Award(Grant) at price 0.00 per share.,3838,0
2024-05-31,Stock Award(Grant) at price 0.00 per share.,1727,0
2024-05-31,Stock Award(Grant) at price 0.00 per share.,1967,0
2024-06-03,Stock Gift at price 0.00 per share.,311,0
2024-08-01,Sale at price 250.00 per share.,25000,6250000
2024-08-08,Sale at price 199.36 per share.,1780,354861
2024-08-12,Stock Gift at price 0.00 per share.,2500,0
2024-11-06,Stock Gift at price 0.00 per share.,4540,0
2024-11-07,Sale at price 215.75 - 216.50 per share.,7621,1647418
2024-11-07,Stock Gift at price 0.00 per share.,470,0
2024-11-08,Stock Gift at price 0.00 per share.,4500,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,1758,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,2468,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,811,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,19608,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,4057,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,2704,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,2738,0
2025-02-20,Sale at price 162.50 per share.,4400,715000
2025-02-20,Purchase at price 164.63 per share.,1514,249250
2025-02-20,Purchase at price 165.01 per share.,6075,1002436
2025-02-25,Stock Gift at price 0.00 per share.,430,0
2025-05-13,Sale at price 145.41 per share.,500,72705
2025-05-14,Sale at price 139.95 - 145.54 per share.,140,19703
2025-05-15,Sale at price 136.32 - 139.05 per share.,140,19260
2025-05-21,Stock Award(Grant) at price 134.98 per share.,946,127691
2025-05-21,Stock Award(Grant) at price 134.98 per share.,1761,237700
2025-05-21,Stock Award(Grant) at price 134.98 per share.,1576,212728
2025-05-21,Stock Award(Grant) at price 134.98 per share.,1465,197746
2025-05-21,Stock Award(Grant) at price 134.98 per share.,946,127691
2025-05-21,Stock Award(Grant) at price 134.98 per share.,946,127691
2025-05-30,Stock Award(Grant) at price 135.63 per share.,6709,909942
2025-05-30,Stock Award(Grant) at price 135.63 per share.,5603,759935
2025-05-30,Stock Award(Grant) at price 135.63 per share.,7152,970026
2025-05-30,Stock Award(Grant) at price 135.63 per share.,17253,2340024
2025-05-30,Stock Award(Grant) at price 135.63 per share.,2064,279940
2025-05-30,Stock Award(Grant) at price 135.63 per share.,6252,847959
2025-05-30,Stock Award(Grant) at price 135.63 per share.,12239,1659976
2025-06-02,Stock Award(Grant) at price 135.04 per share.,946,127748
2025-06-02,Stock Award(Grant) at price 135.04 per share.,946,127748
2025-06-02,Stock Award(Grant) at price 135.04 per share.,946,127748
2025-06-02,Stock Award(Grant) at price 135.04 per share.,1427,192702
2025-06-05,Stock Gift at price 0.00 per share.,385,0
2025-08-07,Sale at price 150.04 per share.,400,60016
2025-08-18,Sale at price 157.60 per share.,800,126080
2025-08-22,Sale at price 163.72 per share.,400,65488
2025-11-06,Stock Award(Grant) at price 170.88 per share.,2926,499995
2026-01-30,Stock Award(Grant) at price 0.00 per share.,5006,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,1668,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,39031,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,1797,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,9500,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,4236,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,5456,0
