date,transactionType,shares,value
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-11-29,Stock Award(Grant) at price 0.00 per share.,149,0.0
2024-12-13,Conversion of Exercise of derivative security at price 54.24 - 54.80 per share.,6088,332433.0
2024-12-13,Conversion of Exercise of derivative security at price 54.24 - 54.80 per share.,6088,332433.0
2024-12-13,Sale at price 148.48 per share.,6088,903946.0
2024-12-13,Sale at price 148.48 per share.,6088,903946.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,6792,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,7097,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,21063,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,5666,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,7776,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,6860,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,24319,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,13002,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,5035,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,6324,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,13963,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,11543,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,91954,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,26041,0.0
2025-01-17,Stock Award(Grant) at price 0.00 per share.,6069,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1110,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,878,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1683,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1585,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1820,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,3745,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,2064,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,783,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1158,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,3948,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,4571,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,20600,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,1429,0.0
2025-02-06,Stock Award(Grant) at price 0.00 per share.,3292,0.0
2025-02-19,Conversion of Exercise of derivative security at price 47.94 - 65.86 per share.,135694,7899144.0
2025-02-19,Sale at price 87.06 per share.,157694,13728840.0
2025-02-20,Conversion of Exercise of derivative security at price 49.54 - 54.80 per share.,14642,784608.0
2025-02-20,Sale at price 85.62 per share.,21142,1810178.0
2025-02-21,Conversion of Exercise of derivative security at price 44.60 - 47.94 per share.,23184,1070025.0
2025-02-21,Sale at price 85.28 per share.,35184,3000492.0
2025-02-24,Conversion of Exercise of derivative security at price 54.24 per share.,3466,187996.0
2025-02-24,Sale at price 85.01 per share.,3466,294645.0
2025-02-25,Conversion of Exercise of derivative security at price 39.04 per share.,8400,327936.0
2025-02-25,Sale at price 85.36 per share.,12400,1058464.0
2025-02-28,Sale at price 86.78 per share.,19336,1677978.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-02-28,Conversion of Exercise of derivative security at price 54.80 per share.,19336,1059613.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-03-04,Conversion of Exercise of derivative security at price 47.94 - 54.80 per share.,17844,901127.0
2025-03-04,Sale at price 87.34 per share.,17844,1558495.0
2025-03-05,Sale at price 84.37 per share.,767,64712.0
2025-03-06,Conversion of Exercise of derivative security at price 54.24 - 54.80 per share.,2500,136711.0
2025-03-06,Sale at price 82.64 per share.,3220,266101.0
2025-05-29,Conversion of Exercise of derivative security at price 39.04 - 47.94 per share.,27890,1252467.0
2025-05-29,Sale at price 81.95 per share.,27890,2285586.0
2025-05-30,Sale at price 82.32 per share.,647,53261.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1023,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1023,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,1302,0.0
2025-07-22,Sale at price 88.00 per share.,7500,660000.0
2025-07-30,Conversion of Exercise of derivative security at price 49.54 - 54.80 per share.,21160,1102527.0
2025-07-30,Sale at price 90.20 per share.,21160,1908632.0
2025-07-31,Sale at price 90.50 per share.,4463,403902.0
2025-08-13,Conversion of Exercise of derivative security at price 44.60 per share.,145,6467.0
2025-08-13,Sale at price 91.00 per share.,145,13195.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,50,0.0
2025-09-02,Stock Award(Grant) at price 0.00 per share.,265,0.0
2025-10-01,,8106,
2025-10-01,,8106,
2025-10-30,Conversion of Exercise of derivative security at price 49.54 - 54.80 per share.,7542,386265.0
2025-10-30,Sale at price 96.45 per share.,7542,727426.0
2025-10-31,Sale at price 96.12 per share.,43,4133.0
2025-11-03,Conversion of Exercise of derivative security at price 65.86 per share.,5000,329300.0
2025-11-03,Sale at price 96.61 per share.,5000,483050.0
2025-11-04,Conversion of Exercise of derivative security at price 54.80 per share.,5136,281453.0
2025-11-04,Sale at price 96.50 per share.,5136,495624.0
2025-11-04,Sale at price 96.39 per share.,5000,481950.0
2025-11-12,Purchase at price 96.69 per share.,1000,96690.0
2025-11-21,Sale at price 93.66 per share.,2500,234150.0
2025-11-28,Sale at price 97.16 per share.,947,92011.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,82,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-01,Stock Award(Grant) at price 0.00 per share.,245,0.0
2025-12-05,Stock Gift at price 0.00 per share.,53,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,10365,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,5643,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,9030,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,27903,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,6338,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,9650,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,7174,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,8014,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,6478,0.0
2026-01-15,Stock Award(Grant) at price 0.00 per share.,7974,0.0
