date,transactionType,shares,value
2024-03-01,Sale at price 116.05 per share.,5000,580235.0
2024-03-04,Sale at price 118.81 - 119.32 per share.,50000,5942601.0
2024-03-04,Conversion of Exercise of derivative security at price 32.85 per share.,50000,1642500.0
2024-03-04,Sale at price 118.02 per share.,10000,1180222.0
2024-03-15,Stock Gift at price 0.00 per share.,170,0.0
2024-03-20,Sale at price 123.90 per share.,5000,619500.0
2024-04-03,Sale at price 123.22 per share.,2500,308050.0
2024-04-15,Sale at price 119.32 per share.,1500,178980.0
2024-05-24,Sale at price 121.98 per share.,170,20737.0
2024-06-06,Stock Gift at price 0.00 per share.,170,0.0
2024-06-10,Sale at price 118.74 per share.,16194,1922842.0
2024-06-12,Sale at price 121.84 per share.,3806,463730.0
2024-08-23,Sale at price 147.31 - 147.99 per share.,25000,3685828.0
2024-08-23,Sale at price 147.39 per share.,3000,442170.0
2024-08-23,Sale at price 147.60 per share.,6900,1018423.0
2024-08-23,Conversion of Exercise of derivative security at price 32.85 per share.,87584,2877134.0
2024-08-23,Conversion of Exercise of derivative security at price 31.61 per share.,15000,474150.0
2024-08-23,Sale at price 147.49 - 147.92 per share.,87584,12918008.0
2024-08-26,Stock Gift at price 0.00 per share.,34,0.0
2024-08-29,Sale at price 143.01 per share.,25000,3575298.0
2024-08-30,Conversion of Exercise of derivative security at price 31.61 per share.,22673,716694.0
2024-08-30,Sale at price 143.09 - 143.97 per share.,22673,3248610.0
2024-09-19,Sale at price 153.05 per share.,25000,3826152.0
2024-09-24,Stock Gift at price 0.00 per share.,2000,0.0
2024-09-26,Sale at price 151.10 per share.,1000,151100.0
2024-09-27,Sale at price 155.44 per share.,5000,777211.0
2024-09-27,Sale at price 154.01 - 155.01 per share.,50000,7725700.0
2024-10-16,Sale at price 158.23 per share.,25000,3955635.0
2024-11-29,,1848,
2024-11-29,,18089,
2024-11-29,,76053,
2024-11-29,,7062,
2024-12-11,Stock Award(Grant) at price 0.00 per share.,23548,0.0
2024-12-11,Stock Award(Grant) at price 0.00 per share.,3139,0.0
2024-12-11,Stock Award(Grant) at price 0.00 per share.,5415,0.0
2024-12-16,Sale at price 134.14 per share.,3837,514698.0
2024-12-16,Conversion of Exercise of derivative security at price 32.49 per share.,3837,124664.0
2024-12-20,,4876,
2024-12-20,,12491,
2024-12-20,,52520,
2024-12-23,Stock Gift at price 0.00 per share.,96,0.0
2024-12-24,Sale at price 126.76 per share.,21,2662.0
2024-12-26,Stock Gift at price 0.00 per share.,40,0.0
2024-12-27,Stock Gift at price 0.00 per share.,82,0.0
2024-12-30,Sale at price 125.78 per share.,204,25659.0
2024-12-30,Sale at price 126.07 per share.,11140,1404459.0
2025-01-15,Stock Gift at price 0.00 per share.,20,0.0
2025-01-17,,5797,
2025-01-17,,5092,
2025-01-17,,5898,
2025-01-17,,5898,
2025-01-17,,5797,
2025-01-17,,5898,
2025-01-17,,5898,
2025-01-17,,4840,
2025-02-24,Sale at price 110.58 per share.,420,46446.0
2025-02-25,Stock Gift at price 0.00 per share.,566,0.0
2025-03-11,Sale at price 106.97 per share.,7000,748772.0
2025-03-13,Stock Gift at price 0.00 per share.,188,0.0
2025-03-28,Stock Gift at price 0.00 per share.,47,0.0
2025-03-31,Stock Gift at price 0.00 per share.,25,0.0
2025-07-14,Sale at price 120.00 per share.,500,60000.0
2025-07-14,Sale at price 119.82 per share.,770,92258.0
2025-07-16,Sale at price 115.33 per share.,2500,288325.0
2025-08-06,Purchase at price 126.87 per share.,68,8627.0
2025-08-21,Sale at price 130.84 per share.,9831,1286250.0
2025-08-22,Sale at price 140.63 per share.,500,70315.0
2025-08-27,Sale at price 137.51 per share.,5350,735665.0
2025-08-29,Sale at price 138.26 per share.,25000,3456385.0
2025-09-02,Sale at price 138.71 per share.,2500,346783.0
2025-09-05,Sale at price 147.65 per share.,3812,562848.0
2025-09-05,Conversion of Exercise of derivative security at price 32.85 per share.,3812,125224.0
2025-09-08,Sale at price 148.08 per share.,20145,2983106.0
2025-12-01,,7446,
2025-12-01,,1415,
2025-12-01,,55845,
2025-12-01,,2346,
2025-12-17,Stock Award(Grant) at price 0.00 per share.,37915,0.0
2025-12-17,Stock Award(Grant) at price 0.00 per share.,7483,0.0
2025-12-19,,33887,
2025-12-19,,4518,
2025-12-22,Stock Gift at price 0.00 per share.,19577,0.0
2025-12-24,Stock Gift at price 0.00 per share.,1290,0.0
2026-01-09,Stock Gift at price 0.00 per share.,73,0.0
2026-01-15,Sale at price 146.68 per share.,3965,581581.0
2026-01-15,Conversion of Exercise of derivative security at price 31.61 per share.,3965,125334.0
2026-01-16,,1655,
2026-01-16,,1655,
2026-01-16,,1628,
2026-01-16,,1295,
2026-01-16,,1628,
2026-01-16,,1655,
2026-01-16,,1548,
2026-01-16,,1521,
2026-01-16,,1295,
2026-01-16,,1655,
2026-01-30,,4897,
