date,transactionType,shares,value
2024-03-01,,785,
2024-03-04,Sale at price 529.99 per share.,190,100698.0
2024-03-15,Conversion of Exercise of derivative security at price 159.00 per share.,3473,552207.0
2024-03-15,Sale at price 524.55 per share.,3473,1821762.0
2024-05-13,Sale at price 554.61 - 558.04 per share.,610,340944.0
2024-05-21,Stock Award(Grant) at price 0.00 per share.,1990,0.0
2024-05-21,Stock Award(Grant) at price 0.00 per share.,1546,0.0
2024-05-21,Stock Award(Grant) at price 0.00 per share.,7646,0.0
2024-05-21,Stock Award(Grant) at price 0.00 per share.,20580,0.0
2024-05-21,Stock Award(Grant) at price 0.00 per share.,72026,0.0
2024-05-23,,593,
2024-05-23,,135,
2024-05-23,,678,
2024-05-23,,1475,
2024-05-23,Sale at price 558.09 per share.,12752,7116764.0
2024-05-23,Sale at price 558.09 per share.,704,392895.0
2024-05-23,,4578,
2024-05-24,,13605,
2024-05-24,,1473,
2024-05-24,,4003,
2024-05-24,,668,
2024-05-29,Sale at price 550.00 - 557.40 per share.,3321,1833166.0
2024-05-29,Sale at price 550.00 - 557.40 per share.,408,225924.0
2024-05-29,Sale at price 550.00 - 557.40 per share.,922,512939.0
2024-05-30,Stock Gift at price 0.00 per share.,3600,0.0
2024-05-31,Sale at price 560.99 per share.,5232,2935100.0
2024-06-05,Sale at price 574.41 per share.,3753,2155761.0
2024-06-07,Sale at price 585.88 per share.,483,282979.0
2024-06-11,Sale at price 585.53 per share.,600,351318.0
2024-07-03,Sale at price 580.92 per share.,3753,2180193.0
2024-07-31,Stock Award(Grant) at price 0.00 per share.,349,0.0
2024-07-31,Stock Award(Grant) at price 0.00 per share.,349,0.0
2024-08-05,Sale at price 626.03 per share.,3753,2349491.0
2024-09-05,Sale at price 561.10 per share.,3753,2105808.0
2024-12-09,Sale at price 602.81 per share.,579,349027.0
2025-01-02,Sale at price 572.79 per share.,579,331645.0
2025-02-07,,4747,
2025-02-10,,507,
2025-02-12,Sale at price 609.59 per share.,188,114603.0
2025-02-14,Sale at price 600.66 per share.,8961,5382514.0
2025-02-21,Sale at price 597.99 per share.,8961,5358588.0
2025-02-25,Sale at price 605.00 per share.,312,188760.0
2025-02-28,Sale at price 624.00 per share.,8961,5591664.0
2025-02-28,,786,
2025-03-06,Sale at price 634.24 per share.,8962,5684059.0
2025-05-19,Sale at price 726.51 per share.,543,394495.0
2025-05-20,Stock Award(Grant) at price 0.00 per share.,32838,0.0
2025-05-20,Stock Award(Grant) at price 0.00 per share.,3881,0.0
2025-05-20,Stock Award(Grant) at price 0.00 per share.,3664,0.0
2025-05-20,Stock Award(Grant) at price 0.00 per share.,10105,0.0
2025-05-21,,3500,
2025-05-21,,1207,
2025-05-21,,531,
2025-05-21,,724,
2025-05-21,,90,
2025-05-21,,422,
2025-05-22,Sale at price 717.30 per share.,1248,895190.0
2025-05-22,Sale at price 717.30 per share.,6336,4544813.0
2025-05-23,Sale at price 715.24 per share.,732,523556.0
2025-05-23,,9851,
2025-05-23,,3098,
2025-05-23,,1125,
2025-05-23,,136,
2025-05-23,,1182,
2025-05-23,Sale at price 715.24 per share.,161,115154.0
2025-05-27,Sale at price 714.30 - 715.24 per share.,1049,749360.0
2025-05-28,Sale at price 717.91 per share.,1878,1348235.0
2025-05-28,Sale at price 717.91 per share.,95,68201.0
2025-05-28,Sale at price 717.91 per share.,341,244807.0
2025-05-28,Sale at price 717.91 per share.,510,366134.0
2025-05-30,Sale at price 712.18 per share.,2891,2058912.0
2025-06-06,Sale at price 705.93 per share.,19370,13673864.0
2025-06-10,Stock Gift at price 0.00 per share.,4000,0.0
2025-07-11,Sale at price 708.09 per share.,19371,13716411.0
2025-07-30,Stock Award(Grant) at price 0.00 per share.,301,0.0
2025-07-30,Stock Award(Grant) at price 0.00 per share.,301,0.0
2025-07-30,Stock Award(Grant) at price 0.00 per share.,301,0.0
2025-07-30,Stock Award(Grant) at price 0.00 per share.,301,0.0
2025-08-08,Sale at price 663.67 per share.,329,218347.0
2025-08-15,Sale at price 677.76 per share.,11930,8085677.0
2025-08-22,Sale at price 705.63 per share.,11930,8418166.0
2025-11-07,Sale at price 861.63 per share.,329,283476.0
2026-01-05,Sale at price 816.18 per share.,276,225266.0
2026-02-06,Sale at price 955.00 per share.,328,313240.0
2026-02-09,,4748,
2026-02-10,,508,
2026-02-11,Sale at price 933.39 per share.,303,282817.0
2026-02-17,Sale at price 945.00 per share.,190,179550.0
2026-02-19,Sale at price 939.86 per share.,349,328013.0
