date,transactionType,shares,value
2024-03-01,,22201,
2024-03-01,,6054,
2024-03-04,,53678,
2024-03-04,,102941,
2024-03-04,,46249,
2024-03-04,,34082,
2024-03-04,,38208,
2024-03-04,,151477,
2024-03-04,,37215,
2024-03-04,,535750,
2024-03-04,,590175,
2024-03-04,,1616109,
2024-03-04,,1878887,
2024-03-06,Sale at price 12.53 per share.,26898,337032.0
2024-05-15,,158462,
2024-05-15,,158888,
2024-05-16,,37743,
2024-05-16,,37743,
2024-05-16,Stock Award(Grant) at price 0.00 per share.,17366,0.0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,17366,0.0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,25444,0.0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,25444,0.0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,17366,0.0
2024-05-24,Sale at price 12.09 per share.,81234,982200.0
2024-06-06,Purchase at price 12.08 per share.,24790,299463.0
2024-06-10,Stock Gift at price 0.00 per share.,21930,0.0
2024-06-10,Stock Gift at price 0.00 per share.,5848,0.0
2024-08-15,,166945,
2024-08-15,,25019,
2024-11-15,,78796,
2024-11-15,,85658,
2024-11-15,,19033,
2024-11-15,,109190,
2024-11-15,,237664,
2024-11-15,,34615,
2024-11-15,,23077,
2024-11-15,Stock Award(Grant) at price 0.00 per share.,100704,0.0
2024-12-11,Stock Gift at price 0.00 per share.,10338,0.0
2025-02-14,,79872,
2025-03-04,,57409,
2025-03-04,,704213,
2025-03-04,,252303,
2025-03-04,,118274,
2025-03-04,,469597,
2025-03-04,,280224,
2025-03-04,,53285,
2025-03-04,,70366,
2025-03-04,,15379,
2025-03-04,,180925,
2025-03-04,,19136,
2025-03-04,,857078,
2025-05-15,,222964,
2025-05-15,Stock Award(Grant) at price 10.75 per share.,29302,314996.0
2025-05-15,Stock Award(Grant) at price 10.75 per share.,20000,215000.0
2025-05-15,Stock Award(Grant) at price 10.75 per share.,20000,215000.0
2025-05-15,Stock Award(Grant) at price 10.75 per share.,29302,314996.0
2025-05-15,Stock Award(Grant) at price 10.75 per share.,20000,215000.0
2025-05-15,,62707,
2025-05-21,,48420,
2025-05-21,,48420,
2025-06-03,,132436,
2025-07-02,Sale at price 11.00 - 11.50 per share.,60000,675000.0
2025-10-30,,19812,
2025-10-30,,16861,
2025-11-14,Purchase at price 13.19 per share.,7520,99189.0
2025-11-14,,35665,
2025-11-14,,23777,
2025-11-14,,51067,
2025-11-14,,94909,
2025-11-14,,201410,
2025-11-20,Stock Gift at price 0.00 per share.,8979,0.0
2025-12-22,Stock Gift at price 0.00 per share.,5622,0.0
2026-01-13,,118949,
2026-01-13,,50978,
2026-02-13,,79872,
2026-02-19,Purchase at price 13.82 per share.,140000,1934450.0
