date,transactionType,shares,value
2024-02-26,Conversion of Exercise of derivative security at price 51.73 per share.,9660,499712.0
2024-03-04,Conversion of Exercise of derivative security at price 83.48 per share.,10000,834800.0
2024-03-04,Sale at price 195.83 per share.,10000,1958300.0
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,314,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,1228,
2024-03-08,,888,
2024-03-11,,4840,
2024-03-11,,431,
2024-03-15,,16602,
2024-03-15,,3003,
2024-03-15,,60556,
2024-03-15,,5224,
2024-03-15,,10091,
2024-03-21,Sale at price 197.64 per share.,1228,242702.0
2024-03-25,,22360,
2024-03-25,,2643,
2024-04-01,Conversion of Exercise of derivative security at price 83.48 per share.,10000,834800.0
2024-04-01,Sale at price 197.40 per share.,10000,1974000.0
2024-04-04,Sale at price 197.56 per share.,3479,687317.0
2024-05-01,Conversion of Exercise of derivative security at price 83.48 per share.,10000,834800.0
2024-05-01,Sale at price 197.06 per share.,10000,1970600.0
2024-05-24,Conversion of Exercise of derivative security at price 54.93 - 57.29 per share.,4830,272203.0
2024-05-24,Sale at price 236.46 - 236.66 per share.,4830,1142679.0
2024-05-28,Sale at price 233.55 per share.,4200,980910.0
2024-05-28,Conversion of Exercise of derivative security at price 54.93 per share.,7640,419665.0
2024-05-30,,120069,
2024-06-03,Sale at price 235.09 per share.,10000,2350900.0
2024-06-03,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-06-13,Sale at price 233.90 - 234.34 per share.,17612,4120212.0
2024-07-01,Stock Gift at price 0.00 per share.,1925,0.0
2024-07-01,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-07-01,Sale at price 226.70 per share.,10000,2267000.0
2024-07-23,,120069,
2024-08-01,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-08-01,Sale at price 228.08 per share.,10000,2280800.0
2024-08-23,Sale at price 227.24 per share.,500,113618.0
2024-08-29,Sale at price 234.30 per share.,995,233133.0
2024-09-03,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-09-03,Sale at price 228.69 per share.,10000,2286900.0
2024-09-18,Stock Gift at price 0.00 per share.,5713,0.0
2024-09-25,Sale at price 224.10 per share.,30000,6723000.0
2024-10-01,Sale at price 228.93 per share.,30000,6867900.0
2024-10-01,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-10-01,Sale at price 228.93 per share.,10000,2289300.0
2024-11-01,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-11-01,Sale at price 223.87 per share.,10000,2238700.0
2024-11-01,Sale at price 223.87 per share.,20000,4477400.0
2024-12-11,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2024-12-11,Sale at price 215.83 per share.,10000,2158300.0
2025-01-02,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2025-01-02,Sale at price 215.49 per share.,10000,2154900.0
2025-02-14,,2289,
2025-02-26,Sale at price 234.82 per share.,10000,2348200.0
2025-02-26,Conversion of Exercise of derivative security at price 91.13 per share.,10000,911300.0
2025-03-03,Conversion of Exercise of derivative security at price 91.13 - 94.41 per share.,10000,944044.0
2025-03-03,Sale at price 232.62 per share.,10000,2326200.0
2025-03-05,Sale at price 227.12 per share.,6000,1362720.0
2025-03-05,Conversion of Exercise of derivative security at price 57.29 per share.,8460,484673.0
2025-03-05,Sale at price 224.52 per share.,2093,469920.0
2025-03-11,Sale at price 207.20 - 215.96 per share.,10000,2104428.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Sale at price 208.75 - 211.96 per share.,10000,2091237.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-12,Stock Award(Grant) at price 0.00 per share.,1160,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,32425,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,97275,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,1553,0.0
2025-03-19,Sale at price 209.19 per share.,4000,836760.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,2256,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,19455,0.0
2025-03-24,Sale at price 210.00 per share.,12684,2663640.0
2025-04-01,Sale at price 200.26 per share.,10000,2002600.0
2025-04-01,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,6698,0.0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,10717,0.0
2025-04-08,Stock Award(Grant) at price 0.00 per share.,12615,0.0
2025-04-16,Sale at price 171.08 - 181.59 per share.,6250,1109327.0
2025-05-01,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2025-05-01,Sale at price 196.84 per share.,10000,1968400.0
2025-05-07,Sale at price 195.58 - 200.03 per share.,6250,1230365.0
2025-06-12,Sale at price 231.22 - 234.85 per share.,6250,1453538.0
2025-07-17,Sale at price 236.58 - 241.38 per share.,6250,1500830.0
2025-08-06,Sale at price 219.05 - 224.95 per share.,6250,1378977.0
2025-08-21,Conversion of Exercise of derivative security at price 91.13 per share.,2490,226914.0
2025-08-21,Sale at price 248.03 per share.,2490,617595.0
2025-08-27,Sale at price 253.70 - 254.87 per share.,20000,5085818.0
2025-09-02,Sale at price 246.50 per share.,10000,2465000.0
2025-09-02,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2025-09-05,Sale at price 246.25 per share.,12500,3078092.0
2025-09-18,Sale at price 245.15 - 251.49 per share.,6250,1551663.0
2025-10-01,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2025-10-01,Sale at price 243.71 per share.,10000,2437100.0
2025-10-02,Sale at price 236.98 - 245.28 per share.,6250,1510268.0
2025-10-06,Sale at price 242.74 per share.,1000,242740.0
2025-10-07,Stock Gift at price 0.00 per share.,11306,0.0
2025-11-03,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2025-11-03,Sale at price 234.95 per share.,10000,2349500.0
2025-11-05,Sale at price 229.45 - 238.00 per share.,6250,1455357.0
2025-12-01,Sale at price 265.84 per share.,5913,1572134.0
2025-12-04,Stock Gift at price 0.00 per share.,18800,0.0
2025-12-09,Stock Award(Grant) at price 0.00 per share.,203,0.0
2025-12-09,Stock Award(Grant) at price 0.00 per share.,1590,0.0
2025-12-09,Stock Award(Grant) at price 0.00 per share.,10848,0.0
2025-12-09,Stock Award(Grant) at price 0.00 per share.,2491,0.0
2025-12-09,Stock Award(Grant) at price 0.00 per share.,135,0.0
2025-12-10,Conversion of Exercise of derivative security at price 83.48 - 108.08 per share.,8169,795021.0
2025-12-10,Sale at price 279.50 per share.,8169,2283235.0
2025-12-12,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2025-12-12,Sale at price 282.42 per share.,10000,2824200.0
2025-12-17,Sale at price 270.92 - 281.09 per share.,6250,1727804.0
2025-12-17,Sale at price 271.19 per share.,5000,1355950.0
2026-01-02,Sale at price 275.07 per share.,10000,2750700.0
2026-01-02,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2026-01-05,Sale at price 278.44 per share.,10000,2784450.0
2026-01-07,Sale at price 289.16 per share.,500,144582.0
2026-01-09,Sale at price 301.46 per share.,500,150732.0
2026-01-14,Sale at price 293.98 - 301.90 per share.,6250,1852754.0
2026-02-02,Conversion of Exercise of derivative security at price 94.41 per share.,10000,944100.0
2026-02-02,Sale at price 306.92 per share.,10000,3069200.0
2026-02-05,Sale at price 313.21 - 326.44 per share.,6250,1996201.0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,97,0.0
