date,transactionType,shares,value
2024-02-27,Purchase at price 120.54 per share.,4000,482154
2024-03-01,Stock Gift at price 0.00 per share.,1584530,0
2024-03-15,Sale at price 108.12 - 109.91 per share.,5000,544425
2024-04-04,Conversion of Exercise of derivative security at price 0.70 per share.,45668,31968
2024-04-12,Stock Gift at price 0.00 per share.,138360,0
2024-04-15,Sale at price 115.60 - 117.33 per share.,5000,581474
2024-04-26,Sale at price 103.37 - 110.82 per share.,45000,4845668
2024-05-02,Purchase at price 103.00 - 104.99 per share.,4000,416972
2024-05-15,Stock Gift at price 0.00 per share.,413,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,2165,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,2165,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,2165,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,2165,0
2024-05-15,Sale at price 117.34 - 121.00 per share.,5000,594120
2024-05-15,Stock Award(Grant) at price 0.00 per share.,2338,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,2165,0
2024-05-30,Sale at price 125.96 - 129.60 per share.,324714,41103456
2024-06-17,Sale at price 123.20 - 123.72 per share.,5000,616348
2024-11-14,Purchase at price 60.38 per share.,5000,301902
2024-11-20,Purchase at price 61.10 - 62.42 per share.,5000,308728
2025-01-14,Stock Award(Grant) at price 0.00 per share.,10560,0
2025-01-14,Stock Award(Grant) at price 0.00 per share.,21120,0
2025-01-14,Stock Award(Grant) at price 0.00 per share.,39600,0
2025-01-23,Stock Award(Grant) at price 0.00 per share.,2640,0
2025-01-23,Stock Award(Grant) at price 0.00 per share.,8580,0
2025-01-23,Stock Award(Grant) at price 0.00 per share.,16500,0
2025-03-07,Sale at price 61.26 per share.,100000,6125700
2025-03-10,Sale at price 63.32 per share.,1319,83519
2025-04-25,Purchase at price 46.35 per share.,4000,185390
2025-05-14,Stock Award(Grant) at price 0.00 per share.,5179,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,5593,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,5179,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,5179,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,5179,0
2025-05-15,Stock Award(Grant) at price 0.00 per share.,5179,0
2025-08-06,Purchase at price 30.82 per share.,5000,154120
2025-10-31,Purchase at price 30.93 per share.,10000,309317
2025-11-10,Purchase at price 30.69 per share.,5000,153438
2025-12-02,Sale at price 29.13 per share.,150000,4369140
2025-12-12,Sale at price 33.01 per share.,6000,198060
2026-01-22,Stock Award(Grant) at price 0.00 per share.,10560,0
2026-01-22,Stock Award(Grant) at price 0.00 per share.,21120,0
2026-01-22,Stock Award(Grant) at price 0.00 per share.,39600,0
2026-01-29,Stock Award(Grant) at price 0.00 per share.,10560,0
2026-01-29,Stock Award(Grant) at price 0.00 per share.,21120,0
2026-01-29,Stock Award(Grant) at price 0.00 per share.,33000,0
2026-02-05,Purchase at price 51.06 - 52.14 per share.,5000,259884
2026-02-10,Sale at price 52.05 per share.,1100,57254
