date,transactionType,shares,value
2024-02-28,Sale at price 412.04 per share.,8000,3296360.0
2024-03-26,Conversion of Exercise of derivative security at price 128.76 per share.,461,59358.0
2024-03-26,Sale at price 434.13 per share.,224,97245.0
2024-03-27,Conversion of Exercise of derivative security at price 123.37 per share.,4235,522472.0
2024-03-27,Sale at price 437.00 per share.,1652,721930.0
2024-05-16,Sale at price 438.07 per share.,1500,657101.0
2024-07-11,,10,
2024-07-11,,115,
2024-07-11,,310,
2024-07-11,,501,
2024-07-31,Stock Gift at price 0.00 per share.,250,0.0
2024-08-28,Sale at price 441.56 per share.,15584,6881234.0
2024-08-28,Conversion of Exercise of derivative security at price 126.89 per share.,39323,4989695.0
2024-08-30,Sale at price 442.07 per share.,8700,3846009.0
2024-10-31,Sale at price 516.05 per share.,2325,1199812.0
2024-11-06,Sale at price 560.12 per share.,350,196042.0
2024-11-08,Conversion of Exercise of derivative security at price 126.89 per share.,24485,3106902.0
2024-11-08,Sale at price 548.78 - 551.41 per share.,10735,5900823.0
2024-11-08,Stock Gift at price 0.00 per share.,770,0.0
2024-11-11,Sale at price 563.79 - 564.78 per share.,8655,4882780.0
2024-11-11,Conversion of Exercise of derivative security at price 165.41 per share.,25000,4135250.0
2024-11-11,Sale at price 563.44 per share.,8638,4866966.0
2024-11-11,Conversion of Exercise of derivative security at price 165.41 per share.,25000,4135250.0
2024-11-13,Conversion of Exercise of derivative security at price 165.41 per share.,698,115456.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,38158,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,6457,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,13209,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,2934,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,11007,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,159,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,10140,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,2484,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,1490,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,447,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,322,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,493,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,894,0.0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,2136,0.0
2025-02-06,Stock Gift at price 0.00 per share.,3632,0.0
2025-02-06,Sale at price 540.29 per share.,6000,3241744.0
2025-02-12,Sale at price 523.12 per share.,1000,523125.0
2025-02-18,Sale at price 547.17 - 550.71 per share.,8000,4391516.0
2025-02-18,Sale at price 551.44 per share.,1000,551444.0
2025-02-19,Sale at price 539.07 per share.,4636,2499148.0
2025-07-10,,25,
2025-07-10,,203,
2025-07-10,,309,
2025-07-10,,529,
2025-08-13,Stock Gift at price 0.00 per share.,98,0.0
2025-08-19,Conversion of Exercise of derivative security at price 165.41 per share.,28546,4721794.0
2025-08-19,Sale at price 506.89 per share.,9929,5032934.0
2025-09-04,Sale at price 512.34 per share.,1500,768502.0
2025-11-21,Sale at price 450.94 per share.,1500,676418.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,1989,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,8661,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,2887,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,1109,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,5550,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,9993,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,35534,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,999,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,2536,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,177,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,1014,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,529,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,583,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,1702,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,2790,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,11988,0.0
2026-02-02,Stock Award(Grant) at price 0.00 per share.,405,0.0
2026-02-04,Sale at price 540.11 - 548.61 per share.,48813,26601190.0
2026-02-05,Sale at price 544.22 per share.,7000,3809511.0
2026-02-09,Conversion of Exercise of derivative security at price 126.89 - 179.84 per share.,8293,1233811.0
2026-02-09,Sale at price 542.88 per share.,4658,2528746.0
2026-02-10,Sale at price 532.08 per share.,5000,2660400.0
