date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 0.00 per share.,10060,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,3845,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,3185,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,3697,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,10060,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,3845,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,16767,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,14530,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,4191,0
2024-03-22,Conversion of Exercise of derivative security at price 83.84 per share.,40,3354
2024-03-22,Conversion of Exercise of derivative security at price 83.84 per share.,105,8803
2024-03-22,Conversion of Exercise of derivative security at price 83.84 per share.,152,12744
2024-03-22,Conversion of Exercise of derivative security at price 83.84 per share.,176,14756
2024-03-28,Stock Award(Grant) at price 86.10 per share.,387,33333
2024-03-28,Stock Award(Grant) at price 86.10 per share.,309,26667
2024-04-22,Stock Award(Grant) at price 84.90 per share.,26551,2254244
2024-05-31,Sale at price 88.25 per share.,5880,518910
2024-06-05,Sale at price 90.00 per share.,4898,440820
2024-06-28,Stock Award(Grant) at price 87.74 per share.,436,38333
2024-07-15,Stock Award(Grant) at price 90.94 per share.,16494,1499964
2024-07-30,Sale at price 97.98 per share.,5274,516747
2024-08-26,Stock Award(Grant) at price 99.02 per share.,10098,999904
2024-09-26,Stock Award(Grant) at price 100.74 per share.,9926,999945
2024-10-01,Stock Award(Grant) at price 102.60 per share.,389,40000
2024-10-04,Stock Award(Grant) at price 100.28 per share.,4986,499996
2024-12-31,Stock Award(Grant) at price 92.23 per share.,433,39999
2024-12-31,Stock Award(Grant) at price 92.23 per share.,328,30308
2025-02-14,Stock Award(Grant) at price 0.00 per share.,9329,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,13849,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,10653,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,15981,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,9181,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,3666,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,9589,0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2782,0
2025-03-10,Stock Award(Grant) at price 107.32 per share.,119,12771
2025-03-10,Stock Award(Grant) at price 107.32 per share.,143,15347
2025-03-10,Stock Award(Grant) at price 107.32 per share.,179,19210
2025-03-10,Stock Award(Grant) at price 107.32 per share.,41,4400
2025-03-10,Stock Award(Grant) at price 107.32 per share.,114,12234
2025-03-10,Stock Award(Grant) at price 107.32 per share.,34,3649
2025-03-10,Stock Award(Grant) at price 107.32 per share.,48,5151
2025-03-10,Stock Award(Grant) at price 107.32 per share.,171,18352
2025-03-10,Stock Award(Grant) at price 107.32 per share.,108,11591
2025-05-19,Sale at price 102.68 per share.,10141,1041278
2025-06-03,Sale at price 102.94 per share.,8057,829388
2025-06-10,Sale at price 101.49 per share.,8058,817806
2025-06-11,Stock Award(Grant) at price 101.93 per share.,22578,2301376
2025-06-12,Stock Award(Grant) at price 103.02 per share.,48534,4999973
2025-06-17,Sale at price 101.74 per share.,8058,819821
2025-07-22,Stock Award(Grant) at price 110.16 per share.,1815,199940
2025-08-15,Sale at price 111.99 per share.,5000,559950
2025-08-15,Sale at price 111.99 per share.,3428,383902
2025-09-12,Sale at price 108.65 per share.,5000,543250
2025-09-30,Stock Award(Grant) at price 112.50 per share.,355,39938
2025-10-02,Sale at price 112.00 per share.,1006,112672
2025-10-10,Sale at price 117.52 per share.,5000,587600
2025-11-14,Sale at price 121.58 per share.,5000,607900
2025-12-12,Sale at price 115.07 per share.,5000,575350
2025-12-31,Stock Award(Grant) at price 115.31 per share.,346,39897
