date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 27.78 per share.,1124,31250.0
2024-05-02,,4180,
2024-05-23,Sale at price 30.37 per share.,15444,469034.0
2024-05-23,Conversion of Exercise of derivative security at price 23.00 per share.,15444,355212.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,14969,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-05-28,Stock Award(Grant) at price 0.00 per share.,5857,0.0
2024-06-03,Stock Award(Grant) at price 29.73 per share.,1051,31250.0
2024-07-22,,13600,
2024-07-22,,7918,
2024-07-22,,24371,
2024-07-22,,24371,
2024-07-22,,4939,
2024-07-22,,10556,
2024-07-22,,98064,
2024-07-24,Stock Award(Grant) at price 0.00 per share.,230347,0.0
2024-07-24,Stock Award(Grant) at price 0.00 per share.,54707,0.0
2024-07-24,Stock Award(Grant) at price 0.00 per share.,1824,0.0
2024-07-24,Stock Award(Grant) at price 0.00 per share.,27354,0.0
2024-07-24,Stock Award(Grant) at price 0.00 per share.,21883,0.0
2024-07-24,Stock Award(Grant) at price 0.00 per share.,54707,0.0
2024-08-13,Sale at price 30.29 per share.,40000,1211600.0
2024-09-03,Stock Award(Grant) at price 31.04 per share.,979,30388.0
2024-12-02,Stock Award(Grant) at price 27.82 per share.,1123,31250.0
2025-03-03,Stock Award(Grant) at price 26.05 per share.,1199,31250.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,19210,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-05-27,Stock Award(Grant) at price 0.00 per share.,7517,0.0
2025-06-02,Stock Award(Grant) at price 22.76 per share.,1373,31250.0
2025-06-06,,26108,
2025-07-17,Stock Award(Grant) at price 0.00 per share.,220530,0.0
2025-07-17,Stock Award(Grant) at price 0.00 per share.,55830,0.0
2025-07-17,Stock Award(Grant) at price 0.00 per share.,9980,0.0
2025-07-17,Stock Award(Grant) at price 0.00 per share.,16749,0.0
2025-07-17,Stock Award(Grant) at price 0.00 per share.,27915,0.0
2025-07-17,Stock Award(Grant) at price 0.00 per share.,55830,0.0
2025-07-17,Stock Award(Grant) at price 0.00 per share.,55830,0.0
2025-07-18,,56356,
2025-07-18,,56356,
2025-07-18,,27976,
2025-07-18,,11905,
2025-07-18,,4985,
2025-07-18,,56356,
2025-07-18,,220687,
2025-07-18,,20342,
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,2283,44062.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,11419,220387.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,11419,220387.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,5481,105783.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,34257,661160.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,10962,211567.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,5481,105783.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,11419,220387.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,2283,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,11419,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,11419,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,5481,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,46132,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,10962,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,5481,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,11419,0.0
2025-07-24,Stock Award(Grant) at price 0.00 per share.,42935,0.0
2025-07-24,Conversion of Exercise of derivative security at price 19.30 per share.,42935,828646.0
2025-09-02,Stock Award(Grant) at price 18.77 per share.,1664,31250.0
2025-10-07,Purchase at price 18.72 per share.,10000,187200.0
2025-11-04,Sale at price 17.19 per share.,13011,223659.0
2025-12-01,Stock Award(Grant) at price 17.67 per share.,1768,31250.0
