date,transactionType,shares,value
2024-03-01,,10859,
2024-03-01,,2071,
2024-03-01,,932,
2024-03-01,,826,
2024-03-01,,830,
2024-03-01,,2071,
2024-03-01,,3317,
2024-03-01,,913,
2024-03-01,,522,
2024-05-06,Sale at price 105.11 per share.,9123,958920.0
2024-05-06,Conversion of Exercise of derivative security at price 43.71 - 61.26 per share.,9123,517684.0
2024-05-07,Sale at price 106.52 per share.,1338,142529.0
2024-05-07,Sale at price 106.18 per share.,33850,3594091.0
2024-05-07,Conversion of Exercise of derivative security at price 61.26 per share.,36200,2217612.0
2024-05-10,Conversion of Exercise of derivative security at price 50.79 - 61.26 per share.,2067,119597.0
2024-05-10,Sale at price 109.40 per share.,2067,226136.0
2024-07-01,Stock Award(Grant) at price 101.84 per share.,811,82592.0
2024-07-31,Sale at price 98.70 per share.,27834,2747266.0
2024-07-31,Conversion of Exercise of derivative security at price 61.26 per share.,36186,2216754.0
2024-08-30,,21476,
2024-10-25,Sale at price 107.27 per share.,3230,346486.0
2024-10-25,Sale at price 106.07 per share.,3000,318201.0
2024-10-25,Conversion of Exercise of derivative security at price 61.26 per share.,3000,183780.0
2024-10-28,Conversion of Exercise of derivative security at price 61.26 per share.,20000,1225200.0
2024-10-28,Conversion of Exercise of derivative security at price 43.71 per share.,9894,432434.0
2024-10-28,Sale at price 106.93 per share.,20000,2138564.0
2024-10-28,Sale at price 107.00 per share.,9894,1058671.0
2024-11-01,Conversion of Exercise of derivative security at price 61.26 per share.,36185,2216693.0
2024-11-01,Sale at price 103.52 per share.,27191,2814733.0
2024-12-31,,3278,
2024-12-31,,3059,
2024-12-31,,6022,
2024-12-31,,12739,
2024-12-31,,6022,
2024-12-31,,2102,
2024-12-31,,1967,
2024-12-31,,1521,
2024-12-31,,39667,
2024-12-31,,1168,
2025-01-02,Stock Award(Grant) at price 103.42 per share.,1693,175090.0
2025-01-02,Stock Award(Grant) at price 103.42 per share.,1693,175090.0
2025-01-31,Conversion of Exercise of derivative security at price 43.71 - 62.87 per share.,103671,5448666.0
2025-01-31,Conversion of Exercise of derivative security at price 45.79 per share.,2000,91587.0
2025-01-31,Sale at price 111.56 per share.,103671,11565682.0
2025-01-31,Sale at price 110.98 per share.,25200,2796585.0
2025-01-31,Sale at price 112.04 per share.,2000,224090.0
2025-01-31,Conversion of Exercise of derivative security at price 62.87 per share.,34110,2144383.0
2025-02-18,Sale at price 105.97 per share.,28676,3038787.0
2025-02-18,Conversion of Exercise of derivative security at price 33.33 - 61.26 per share.,28676,1514400.0
2025-02-19,Sale at price 106.13 per share.,6000,636785.0
2025-02-19,Conversion of Exercise of derivative security at price 62.87 per share.,6000,377200.0
2025-02-28,,569,
2025-02-28,,735,
2025-02-28,,619,
2025-02-28,,774,
2025-02-28,,1172,
2025-02-28,,504,
2025-02-28,,3163,
2025-02-28,,1843,
2025-02-28,,1237,
2025-02-28,,1843,
2025-02-28,,9664,
2025-05-06,Purchase at price 89.78 per share.,5000,448900.0
2025-05-09,,69736,
2025-07-25,Conversion of Exercise of derivative security at price 61.26 - 62.87 per share.,5000,311120.0
2025-07-25,Sale at price 100.94 per share.,5000,504688.0
2025-07-29,Sale at price 99.52 per share.,39965,3977333.0
2025-07-29,Conversion of Exercise of derivative security at price 62.87 per share.,51165,3216575.0
2025-10-27,Sale at price 101.15 per share.,3369,340785.0
2025-10-27,Conversion of Exercise of derivative security at price 62.87 per share.,3369,211798.0
2025-12-31,,5915,
2025-12-31,,1671,
2025-12-31,,5915,
2025-12-31,,3273,
2025-12-31,,3143,
2025-12-31,,619,
2025-12-31,,2255,
2025-12-31,,35120,
2025-12-31,,1938,
2025-12-31,,2740,
2026-01-02,Stock Award(Grant) at price 111.56 per share.,1569,175038.0
2026-01-02,Stock Award(Grant) at price 111.56 per share.,1569,175038.0
2026-01-30,Sale at price 122.43 per share.,12183,1491524.0
2026-01-30,Conversion of Exercise of derivative security at price 54.61 per share.,12183,665354.0
2026-02-02,Sale at price 123.57 per share.,6588,814088.0
2026-02-02,Sale at price 123.99 per share.,2200,272778.0
2026-02-02,Conversion of Exercise of derivative security at price 61.26 per share.,6588,403581.0
2026-02-02,Conversion of Exercise of derivative security at price 71.95 per share.,2200,158290.0
2026-02-03,Conversion of Exercise of derivative security at price 50.79 per share.,9672,491209.0
2026-02-03,Conversion of Exercise of derivative security at price 61.26 - 71.95 per share.,79076,5291358.0
2026-02-03,Conversion of Exercise of derivative security at price 62.87 per share.,27774,1746060.0
2026-02-03,Sale at price 126.53 per share.,9672,1223803.0
2026-02-03,Sale at price 122.39 - 127.44 per share.,27774,3457668.0
2026-02-03,Sale at price 127.92 per share.,79076,10115315.0
2026-02-03,Conversion of Exercise of derivative security at price 62.87 per share.,8832,555239.0
2026-02-03,Sale at price 125.75 per share.,8832,1110624.0
2026-02-04,Sale at price 129.70 per share.,9258,1200734.0
2026-02-04,Conversion of Exercise of derivative security at price 62.87 per share.,23391,1470515.0
2026-02-09,Stock Gift at price 0.00 per share.,15625,0.0
2026-02-11,Conversion of Exercise of derivative security at price 61.26 per share.,8748,535902.0
2026-02-11,Sale at price 129.00 per share.,8748,1128492.0
2026-02-12,Sale at price 130.41 per share.,2200,286902.0
2026-02-12,Conversion of Exercise of derivative security at price 71.95 per share.,2200,158290.0
