date,transactionType,shares,value
2024-04-29,Sale at price 432.11 - 432.87 per share.,5000,2161234.0
2024-04-30,,28016,
2024-04-30,,6584,
2024-04-30,,17042,
2024-04-30,,6909,
2024-04-30,,25794,
2024-05-10,Sale at price 457.32 per share.,6600,3018312.0
2024-05-16,Sale at price 465.16 - 467.83 per share.,14794,6897657.0
2024-07-16,Sale at price 502.20 - 503.99 per share.,5000,2512125.0
2024-07-16,Stock Gift at price 0.00 per share.,5000,0.0
2024-07-16,Sale at price 504.95 - 505.47 per share.,10000,5050436.0
2024-07-16,Sale at price 505.99 - 506.07 per share.,5000,2530070.0
2024-08-15,Sale at price 500.29 per share.,6000,3001740.0
2024-09-27,Purchase at price 297.07 - 498.87 per share.,82,29545.0
2024-10-17,Sale at price 529.59 - 532.73 per share.,4000,2123758.0
2024-11-06,Sale at price 594.51 per share.,2974,1768073.0
2024-11-06,Sale at price 593.03 per share.,12929,7667285.0
2024-11-06,Stock Gift at price 0.00 per share.,1700,0.0
2024-11-06,Sale at price 596.08 - 597.66 per share.,6416,3826245.0
2024-11-11,Sale at price 602.12 - 603.38 per share.,4975,2996975.0
2024-11-12,Sale at price 592.08 - 600.85 per share.,20000,11899208.0
2024-11-29,Sale at price 612.08 per share.,5000,3060400.0
2024-11-29,Stock Gift at price 0.00 per share.,5000,0.0
2024-11-29,Sale at price 610.91 per share.,6550,4001460.0
2025-01-17,Purchase at price 619.02 per share.,2400,1485648.0
2025-01-21,,4986,
2025-01-21,Sale at price 611.07 - 635.29 per share.,1545,965120.0
2025-01-21,,8820,
2025-01-21,,15937,
2025-01-21,Sale at price 634.69 per share.,7498,4758906.0
2025-01-21,Sale at price 620.88 - 635.11 per share.,2034,1275329.0
2025-01-21,Stock Gift at price 0.00 per share.,1062,0.0
2025-01-21,,5589,
2025-01-24,Sale at price 633.68 - 639.16 per share.,3640,2317733.0
2025-01-28,Sale at price 635.64 - 636.47 per share.,5208,3313567.0
2025-02-26,Sale at price 622.15 per share.,2415,1502492.0
2025-04-15,Purchase at price 507.96 - 517.45 per share.,3904,1997584.0
2025-04-30,,32391,
2025-04-30,,11933,
2025-04-30,,41462,
2025-04-30,,23045,
2025-04-30,,40395,
2025-04-30,,49926,
2025-05-14,Sale at price 607.17 per share.,5000,3035850.0
2025-07-23,Sale at price 712.31 per share.,6608,4706944.0
2025-07-23,Sale at price 717.03 - 718.77 per share.,6008,4310059.0
2025-07-23,Stock Gift at price 0.00 per share.,12338,0.0
2025-07-25,Sale at price 723.83 - 727.79 per share.,7463,5406214.0
2025-08-13,Stock Gift at price 0.00 per share.,3425,0.0
2025-08-19,Stock Gift at price 0.00 per share.,377,0.0
2025-08-28,Sale at price 748.61 - 751.21 per share.,18244,13688552.0
2025-11-25,Stock Gift at price 0.00 per share.,1265,0.0
2026-01-16,Stock Gift at price 0.00 per share.,5000,0.0
2026-01-16,Sale at price 968.60 - 975.68 per share.,3390,3292137.0
2026-01-16,Sale at price 957.16 - 975.28 per share.,64796,62528399.0
2026-01-23,,5482,
2026-01-23,,4034,
2026-01-23,Sale at price 917.78 - 924.08 per share.,1757,1617531.0
2026-01-23,,5249,
2026-01-23,Sale at price 921.91 - 935.79 per share.,9589,8893930.0
2026-01-23,Sale at price 917.88 - 935.96 per share.,4863,4492189.0
2026-01-23,Stock Gift at price 0.00 per share.,530,0.0
2026-01-27,Sale at price 921.25 - 932.81 per share.,2846,2638717.0
2026-01-27,,32676,
2026-01-29,Sale at price 938.84 - 939.41 per share.,272,255387.0
2026-02-09,Sale at price 932.98 - 938.01 per share.,2292,2143045.0
2026-02-09,Sale at price 933.38 - 945.40 per share.,11623,10943892.0
2026-02-11,Sale at price 950.16 - 967.82 per share.,15855,15210754.0
