date,transactionType,shares,value
2024-02-26,Conversion of Exercise of derivative security at price 58.48 per share.,23757,1389309
2024-02-26,Sale at price 252.00 per share.,23757,5986764
2024-02-26,Stock Gift at price 0.00 per share.,591,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,978,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,1466,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,978,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2932,0
2024-04-24,Conversion of Exercise of derivative security at price 58.59 - 62.85 per share.,38170,2286870
2024-04-24,Sale at price 249.03 - 250.00 per share.,47175,11756725
2024-04-24,Sale at price 250.01 per share.,4000,1000040
2024-04-25,Conversion of Exercise of derivative security at price 58.48 per share.,22433,1311882
2024-04-25,Sale at price 250.46 per share.,22433,5618569
2024-05-02,Conversion of Exercise of derivative security at price 52.56 per share.,3289,172870
2024-05-02,Sale at price 243.58 per share.,708,172455
2024-05-10,Conversion of Exercise of derivative security at price 58.48 - 62.85 per share.,25174,1541794
2024-05-10,Sale at price 252.94 - 253.19 per share.,46377,11735856
2024-05-14,Conversion of Exercise of derivative security at price 58.59 - 62.85 per share.,19085,1143435
2024-05-14,Sale at price 255.00 per share.,19085,4866675
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Conversion of Exercise of derivative security at price 50.37 per share.,12623,635821
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,390,0
2024-05-16,Sale at price 265.00 per share.,9005,2386325
