date,transactionType,shares,value
2024-02-27,Conversion of Exercise of derivative security at price 41.25 per share.,38915,1605244.0
2024-02-27,Stock Gift at price 0.00 per share.,20968,0.0
2024-02-27,Sale at price 95.42 per share.,38915,3713226.0
2024-02-27,Stock Gift at price 0.00 per share.,10000,0.0
2024-02-29,Sale at price 95.60 per share.,8206,784494.0
2024-03-01,Sale at price 95.06 per share.,4088,388605.0
2024-03-04,Sale at price 94.55 per share.,1515,143333.0
2024-03-13,Conversion of Exercise of derivative security at price 51.87 - 55.27 per share.,35829,1917433.0
2024-03-13,Sale at price 98.87 - 98.93 per share.,27004,2670703.0
2024-05-08,Conversion of Exercise of derivative security at price 43.59 per share.,72076,3141793.0
2024-05-08,Sale at price 99.70 - 99.72 per share.,72076,7186568.0
2024-05-09,Sale at price 99.73 - 100.78 per share.,26585,2670665.0
2024-05-09,Conversion of Exercise of derivative security at price 53.81 per share.,18335,986606.0
2024-07-01,Sale at price 101.47 per share.,4088,414809.0
2024-07-29,Stock Award(Grant) at price 110.09 per share.,1725,190000.0
2024-07-31,Conversion of Exercise of derivative security at price 55.27 per share.,3855,213066.0
2024-07-31,Sale at price 111.16 per share.,3855,428522.0
2024-07-31,Sale at price 110.94 per share.,13184,1462780.0
2024-08-05,Stock Gift at price 0.00 per share.,115540,0.0
2024-11-05,Stock Gift at price 0.00 per share.,27200,0.0
2024-11-05,Sale at price 110.96 per share.,20161,2237089.0
2024-11-05,Conversion of Exercise of derivative security at price 51.87 per share.,20161,1045751.0
2024-11-15,Conversion of Exercise of derivative security at price 43.59 per share.,6865,299245.0
2024-11-15,Sale at price 117.01 - 117.61 per share.,6865,803479.0
2025-02-18,,34364,
2025-02-18,Sale at price 112.58 - 112.98 per share.,13596,1530912.0
2025-02-18,,13745,
2025-02-18,Conversion of Exercise of derivative security at price 43.59 - 48.89 per share.,24592,628329.0
2025-02-18,,13745,
2025-02-18,,618,
2025-02-18,,1512,
2025-02-18,,137459,
2025-02-18,,12371,
2025-02-18,,1546,
2025-02-18,,17182,
2025-03-04,Conversion of Exercise of derivative security at price 43.59 per share.,100,4359.0
2025-03-04,Sale at price 120.00 per share.,100,12000.0
2025-03-11,Conversion of Exercise of derivative security at price 43.59 per share.,13138,572685.0
2025-03-11,Sale at price 117.20 per share.,13138,1539714.0
2025-03-17,Conversion of Exercise of derivative security at price 43.59 per share.,98061,4274479.0
2025-03-17,Sale at price 120.39 - 121.01 per share.,98061,11805503.0
2025-04-03,Sale at price 125.00 per share.,1344,168001.0
2025-04-03,Conversion of Exercise of derivative security at price 43.59 per share.,1344,58585.0
2025-04-28,Sale at price 119.42 per share.,1085,129664.0
2025-05-02,Conversion of Exercise of derivative security at price 43.59 per share.,96816,4220209.0
2025-05-02,Sale at price 125.50 per share.,96816,12150379.0
2025-05-05,Conversion of Exercise of derivative security at price 51.87 - 69.41 per share.,48690,2878595.0
2025-05-05,Sale at price 124.66 - 126.40 per share.,54651,6880219.0
2025-05-15,Conversion of Exercise of derivative security at price 43.59 - 53.81 per share.,21903,1075334.0
2025-05-15,Sale at price 128.04 per share.,9097,1164898.0
2025-05-15,Sale at price 128.00 - 129.28 per share.,21903,2816979.0
2025-05-16,Sale at price 130.53 - 131.09 per share.,98160,12843513.0
2025-05-16,Conversion of Exercise of derivative security at price 43.59 per share.,98160,4278794.0
2025-08-01,Conversion of Exercise of derivative security at price 55.27 per share.,7710,426132.0
2025-08-01,Sale at price 123.11 per share.,7710,949212.0
2025-08-01,Stock Gift at price 0.00 per share.,10000,0.0
2025-08-04,Conversion of Exercise of derivative security at price 48.89 per share.,35340,1727773.0
2025-08-04,Sale at price 123.50 per share.,35340,4364490.0
2025-09-05,Sale at price 133.87 per share.,2124,284348.0
2025-10-29,Conversion of Exercise of derivative security at price 51.87 per share.,7841,406713.0
2025-10-29,Sale at price 122.41 per share.,7841,959829.0
2025-11-05,Stock Gift at price 0.00 per share.,16265,0.0
2025-11-26,Sale at price 137.90 per share.,6731,928205.0
2025-11-26,Conversion of Exercise of derivative security at price 48.89 per share.,6731,329079.0
2026-01-02,Conversion of Exercise of derivative security at price 48.89 per share.,35339,1727724.0
2026-01-02,Sale at price 136.37 - 137.04 per share.,35339,4826771.0
2026-02-02,Conversion of Exercise of derivative security at price 48.89 per share.,201938,9872749.0
2026-02-02,Sale at price 135.54 - 137.09 per share.,201938,27546936.0
2026-02-04,Conversion of Exercise of derivative security at price 48.89 per share.,100970,4936423.0
2026-02-04,Sale at price 140.68 - 141.19 per share.,100970,14214272.0
2026-02-11,Sale at price 141.83 per share.,5681,805723.0
2026-02-11,Conversion of Exercise of derivative security at price 51.87 per share.,5681,294673.0
2026-02-17,,28726,
2026-02-17,,124383,
2026-02-17,,1480,
2026-02-17,,1776,
2026-02-17,,775,
2026-02-17,,12142,
2026-02-17,,13030,
2026-02-17,,13030,
