date,transactionType,shares,value
2024-03-05,Stock Gift at price 122.90 per share.,723,88857
2024-03-08,Purchase at price 107.57 - 122.31 per share.,699,81546
2024-04-15,Stock Award(Grant) at price 0.00 per share.,1235,0
2024-05-17,Sale at price 124.28 per share.,10850,1348438
2024-05-17,Conversion of Exercise of derivative security at price 41.70 per share.,10850,452445
2024-05-24,Sale at price 124.36 - 125.35 per share.,19709,2454691
2024-05-24,Conversion of Exercise of derivative security at price 47.43 - 60.59 per share.,19709,1069293
2024-05-31,Stock Gift at price 118.41 per share.,715,84663
2024-07-02,Sale at price 116.63 - 117.27 per share.,187348,21926714
2024-07-02,Conversion of Exercise of derivative security at price 47.32 per share.,206801,9785823
2024-07-15,Stock Award(Grant) at price 0.00 per share.,33906,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,10823,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,1924,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,1603,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,1017,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,10932,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,546,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,5681,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,1924,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,225,0
2024-07-15,Sale at price 119.53 per share.,12670,1514445
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,896,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,3034,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-15,Stock Award(Grant) at price 0.00 per share.,761,0
2024-07-24,Sale at price 123.60 per share.,8954,1106714
2024-07-26,Sale at price 125.60 per share.,9615,1207644
