date,transactionType,shares,value
2024-03-01,,22294,
2024-03-01,,136902,
2024-03-01,,57960,
2024-03-01,,63380,
2024-03-01,,19937,
2024-03-01,,59889,
2024-03-01,,10723,
2024-03-01,,44087,
2024-03-01,,26043,
2025-01-27,Sale at price 40.54 per share.,20000,810800.0
2025-01-28,Sale at price 40.49 per share.,20000,809800.0
2025-01-29,Sale at price 40.88 per share.,11085,453155.0
2025-02-03,Sale at price 39.88 per share.,8000,319080.0
2025-02-04,Sale at price 39.70 per share.,6590,261623.0
2025-02-12,,8514,
2025-02-12,,3279,
2025-02-25,Sale at price 43.79 - 43.80 per share.,10000,437939.0
2025-02-28,,70767,
2025-02-28,,36669,
2025-02-28,,34623,
2025-02-28,,19621,
2025-02-28,,40098,
2025-02-28,,84366,
2025-02-28,,153116,
2025-02-28,,90817,
2025-04-23,Sale at price 42.48 per share.,5000,212425.0
2025-04-24,Sale at price 43.02 per share.,10000,430240.0
2025-04-30,Sale at price 43.88 per share.,7500,329062.0
2025-05-07,Sale at price 44.10 per share.,9000,396900.0
2025-05-08,Sale at price 43.81 - 43.82 per share.,10000,438101.0
2025-05-23,Stock Gift at price 0.00 per share.,18789,0.0
2025-08-18,Stock Gift at price 0.00 per share.,32258,0.0
2026-02-02,Sale at price 44.88 per share.,9579,429906.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,42446,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,52242,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,59705,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,119409,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,7343,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,303497,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,86131,0.0
