date,transactionType,shares,value
2024-05-22,Conversion of Exercise of derivative security at price 41.08 - 45.42 per share.,24747,1055719
2024-05-22,Sale at price 84.43 - 84.89 per share.,24747,2089798
2024-07-29,Conversion of Exercise of derivative security at price 44.43 per share.,47506,2110692
2024-07-31,Conversion of Exercise of derivative security at price 44.43 per share.,4008,178075
2024-07-31,Sale at price 88.44 - 89.00 per share.,4008,355590
2024-10-28,Conversion of Exercise of derivative security at price 44.11 per share.,1495,65944
2024-11-01,Conversion of Exercise of derivative security at price 44.11 per share.,3588,158267
2024-11-01,Sale at price 99.67 per share.,3588,357616
2024-12-02,Conversion of Exercise of derivative security at price 44.43 per share.,4008,178075
2024-12-02,Sale at price 109.14 per share.,4008,437433
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,4607,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2677,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,3735,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,3362,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,3362,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1868,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1494,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1643,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2490,0
2025-02-14,Sale at price 98.14 per share.,7200,706608
2025-02-24,Stock Award(Grant) at price 0.00 per share.,4246,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,4167,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,9803,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,6265,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,5952,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,47610,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,7340,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,13689,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,7935,0
2025-04-25,Conversion of Exercise of derivative security at price 37.77 - 46.42 per share.,235620,9877432
2025-04-28,Conversion of Exercise of derivative security at price 32.83 per share.,6558,215299
2025-04-28,Sale at price 89.94 per share.,6558,589827
2025-05-12,Stock Award(Grant) at price 0.00 per share.,509,0
2025-08-11,Stock Award(Grant) at price 0.00 per share.,4860,0
2025-11-14,Sale at price 105.31 - 105.52 per share.,7786,820765
2025-11-14,Conversion of Exercise of derivative security at price 45.20 - 70.99 per share.,15014,842122
2025-12-01,Conversion of Exercise of derivative security at price 32.83 per share.,6558,215299
2025-12-01,Sale at price 104.33 per share.,6558,684196
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2370,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,3556,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,3556,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1564,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,889,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,1778,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,3911,0
2026-02-06,Conversion of Exercise of derivative security at price 32.75 per share.,2760,90390
2026-02-11,Sale at price 99.99 per share.,7000,699945
2026-02-13,Conversion of Exercise of derivative security at price 37.77 - 70.99 per share.,15656,699870
