date,transactionType,shares,value
2024-03-01,Sale at price 61.00 - 63.00 per share.,10768,660223.0
2024-03-01,Sale at price 61.00 - 64.50 per share.,3000,188250.0
2024-04-01,Sale at price 69.95 per share.,2648,185228.0
2024-04-08,Sale at price 75.00 per share.,443,33225.0
2024-05-21,Sale at price 71.88 per share.,416,29902.0
2024-06-04,Sale at price 73.48 per share.,26853,1973215.0
2024-06-17,Sale at price 78.00 per share.,219,17082.0
2024-08-05,Sale at price 57.09 per share.,12154,693860.0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,13010,0.0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,33446,0.0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,67997,0.0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,269306,0.0
2024-08-21,Sale at price 64.89 per share.,417,27059.0
2024-08-27,Sale at price 61.48 per share.,2900,178287.0
2024-08-29,Sale at price 63.32 per share.,315,19946.0
2024-09-04,Sale at price 61.96 per share.,2169,134391.0
2024-09-06,Stock Gift at price 0.00 per share.,2000,0.0
2024-09-26,Sale at price 70.32 per share.,75000,5274000.0
2024-10-25,Sale at price 72.58 per share.,75000,5443875.0
2024-10-28,Sale at price 69.94 per share.,1993,139390.0
2024-10-29,Sale at price 68.01 per share.,30767,2092519.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,3759,0.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,3759,0.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,3759,0.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,4385,0.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,4542,0.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,3759,0.0
2024-11-20,Stock Award(Grant) at price 0.00 per share.,3759,0.0
2024-11-21,Sale at price 64.47 per share.,376,24241.0
2024-11-26,Sale at price 69.99 per share.,658,46053.0
2024-11-29,Sale at price 72.63 per share.,313,22733.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,74039,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,4068,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,4068,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,5327,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,21272,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,42544,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,55307,0.0
