date,transactionType,shares,value
2024-07-25,Stock Award(Grant) at price 118.57 per share.,100000,11857000
2024-10-01,Stock Gift at price 0.00 per share.,79975,0
2024-12-31,Stock Award(Grant) at price 176.67 per share.,142,25087
2024-12-31,Stock Award(Grant) at price 0.00 per share.,3748,0
2024-12-31,Stock Award(Grant) at price 176.67 per share.,142,25087
2024-12-31,Stock Award(Grant) at price 0.00 - 176.67 per share.,18272,25087
2024-12-31,Stock Award(Grant) at price 0.00 - 176.67 per share.,69447,25087
2024-12-31,Stock Award(Grant) at price 0.00 per share.,6709,0
2024-12-31,Stock Award(Grant) at price 0.00 - 176.67 per share.,7905,25087
2024-12-31,Stock Award(Grant) at price 0.00 - 176.67 per share.,567,25087
2024-12-31,Stock Award(Grant) at price 176.67 per share.,142,25087
2024-12-31,Stock Award(Grant) at price 176.67 per share.,142,25087
2024-12-31,Stock Gift at price 0.00 per share.,223922,0
2025-01-31,Purchase at price 219.51 per share.,135,29634
2025-02-18,Stock Gift at price 0.00 per share.,90297,0
2025-02-20,Stock Gift at price 0.00 per share.,6447,0
2025-06-23,Stock Gift at price 0.00 per share.,500,0
2025-07-28,Sale at price 65.90 per share.,100,6590
2025-07-30,Sale at price 66.32 - 66.64 per share.,39786,2640976
2025-07-30,Stock Award(Grant) at price 66.22 per share.,1000000,66220000
2025-07-30,Stock Award(Grant) at price 66.22 per share.,400000,26488000
2025-08-01,Sale at price 62.79 - 66.71 per share.,27482,1793965
2025-08-05,Sale at price 63.64 - 64.84 per share.,25682,1648119
2025-08-07,Sale at price 63.47 - 64.35 per share.,25682,1636391
2025-08-11,Sale at price 65.60 - 66.09 per share.,25682,1691929
2025-08-13,Sale at price 63.75 - 67.88 per share.,201686,13592582
2025-08-14,Sale at price 63.86 - 64.22 per share.,53900,3449442
2025-09-10,Sale at price 61.30 - 62.51 per share.,212399,13208163
2025-09-12,Sale at price 62.94 - 64.19 per share.,209783,13345630
2025-09-16,Sale at price 62.24 - 64.26 per share.,195482,12252246
2025-09-18,Sale at price 62.06 - 65.05 per share.,223382,14193790
2025-09-22,Sale at price 63.94 - 65.19 per share.,72823,4695714
2025-09-24,Sale at price 64.76 - 65.54 per share.,33416,2174958
2025-09-26,Sale at price 63.81 - 66.15 per share.,31354,2048554
2025-09-30,Sale at price 67.16 - 70.00 per share.,21361,1454991
2025-10-23,Purchase at price 65.95 per share.,400,26380
2025-10-24,Sale at price 67.63 - 68.50 per share.,30000,2035860
2025-10-28,Sale at price 69.15 - 69.73 per share.,14355,996998
2025-10-29,Sale at price 69.00 per share.,10645,734505
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 0.00 - 64.31 per share.,1556,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 0.00 - 64.31 per share.,778,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 0.00 - 64.31 per share.,225039,25017
2025-12-31,Stock Award(Grant) at price 0.00 per share.,13944,0
2025-12-31,Stock Award(Grant) at price 0.00 - 64.31 per share.,53841,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 0.00 per share.,11156,0
2025-12-31,Stock Award(Grant) at price 64.31 per share.,389,25017
2025-12-31,Stock Award(Grant) at price 0.00 - 64.31 per share.,23629,25017
2026-01-23,Sale at price 76.81 - 78.14 per share.,245000,18969682
2026-01-27,Sale at price 75.07 - 77.98 per share.,155000,11755911
