date,transactionType,shares,value
2024-03-18,Sale at price 549.71 per share.,200,109941
2024-04-08,Stock Award(Grant) at price 0.00 per share.,118,0
2024-06-07,Sale at price 554.67 per share.,300,166401
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,703,0
2024-06-18,Sale at price 551.74 per share.,400,220696
2024-06-20,Sale at price 563.01 - 563.38 per share.,3500,1970555
2024-07-26,Sale at price 550.34 per share.,140,77048
2024-09-13,Sale at price 553.78 per share.,750,415335
2024-09-18,Stock Gift at price 0.00 per share.,14000,0
2024-09-19,Stock Gift at price 0.00 per share.,100,0
2024-10-25,Sale at price 547.00 - 550.00 per share.,2417,1328099
2024-10-28,Stock Gift at price 0.00 per share.,2000,0
2024-11-08,Conversion of Exercise of derivative security at price 156.40 per share.,30000,4692000
2024-11-08,Sale at price 571.98 - 575.91 per share.,30000,17174101
2024-11-08,Sale at price 568.82 per share.,681,387366
2024-11-26,Stock Gift at price 0.00 per share.,625,0
2024-12-03,Sale at price 561.80 per share.,940,528092
2024-12-11,Stock Gift at price 0.00 per share.,4000,0
2024-12-18,Stock Gift at price 0.00 per share.,235,0
2025-01-31,Conversion of Exercise of derivative security at price 228.84 per share.,1000,228840
2025-01-31,Conversion of Exercise of derivative security at price 165.97 per share.,3000,497910
2025-01-31,Stock Gift at price 0.00 per share.,6000,0
2025-01-31,Sale at price 578.05 per share.,3000,1734150
2025-01-31,Sale at price 578.04 per share.,1000,578040
2025-01-31,Sale at price 575.25 per share.,351,201913
2025-02-04,Sale at price 577.83 per share.,750,433372
2025-02-04,Conversion of Exercise of derivative security at price 235.25 per share.,750,176438
2025-02-25,Conversion of Exercise of derivative security at price 165.97 per share.,3000,497910
2025-02-25,Sale at price 588.19 per share.,3000,1764570
2025-05-05,Sale at price 572.22 per share.,350,200277
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,675,0
2025-07-22,Stock Gift at price 0.00 per share.,4000,0
2025-07-22,Sale at price 556.25 per share.,352,195800
2025-07-23,Sale at price 564.17 per share.,1500,846255
2025-07-23,Conversion of Exercise of derivative security at price 228.84 per share.,1500,343260
2025-07-24,Stock Gift at price 0.00 per share.,100,0
2025-08-15,Sale at price 521.64 - 529.15 per share.,400,210158
2025-09-15,Stock Award(Grant) at price 0.00 per share.,64,0
2025-09-15,Stock Award(Grant) at price 0.00 per share.,59,0
2025-09-15,Stock Award(Grant) at price 0.00 per share.,59,0
2025-09-15,Stock Award(Grant) at price 0.00 per share.,64,0
2025-11-11,Conversion of Exercise of derivative security at price 186.75 per share.,30000,5602500
2025-11-11,Sale at price 441.97 - 448.40 per share.,30000,13307176
2025-11-12,Purchase at price 451.58 - 452.40 per share.,10000,4522310
2025-11-12,Purchase at price 450.71 per share.,1200,540856
2025-12-01,Conversion of Exercise of derivative security at price 170.61 per share.,6000,1023660
2025-12-01,Sale at price 445.56 per share.,6000,2673390
2025-12-08,Stock Gift at price 0.00 per share.,4000,0
2026-02-06,Purchase at price 358.46 per share.,1400,501844
