date,transactionType,shares,value
2024-03-14,Purchase at price 64.56 per share.,3869,249767.0
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,,3025,
2024-04-26,,3025,
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,Conversion of Exercise of derivative security at price 69.80 per share.,3025,211145.0
2024-04-26,,3025,
2024-05-17,Sale at price 69.90 per share.,5000,349486.0
2024-06-10,Purchase at price 68.15 per share.,563,38367.0
2024-06-14,Conversion of Exercise of derivative security at price 66.01 per share.,858,56637.0
2024-06-14,,2100,
2024-07-15,,400,
2024-08-15,,600,
2024-09-13,,900,
2024-09-13,Conversion of Exercise of derivative security at price 66.00 per share.,900,59400.0
2024-09-13,,1200,
2024-09-13,,900,
2024-09-13,Conversion of Exercise of derivative security at price 66.00 per share.,2100,138600.0
2024-09-13,,2100,
2024-09-13,Conversion of Exercise of derivative security at price 66.00 per share.,900,59400.0
2024-09-13,Conversion of Exercise of derivative security at price 66.00 per share.,900,59400.0
2024-09-13,Conversion of Exercise of derivative security at price 66.00 per share.,660,43560.0
2024-09-13,,426,
2024-10-11,Conversion of Exercise of derivative security at price 64.64 per share.,20289,1311481.0
2024-10-11,Conversion of Exercise of derivative security at price 64.64 per share.,6478,418738.0
2024-11-18,Conversion of Exercise of derivative security at price 33.05 - 33.08 per share.,41914,1385821.0
2024-11-20,Sale at price 59.77 per share.,5802,346795.0
2024-12-13,Conversion of Exercise of derivative security at price 58.24 per share.,415,24170.0
2024-12-13,Conversion of Exercise of derivative security at price 58.24 per share.,3000,174720.0
2024-12-13,Conversion of Exercise of derivative security at price 58.24 per share.,3000,174720.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,1148,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,500,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,3788,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,7854,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,2910,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,52590,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,15248,0.0
2025-01-31,Conversion of Exercise of derivative security at price 55.70 per share.,1120,62384.0
2025-02-21,Stock Award(Grant) at price 0.00 per share.,5965,0.0
2025-02-25,Stock Award(Grant) at price 0.00 per share.,5965,0.0
2025-03-12,Conversion of Exercise of derivative security at price 38.84 - 50.78 per share.,1461,67097.0
2025-04-24,Conversion of Exercise of derivative security at price 50.52 per share.,2378,120137.0
2025-04-24,,2378,
2025-04-24,,2378,
2025-04-24,,2378,
2025-04-24,Conversion of Exercise of derivative security at price 50.52 per share.,2378,120137.0
2025-04-24,Conversion of Exercise of derivative security at price 50.52 per share.,2378,120137.0
2025-04-24,Conversion of Exercise of derivative security at price 50.52 per share.,2378,120137.0
2025-04-24,,2378,
2025-04-24,,2378,
2025-06-03,,2154,
2025-06-11,Conversion of Exercise of derivative security at price 54.57 per share.,12802,698588.0
2025-06-11,Sale at price 54.57 per share.,12802,698588.0
2025-06-13,Conversion of Exercise of derivative security at price 54.37 per share.,859,46704.0
2025-06-13,Conversion of Exercise of derivative security at price 54.37 per share.,2100,114177.0
2025-06-13,Conversion of Exercise of derivative security at price 54.37 per share.,101,5491.0
2025-08-28,Sale at price 51.55 per share.,3400,175270.0
2025-08-28,Conversion of Exercise of derivative security at price 33.05 per share.,3400,112370.0
2025-09-15,,1200,
2025-09-15,Conversion of Exercise of derivative security at price 49.91 per share.,1200,59892.0
2025-09-15,,1600,
2025-09-15,,1600,
2025-09-15,,569,
2025-09-15,,2800,
2025-09-15,,2718,
2025-09-15,,1200,
2025-09-15,Conversion of Exercise of derivative security at price 49.91 per share.,880,43921.0
2025-09-15,,2800,
2025-10-13,,6478,
2025-12-15,,282,
2025-12-15,,4000,
2025-12-15,Conversion of Exercise of derivative security at price 51.58 per share.,534,27544.0
2026-01-16,Conversion of Exercise of derivative security at price 56.08 per share.,6800,381344.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,43444,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,4450,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,2824,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,3532,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,1610,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,7062,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,1818,0.0
2026-01-27,Stock Award(Grant) at price 0.00 per share.,6356,0.0
2026-02-05,Sale at price 66.45 per share.,10718,712165.0
2026-02-05,Conversion of Exercise of derivative security at price 37.58 - 38.84 per share.,9341,360628.0
