date,transactionType,shares,value
2024-02-29,Sale at price 125.88 - 126.57 per share.,6744,852769
2024-02-29,Sale at price 125.88 per share.,5611,706313
2024-04-22,Stock Award(Grant) at price 126.25 per share.,45,5681
2024-04-22,Stock Award(Grant) at price 126.24 per share.,81,10226
2024-04-22,Stock Award(Grant) at price 126.24 per share.,69,8711
2024-04-22,Stock Award(Grant) at price 126.24 per share.,24,3030
2024-04-29,Sale at price 140.00 per share.,1760,246400
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1482,0
2024-07-22,Purchase at price 146.97 per share.,21,3086
2024-07-22,Purchase at price 146.97 per share.,60,8818
2024-07-22,Purchase at price 146.97 per share.,77,11317
2024-07-22,Purchase at price 146.98 per share.,6,882
2024-07-22,Purchase at price 146.97 per share.,31,4556
2024-07-24,Sale at price 143.08 per share.,420,60094
2024-08-28,Sale at price 153.26 per share.,1990,304990
2024-08-29,Conversion of Exercise of derivative security at price 95.80 per share.,32551,3118223
2024-08-29,Sale at price 154.97 per share.,32551,5044516
2024-10-21,Purchase at price 149.37 per share.,60,8962
2024-10-21,Purchase at price 149.37 per share.,76,11352
2024-10-21,Purchase at price 149.37 per share.,37,5527
2024-10-21,Purchase at price 149.39 per share.,4,598
2024-10-21,Purchase at price 149.37 per share.,21,3137
2024-10-28,Sale at price 156.92 per share.,1775,278525
2024-11-06,Conversion of Exercise of derivative security at price 66.51 - 71.17 per share.,18755,1287634
2024-11-06,Sale at price 152.70 - 154.74 per share.,18755,2889123
2024-11-27,Conversion of Exercise of derivative security at price 103.57 per share.,33103,3428478
2024-11-27,Sale at price 162.14 - 163.13 per share.,33103,5395484
2024-11-29,Sale at price 162.26 - 163.15 per share.,35146,5731302
2024-11-29,Conversion of Exercise of derivative security at price 86.63 per share.,35146,3044698
2025-01-29,Purchase at price 158.04 per share.,57,9008
