date,transactionType,shares,value
2024-03-11,Stock Award(Grant) at price 0.00 per share.,36667,0.0
2024-03-11,Stock Award(Grant) at price 0.00 per share.,659841,0.0
2024-03-11,Stock Award(Grant) at price 0.00 per share.,74344,0.0
2024-03-11,Stock Award(Grant) at price 0.00 per share.,73319,0.0
2024-03-11,Stock Award(Grant) at price 0.00 per share.,146638,0.0
2024-04-17,,6736,
2024-04-17,,6736,
2024-04-17,,6736,
2024-04-17,,6736,
2024-04-17,,6736,
2024-05-28,Sale at price 41.29 per share.,46884,1935840.0
2024-05-29,Sale at price 40.72 per share.,35000,1425200.0
2024-07-22,Stock Award(Grant) at price 0.00 per share.,92,0.0
2024-07-22,Stock Award(Grant) at price 0.00 per share.,9239,0.0
2024-07-22,Stock Award(Grant) at price 0.00 per share.,882600,0.0
2024-07-22,Stock Award(Grant) at price 0.00 per share.,882600,0.0
2024-11-29,Stock Gift at price 0.00 per share.,303758,0.0
2024-12-03,Sale at price 44.83 - 44.95 per share.,45922,2060575.0
2024-12-05,Stock Gift at price 0.00 per share.,133213,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,6710,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,15780,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,6320,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,6320,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,53260,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,8090,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,7890,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,15780,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,82850,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,30870,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,82298,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,11779,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,11779,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,62598,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,61718,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,123436,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,555418,0.0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,14420,0.0
2025-03-11,Sale at price 48.74 per share.,30844,1503337.0
2025-04-16,,5920,
2025-04-16,,5920,
2025-04-16,,5920,
2025-04-16,,5920,
2025-04-16,,4259,
2025-04-16,,5920,
2025-04-16,,4259,
2025-04-16,,5920,
2025-04-28,Sale at price 51.00 per share.,7216,368016.0
2025-07-25,Sale at price 51.94 per share.,12438,646030.0
2025-07-25,Stock Award(Grant) at price 0.00 per share.,26620,0.0
2025-07-25,Stock Award(Grant) at price 0.00 per share.,26620,0.0
2025-08-06,Sale at price 51.56 per share.,4259,219594.0
2025-10-28,Sale at price 52.79 per share.,1422,75067.0
2025-11-11,Sale at price 60.63 per share.,57500,3486225.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,7950,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,19520,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,19520,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,29920,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,8420,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,8980,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,20670,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,52350,0.0
2026-02-20,Sale at price 60.37 per share.,3768,227474.0
