date,transactionType,shares,value
2024-03-08,Sale at price 20.76 per share.,7461,154890
2024-03-20,Sale at price 20.78 per share.,150000,3116535
2024-03-21,Sale at price 21.04 per share.,28136,591959
2024-03-21,Conversion of Exercise of derivative security at price 14.20 per share.,28136,399531
2024-05-15,Stock Award(Grant) at price 0.00 per share.,9740,0
2024-05-15,Stock Award(Grant) at price 0.00 per share.,9740,0
2024-05-16,Sale at price 18.64 per share.,3896,72636
2025-02-05,Stock Award(Grant) at price 0.00 per share.,66145,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,29104,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,33954,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,220483,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,53357,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,4410,0
2025-02-18,Stock Award(Grant) at price 0.00 per share.,114563,0
2025-02-18,Stock Award(Grant) at price 0.00 per share.,461429,0
2025-02-18,Stock Award(Grant) at price 0.00 per share.,60464,0
2025-02-18,Stock Award(Grant) at price 0.00 per share.,127293,0
2025-02-18,Stock Award(Grant) at price 0.00 per share.,9545,0
2025-02-18,Stock Award(Grant) at price 0.00 per share.,63645,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,11612,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,280,0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,11612,0
2025-05-19,Sale at price 15.38 per share.,4644,71434
2025-11-25,Sale at price 17.64 per share.,35000,617474
2025-12-12,Sale at price 18.15 - 18.47 per share.,21040,384813
2025-12-23,Stock Gift at price 0.00 per share.,5400,0
2026-02-05,Stock Award(Grant) at price 0.00 per share.,72747,0
2026-02-05,Stock Award(Grant) at price 0.00 per share.,33550,0
2026-02-05,Stock Award(Grant) at price 0.00 per share.,4857,0
2026-02-05,Stock Award(Grant) at price 0.00 per share.,38407,0
2026-02-05,Stock Award(Grant) at price 0.00 per share.,243997,0
2026-02-05,Stock Award(Grant) at price 0.00 per share.,58740,0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,518046,0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,69073,0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,125585,0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,11930,0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,69073,0
2026-02-17,Stock Award(Grant) at price 0.00 per share.,113029,0
