date,transactionType,shares,value
2024-02-27,Stock Award(Grant) at price 0.00 per share.,988,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,2398,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,2373,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,6858,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,6787,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,422,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,417,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,998,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,1114,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,1331,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,1317,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,1371,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,1356,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,1126,0
2024-03-05,Sale at price 225.00 per share.,7401,1665225
2024-03-05,Conversion of Exercise of derivative security at price 121.00 - 144.79 per share.,7401,1000197
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,838,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,649,0
2024-06-18,Stock Award(Grant) at price 0.00 per share.,243,0
2024-08-16,Conversion of Exercise of derivative security at price 121.00 per share.,2674,323554
2024-08-16,Sale at price 238.93 per share.,2674,638899
2025-02-19,Conversion of Exercise of derivative security at price 121.00 - 123.04 per share.,36464,4427199
2025-02-20,Conversion of Exercise of derivative security at price 121.00 per share.,2674,323554
2025-02-20,Conversion of Exercise of derivative security at price 121.00 per share.,1620,196020
2025-02-24,Stock Award(Grant) at price 0.00 per share.,305,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,171,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,195,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,92,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,1317,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,531,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,185,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,5664,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,10195,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,2676,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,1896,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,1896,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,1422,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,1896,0
2025-05-05,Conversion of Exercise of derivative security at price 123.04 per share.,4833,594652
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1357,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,1051,0
2025-08-05,Purchase at price 115.00 per share.,1500,172500
2025-08-05,Purchase at price 115.07 per share.,1500,172605
2025-08-05,Purchase at price 115.25 per share.,1000,115250
2025-08-05,Purchase at price 115.86 per share.,1000,115860
2025-08-06,Purchase at price 114.73 - 114.78 per share.,500,57375
2026-01-13,Stock Award(Grant) at price 0.00 per share.,12325,0
