date,transactionType,shares,value
2024-02-28,,43401,
2024-02-28,,7659,
2024-02-28,,172326,
2024-02-28,,79781,
2024-02-28,,39890,
2024-02-28,,19147,
2024-02-28,,49783,
2024-02-28,,33827,
2024-03-11,Sale at price 77.69 per share.,18680,1451249.0
2024-03-26,,39775,
2024-04-02,,632,
2024-04-25,,2774,
2024-04-25,,4552,
2024-04-25,,4202,
2024-04-25,,2690,
2024-04-25,,2522,
2024-04-25,,3362,
2024-04-25,,2522,
2024-04-25,,5183,
2024-04-25,,2690,
2024-05-07,Sale at price 81.99 - 84.57 per share.,7560,629597.0
2024-06-13,Sale at price 75.04 - 76.98 per share.,793,60271.0
2024-06-21,,96869,
2024-09-11,Purchase at price 64.12 - 67.76 per share.,29770,1948563.0
2024-09-16,,29770,
2024-10-01,,148669,
2024-11-14,,126232,
2025-02-28,Stock Award(Grant) at price 0.00 per share.,67549,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,66047,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,66047,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,60793,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,64546,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,52538,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,217653,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,12760,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,117083,0.0
2025-03-10,Sale at price 65.50 per share.,14568,954204.0
2025-03-11,Stock Gift at price 0.00 per share.,44198,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,6941,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,3377,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,4502,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,3602,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,3377,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,3377,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,6097,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,3715,0.0
2025-04-23,Stock Award(Grant) at price 0.00 per share.,3602,0.0
2025-05-14,Stock Award(Grant) at price 0.00 per share.,16456,0.0
2025-05-14,Stock Gift at price 0.00 per share.,19181,0.0
2025-08-08,Sale at price 65.66 per share.,3000,196980.0
2025-08-12,Sale at price 70.00 per share.,1500,105000.0
2025-08-18,Sale at price 75.00 per share.,1500,112500.0
2025-08-21,Sale at price 74.36 per share.,35000,2602600.0
2025-08-26,Sale at price 80.00 per share.,3000,240000.0
2025-08-26,Sale at price 80.00 per share.,6539,523120.0
2025-09-18,Sale at price 85.00 per share.,1000,85000.0
2025-11-10,Sale at price 84.00 per share.,13000,1092000.0
2025-11-12,Stock Gift at price 0.00 per share.,310,0.0
2025-12-04,Sale at price 77.88 per share.,14500,1129260.0
2025-12-05,Sale at price 76.60 per share.,7881,603685.0
2025-12-10,Stock Award(Grant) at price 0.00 per share.,955,0.0
2025-12-12,Purchase at price 80.25 per share.,3700,296918.0
2025-12-12,Stock Gift at price 0.00 per share.,25320,0.0
2025-12-12,Sale at price 80.05 per share.,5000,400250.0
2026-01-08,Sale at price 85.00 per share.,5000,425000.0
