date,transactionType,shares,value
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-06-12,Stock Award(Grant) at price 0.00 per share.,2534,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,120430,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,17473,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,17473,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,17473,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,17473,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,120430,0
2024-12-26,Stock Gift at price 0.00 per share.,1500,0
2025-01-08,Stock Gift at price 0.00 per share.,208000,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-06-11,Stock Award(Grant) at price 0.00 per share.,2776,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,111869,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,16126,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,16126,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,16126,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,16126,0
2025-08-15,Stock Award(Grant) at price 0.00 per share.,111869,0
2025-12-22,Purchase at price 69.38 - 70.33 per share.,610350,42548370
2025-12-29,Purchase at price 70.31 - 71.15 per share.,879573,62037866
2026-01-02,Purchase at price 69.35 - 70.83 per share.,672734,47167124
2026-01-07,Purchase at price 68.47 - 70.78 per share.,681218,47416247
2026-01-09,Purchase at price 68.48 - 70.32 per share.,470000,32640884
2026-01-14,Purchase at price 67.82 - 69.23 per share.,811041,55622807
2026-01-16,Purchase at price 68.03 - 69.45 per share.,535000,36644801
2026-01-21,Purchase at price 66.95 - 68.08 per share.,630000,42612018
2026-01-23,Purchase at price 66.77 - 67.45 per share.,698000,46898492
2026-01-28,Purchase at price 65.86 - 69.04 per share.,1028931,69297690
2026-01-30,Purchase at price 68.08 - 68.56 per share.,485000,33087353
2026-02-04,Purchase at price 67.71 - 70.25 per share.,315221,21451897
2026-02-06,Purchase at price 70.46 - 71.39 per share.,40000,2835251
2026-02-11,Purchase at price 69.09 - 71.45 per share.,97996,6828152
2026-02-13,Purchase at price 69.73 - 72.76 per share.,40000,2837252
2026-02-20,Purchase at price 70.53 - 71.50 per share.,505582,35744460
