date,transactionType,shares,value
2024-03-28,Stock Award(Grant) at price 153.11 per share.,171,26182
2024-03-28,Stock Award(Grant) at price 153.11 per share.,212,32459
2024-03-28,Stock Award(Grant) at price 153.11 per share.,85,13014
2024-06-28,Stock Award(Grant) at price 136.47 per share.,192,26202
2024-06-28,Stock Award(Grant) at price 136.47 per share.,238,32480
2024-06-28,Stock Award(Grant) at price 136.47 per share.,96,13101
2024-07-15,Stock Award(Grant) at price 134.15 per share.,2981,399901
2024-07-22,Stock Award(Grant) at price 133.03 per share.,18041,2399994
2024-09-06,Sale at price 165.52 per share.,1733,286842
2024-09-17,Stock Award(Grant) at price 164.69 per share.,6800,1119892
2024-09-17,Stock Award(Grant) at price 164.69 per share.,5221,859846
2024-09-17,Stock Award(Grant) at price 164.69 per share.,5221,859846
2024-09-17,Stock Award(Grant) at price 164.69 per share.,850,139986
2024-09-17,Stock Award(Grant) at price 164.69 per share.,23692,3901835
2024-09-17,Stock Award(Grant) at price 164.69 per share.,2550,419960
2024-09-17,Stock Award(Grant) at price 164.69 per share.,4857,799899
2024-09-17,Stock Award(Grant) at price 164.69 per share.,7286,1199931
2024-09-17,Stock Award(Grant) at price 164.69 per share.,4857,799899
2024-09-30,Stock Award(Grant) at price 162.91 per share.,161,26229
2024-09-30,Stock Award(Grant) at price 162.91 per share.,199,32419
2024-09-30,Stock Award(Grant) at price 162.91 per share.,80,13033
2024-10-04,Stock Award(Grant) at price 161.57 per share.,6368,1028878
2024-10-04,Stock Award(Grant) at price 161.57 per share.,6260,1011428
2024-10-04,Stock Award(Grant) at price 161.57 per share.,12205,1971962
2024-10-04,Stock Award(Grant) at price 161.57 per share.,6898,1114510
2024-10-04,Stock Award(Grant) at price 161.57 per share.,5200,840164
2024-10-04,Stock Award(Grant) at price 161.57 per share.,1105,178535
2024-10-04,Stock Award(Grant) at price 161.57 per share.,10613,1714742
2024-10-04,Stock Award(Grant) at price 161.57 per share.,32639,5273483
2024-11-18,Conversion of Exercise of derivative security at price 111.60 - 123.09 per share.,26920,3171566
2024-12-16,Sale at price 165.38 - 166.07 per share.,1248,206622
2024-12-31,Stock Award(Grant) at price 162.41 per share.,200,32482
2025-03-11,Sale at price 150.00 - 153.46 per share.,8227,1246201
2025-04-01,Stock Award(Grant) at price 147.91 per share.,2704,399949
2025-05-07,Purchase at price 136.57 per share.,4000,546285
2025-09-04,Sale at price 123.78 per share.,15041,1861847
2025-09-04,Conversion of Exercise of derivative security at price 111.60 per share.,15210,1697436
2025-09-16,Stock Award(Grant) at price 124.85 per share.,34281,4279983
2025-09-16,Stock Award(Grant) at price 124.85 per share.,7048,879943
2025-09-16,Stock Award(Grant) at price 124.85 per share.,1441,179909
2025-09-16,Stock Award(Grant) at price 124.85 per share.,7208,899919
2025-09-16,Stock Award(Grant) at price 124.85 per share.,7368,919895
2025-09-16,Stock Award(Grant) at price 124.85 per share.,9611,1199933
2025-09-16,Stock Award(Grant) at price 124.85 per share.,3364,419995
2025-09-16,Stock Award(Grant) at price 124.85 per share.,7208,899919
2025-09-16,Stock Award(Grant) at price 124.85 per share.,7689,959972
2025-10-03,Stock Award(Grant) at price 122.25 per share.,9913,1211864
2025-10-03,Stock Award(Grant) at price 122.25 per share.,15489,1893530
2025-10-03,Stock Award(Grant) at price 122.25 per share.,2581,315527
2025-10-03,Stock Award(Grant) at price 122.25 per share.,9293,1136069
2025-10-03,Stock Award(Grant) at price 122.25 per share.,6812,832767
2025-10-03,Stock Award(Grant) at price 122.25 per share.,1418,173350
2025-10-03,Stock Award(Grant) at price 122.25 per share.,8672,1060152
2025-10-03,Stock Award(Grant) at price 122.25 per share.,43370,5301982
2025-11-21,Purchase at price 104.13 per share.,4000,416516
