date,transactionType,shares,value
2024-02-27,Sale at price 76.35 - 76.36 per share.,42552,3249276.0
2024-02-27,Conversion of Exercise of derivative security at price 22.92 - 25.51 per share.,16122,402408.0
2024-03-01,Sale at price 77.05 per share.,5000,385257.0
2024-03-05,Sale at price 76.30 - 76.50 per share.,52264,3988423.0
2024-03-05,Conversion of Exercise of derivative security at price 33.75 - 35.52 per share.,48710,1692106.0
2024-03-06,Sale at price 75.71 - 76.38 per share.,1260508,95538185.0
2024-03-06,Conversion of Exercise of derivative security at price 25.51 - 59.15 per share.,1211125,50892876.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,2490,0.0
2024-07-18,Stock Award(Grant) at price 0.00 per share.,13620,0.0
2024-07-30,Stock Gift at price 0.00 per share.,2802,0.0
2024-08-01,Stock Gift at price 0.00 per share.,1868,0.0
2024-09-10,Sale at price 78.28 - 78.35 per share.,37814,2961459.0
2024-09-10,Conversion of Exercise of derivative security at price 25.51 per share.,18750,478312.0
2024-11-04,Conversion of Exercise of derivative security at price 42.13 - 47.53 per share.,42150,1900682.0
2024-11-04,Sale at price 80.54 per share.,42150,3394925.0
2024-11-06,Sale at price 80.87 per share.,3150,254731.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,3710,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,4860,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,5440,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,6770,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,4510,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2260,0.0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,29300,0.0
2025-02-25,,4477,
2025-02-26,Sale at price 76.36 per share.,21723,1658768.0
2025-03-06,Stock Award(Grant) at price 0.00 per share.,20230,0.0
2025-03-07,Sale at price 74.03 per share.,20172,1493359.0
2025-03-11,Sale at price 71.78 per share.,3139,225302.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,470,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,2900,0.0
2025-05-16,Stock Gift at price 0.00 per share.,10000,0.0
2025-06-02,Stock Gift at price 0.00 per share.,10869,0.0
2025-07-07,Stock Award(Grant) at price 0.00 per share.,17150,0.0
2025-08-19,Sale at price 74.62 per share.,2431,181401.0
2025-08-22,Sale at price 76.04 per share.,82910,6304327.0
2025-08-22,Conversion of Exercise of derivative security at price 33.75 - 42.13 per share.,82910,3065798.0
2025-12-10,Stock Gift at price 0.00 per share.,10000,0.0
2026-01-05,Stock Award(Grant) at price 0.00 per share.,26140,0.0
2026-02-11,Stock Award(Grant) at price 0.00 per share.,980,0.0
2026-02-12,Sale at price 77.00 - 77.06 per share.,51900,3998009.0
2026-02-12,Conversion of Exercise of derivative security at price 33.75 - 42.13 per share.,51900,1953667.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,13595,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,1600,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,4060,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,6890,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,7475,0.0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,22560,0.0
