date,transactionType,shares,value
2024-02-26,Stock Award(Grant) at price 0.00 per share.,61274,0
2024-02-26,Stock Award(Grant) at price 0.00 per share.,4180,0
2024-02-26,Stock Award(Grant) at price 0.00 per share.,4316,0
2024-02-26,Stock Award(Grant) at price 0.00 per share.,1840,0
2024-02-26,Stock Award(Grant) at price 0.00 per share.,6130,0
2024-02-26,Conversion of Exercise of derivative security at price 114.78 - 118.39 per share.,33150,3866453
2024-02-26,Stock Award(Grant) at price 0.00 per share.,653,0
2024-02-26,Stock Award(Grant) at price 0.00 per share.,1472,0
2024-02-26,Stock Award(Grant) at price 0.00 per share.,15402,0
2024-02-26,Sale at price 254.96 - 255.26 per share.,33150,8456758
2024-02-26,Stock Award(Grant) at price 0.00 per share.,3901,0
2024-03-05,Stock Gift at price 0.00 per share.,10119,0
2024-03-15,Conversion of Exercise of derivative security at price 114.78 - 118.39 per share.,27424,3199559
2024-03-15,Sale at price 256.93 - 257.10 per share.,26946,6925777
2024-03-19,Conversion of Exercise of derivative security at price 114.78 per share.,25479,2924480
2024-03-19,Sale at price 258.36 - 259.64 per share.,34464,8923566
2024-03-20,Sale at price 258.76 - 259.11 per share.,20000,5177162
2024-04-25,Stock Gift at price 0.00 per share.,1029,0
2024-05-08,Conversion of Exercise of derivative security at price 114.78 per share.,34103,3914342
2024-05-08,Sale at price 251.95 - 251.98 per share.,34707,8745426
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1378,0
2024-05-16,Sale at price 263.81 per share.,1529,403365
2024-05-16,Conversion of Exercise of derivative security at price 139.01 per share.,2303,320140
2024-05-16,Stock Award(Grant) at price 0.00 per share.,1227,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,812,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
2024-05-16,Stock Award(Grant) at price 0.00 per share.,718,0
