date,transactionType,shares,value
2024-03-12,Conversion of Exercise of derivative security at price 35.60 per share.,15601,555442
2024-04-01,Conversion of Exercise of derivative security at price 35.60 per share.,8043,286355
2024-04-30,Conversion of Exercise of derivative security at price 35.60 per share.,8541,304085
2024-04-30,Conversion of Exercise of derivative security at price 35.60 per share.,1301,46320
2024-04-30,Conversion of Exercise of derivative security at price 35.60 per share.,2874,102314
2024-06-03,Stock Award(Grant) at price 0.00 per share.,221,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,188,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,247,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,221,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,247,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,114,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,552,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,225,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,164,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,286,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,552,0
2025-07-09,Stock Gift at price 0.00 per share.,390000,0
2025-07-23,Sale at price 31.00 per share.,23641,732871
2025-10-08,Stock Gift at price 0.00 per share.,2720,0
2025-12-04,Sale at price 31.00 per share.,4785,148335
