date,transactionType,shares,value
2024-02-28,Stock Award(Grant) at price 0.00 per share.,103941,0.0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,2405,0.0
2024-03-08,Sale at price 100.50 per share.,1001,100600.0
2024-03-11,Stock Gift at price 0.00 per share.,200,0.0
2024-04-09,,230803,
2024-05-22,,15387,
2024-05-22,,153869,
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,4019,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-06-13,Stock Award(Grant) at price 0.00 per share.,2115,0.0
2024-07-11,,59775,
2024-08-14,Stock Gift at price 0.00 per share.,500,0.0
2024-08-16,Sale at price 94.11 per share.,1500,141165.0
2024-08-19,Sale at price 96.61 per share.,5000,483050.0
2024-08-19,Conversion of Exercise of derivative security at price 25.33 per share.,5000,126650.0
2024-08-27,Stock Gift at price 0.00 per share.,200,0.0
2024-08-29,Conversion of Exercise of derivative security at price 96.73 per share.,2219,214644.0
2024-09-09,Sale at price 95.18 per share.,5640,536815.0
2024-09-11,Conversion of Exercise of derivative security at price 24.96 per share.,35000,873600.0
2024-09-11,Sale at price 97.64 per share.,35000,3417400.0
2024-09-12,Conversion of Exercise of derivative security at price 25.33 per share.,150000,3799500.0
2024-09-12,Conversion of Exercise of derivative security at price 25.33 per share.,44403,1124728.0
2024-09-12,Sale at price 97.50 per share.,98849,9637778.0
2024-09-12,Sale at price 97.49 - 97.98 per share.,29310,2857676.0
2024-11-25,,208588,
2024-11-25,,13906,
2024-11-25,,54022,
2024-11-25,,139059,
2025-01-07,,49279,
2025-01-07,,190274,
2025-01-07,,12685,
2025-01-07,,126849,
2025-02-06,,174916,
2025-02-06,,116611,
2025-02-06,,45301,
2025-02-06,,11661,
2025-02-25,Conversion of Exercise of derivative security at price 19.36 per share.,91964,1780423.0
2025-02-25,Sale at price 145.61 - 155.40 per share.,91964,14055302.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,66140,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,3288,0.0
2025-03-07,Stock Gift at price 0.00 per share.,825,0.0
2025-03-11,Sale at price 123.24 per share.,5066,624334.0
2025-03-12,Sale at price 122.95 per share.,500,61475.0
2025-05-09,Stock Gift at price 0.00 per share.,125,0.0
2025-05-09,Sale at price 135.66 per share.,3977,539520.0
2025-05-12,Sale at price 139.52 per share.,3410,475763.0
2025-05-13,,10790,
2025-05-13,,107901,
2025-05-13,,41918,
2025-05-13,,161852,
2025-05-16,Sale at price 147.38 per share.,34808,5130003.0
2025-06-03,Stock Award(Grant) at price 0.00 per share.,102,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,2663,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-06-12,Stock Award(Grant) at price 0.00 per share.,1402,0.0
2025-07-17,Stock Gift at price 0.00 per share.,4562,0.0
2025-08-06,,150604,
2025-08-06,,10040,
2025-08-06,,39005,
2025-08-06,,100402,
2025-12-09,Stock Gift at price 0.00 per share.,200,0.0
2025-12-15,Conversion of Exercise of derivative security at price 19.36 per share.,282024,5459985.0
2025-12-15,Conversion of Exercise of derivative security at price 19.36 per share.,134881,2611296.0
2026-01-20,Stock Gift at price 0.00 per share.,4000,0.0
