date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 139.06 per share.,880,122373
2024-03-01,Stock Award(Grant) at price 139.06 per share.,3202,445270
2024-03-05,Sale at price 144.34 per share.,1658,239316
2024-03-07,Sale at price 149.00 per share.,4828,719348
2024-03-08,Sale at price 150.00 per share.,52297,7844550
2024-03-15,Stock Award(Grant) at price 147.48 per share.,2428,358081
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,1678,247471
2024-03-15,Stock Award(Grant) at price 147.48 per share.,2088,307938
2024-03-15,Stock Award(Grant) at price 147.48 per share.,2428,358081
2024-03-25,Sale at price 147.54 per share.,2827,417096
2024-05-08,Stock Award(Grant) at price 142.80 per share.,4235,604758
2024-05-29,Stock Gift at price 145.48 per share.,3443,500888
2024-06-03,Sale at price 130.00 per share.,1958,254540
2024-06-03,Stock Award(Grant) at price 131.40 per share.,4807,631640
2024-06-05,Stock Gift at price 133.56 per share.,515,68783
2024-06-05,Stock Gift at price 133.56 per share.,515,68783
2024-06-10,Sale at price 133.28 per share.,15000,1999262
2024-06-18,Sale at price 135.00 per share.,1958,264330
2024-07-02,Stock Award(Grant) at price 125.78 per share.,1618,203512
2024-07-26,Sale at price 140.00 per share.,1958,274120
2024-08-22,Sale at price 145.00 per share.,1958,283910
2024-09-26,Sale at price 145.00 per share.,15000,2175000
2024-09-27,Sale at price 150.00 per share.,47,7050
2024-11-19,Stock Award(Grant) at price 125.69 per share.,4505,566233
2024-11-19,Stock Award(Grant) at price 125.69 per share.,653,82076
2024-11-19,Stock Award(Grant) at price 125.69 per share.,7954,999738
2024-11-19,Stock Award(Grant) at price 125.69 per share.,7835,984781
2024-11-19,Stock Award(Grant) at price 125.69 per share.,1698,213422
2024-11-19,Stock Award(Grant) at price 125.69 per share.,1045,131346
2024-11-27,Stock Award(Grant) at price 138.14 per share.,3212,443706
2024-11-27,Stock Award(Grant) at price 138.14 per share.,6423,887273
2024-11-27,Stock Award(Grant) at price 138.14 per share.,4336,598975
2024-11-27,Stock Award(Grant) at price 138.14 per share.,3814,526866
2024-11-27,Stock Award(Grant) at price 138.14 per share.,1365,188561
2024-11-27,Stock Award(Grant) at price 138.14 per share.,2569,354882
2024-11-27,Stock Award(Grant) at price 138.14 per share.,3212,443706
2024-11-27,Stock Award(Grant) at price 138.14 per share.,3452,476859
2024-11-27,Stock Award(Grant) at price 138.14 per share.,15656,2162720
2025-01-21,Sale at price 150.00 per share.,1911,286650
2025-01-28,Stock Gift at price 150.34 per share.,7148,1074778
2025-01-28,Stock Gift at price 150.34 per share.,7148,1074778
2025-03-05,Stock Award(Grant) at price 126.51 per share.,5385,681256
2025-03-06,Sale at price 126.38 per share.,6971,881009
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,2631,318825
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-14,Stock Award(Grant) at price 121.18 per share.,1819,220426
2025-03-17,Sale at price 121.98 per share.,1907,232691
2025-03-31,Sale at price 116.46 per share.,1819,211844
2025-05-21,Stock Award(Grant) at price 108.91 per share.,1677,182642
2025-05-21,Stock Award(Grant) at price 108.91 per share.,1677,182642
2025-05-21,Stock Award(Grant) at price 108.91 per share.,1677,182642
2025-05-21,Stock Award(Grant) at price 108.91 per share.,1677,182642
2025-06-18,Sale at price 116.53 per share.,7,904
2025-07-01,Sale at price 117.44 per share.,1508,177100
2025-07-16,Stock Award(Grant) at price 113.43 per share.,9031,1024386
2025-08-01,Sale at price 113.45 per share.,2000,226900
2025-09-02,Sale at price 124.88 per share.,2000,249760
2025-11-12,Conversion of Exercise of derivative security at price 109.86 per share.,12490,1372151
2025-11-12,Sale at price 150.00 per share.,12490,1873500
2025-11-18,Sale at price 143.24 per share.,911,130492
2025-11-18,Stock Award(Grant) at price 0.00 per share.,40444,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,5368,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,6781,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,7513,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,6648,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,11726,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,4942,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,6922,0
2025-11-18,Stock Award(Grant) at price 0.00 per share.,8274,0
2025-11-26,Stock Gift at price 154.37 per share.,400,61748
2025-11-26,Sale at price 154.99 per share.,3000,464956
2025-12-01,Sale at price 149.81 per share.,2600,389511
