date,transactionType,shares,value
2024-03-05,Sale at price 113.49 per share.,3250,368842.0
2024-04-02,Purchase at price 103.17 - 109.32 per share.,117,12680.0
2024-04-10,,2260,
2024-05-09,Sale at price 98.80 per share.,42,4150.0
2024-05-31,,39068,
2024-07-23,Sale at price 103.72 per share.,10883,1128839.0
2024-09-10,,173,
2024-09-30,,11486,
2024-12-31,,9599,
2025-01-10,,2247,
2025-02-10,,2439,
2025-02-19,,11985,
2025-02-19,,6522,
2025-02-19,,4962,
2025-02-19,,11130,
2025-02-19,,2617,
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,969,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,4147,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,969,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-02-26,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-03-17,Stock Award(Grant) at price 0.00 per share.,2510,0.0
2025-05-02,Sale at price 106.37 per share.,8000,850960.0
2025-05-02,Sale at price 106.90 per share.,2810,300389.0
2025-05-02,Sale at price 106.72 per share.,3600,384192.0
2025-05-02,Sale at price 106.38 - 106.88 per share.,20000,2127602.0
2025-05-09,Purchase at price 103.27 per share.,380,39243.0
2025-08-06,Sale at price 105.83 per share.,1417,149961.0
2025-08-08,Sale at price 105.80 per share.,15000,1586925.0
2025-10-24,Sale at price 98.08 per share.,30000,2942295.0
2025-10-28,Sale at price 93.98 per share.,1065,100094.0
2025-11-10,,5371,
2026-02-06,Sale at price 79.71 per share.,1883,150094.0
2026-02-10,,2440,
2026-02-17,Stock Gift at price 0.00 per share.,3375,0.0
2026-02-19,,3389,
2026-02-19,,10294,
2026-02-19,,5438,
2026-02-19,,15702,
2026-02-19,,5726,
