date,transactionType,shares,value
2024-02-28,Stock Award(Grant) at price 0.00 per share.,13795,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,5664,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,10435,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,5854,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,2440,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,1120,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,2030,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,8635,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,2070,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,9287,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,16082,0
2024-04-24,Purchase at price 76.42 per share.,1319,100800
2024-04-24,Purchase at price 79.72 per share.,1500,119585
2024-04-24,Purchase at price 78.47 per share.,2000,156940
2024-04-25,Sale at price 77.30 per share.,2320,179336
2024-04-25,Purchase at price 76.77 per share.,2000,153540
2024-04-25,Purchase at price 76.77 per share.,2000,153540
2024-05-16,Purchase at price 84.82 per share.,2000,169646
2024-05-17,Purchase at price 84.43 per share.,500,42214
2024-05-20,Purchase at price 86.31 per share.,2500,215764
2024-05-21,Purchase at price 82.78 per share.,1000,82775
2024-05-21,Purchase at price 82.27 per share.,2500,205684
2024-05-28,Purchase at price 82.17 per share.,2500,205421
2024-07-26,Purchase at price 90.20 per share.,3000,270600
2024-07-29,Stock Gift at price 0.00 per share.,1475,0
2024-10-30,Stock Gift at price 0.00 per share.,660,0
2024-11-07,Conversion of Exercise of derivative security at price 82.56 per share.,8000,660480
2024-11-07,Sale at price 108.78 - 110.01 per share.,8000,878755
2024-11-18,Stock Gift at price 0.00 per share.,112,0
2024-12-03,Conversion of Exercise of derivative security at price 87.60 per share.,16250,1423500
2024-12-03,Sale at price 108.80 per share.,14340,1560179
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,535,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,1604,0
2025-01-06,Conversion of Exercise of derivative security at price 87.60 per share.,16000,1401600
2025-01-06,Conversion of Exercise of derivative security at price 98.32 per share.,1500,147480
2025-01-06,Conversion of Exercise of derivative security at price 53.61 per share.,9000,482490
2025-01-06,Conversion of Exercise of derivative security at price 53.61 per share.,9000,482490
2025-01-06,Sale at price 113.24 per share.,3000,339705
2025-01-06,Sale at price 113.24 per share.,3000,339705
2025-01-06,Sale at price 112.30 - 113.09 per share.,13448,1513686
2025-01-06,Sale at price 112.32 per share.,1500,168487
2025-01-06,Sale at price 112.53 - 113.33 per share.,9000,1016287
2025-01-06,Sale at price 112.53 - 113.30 per share.,9000,1016153
2025-02-07,Sale at price 121.75 - 123.39 per share.,10650,1302551
2025-02-07,Sale at price 121.75 - 123.39 per share.,10650,1302551
2025-02-07,Conversion of Exercise of derivative security at price 98.32 - 103.23 per share.,10650,1076568
2025-02-07,Conversion of Exercise of derivative security at price 98.32 - 103.23 per share.,10650,1076568
2025-02-07,Sale at price 121.48 - 122.11 per share.,30000,3657117
2025-02-07,Conversion of Exercise of derivative security at price 82.56 per share.,30000,2476800
2025-02-11,Conversion of Exercise of derivative security at price 87.60 per share.,11000,963600
2025-02-11,Conversion of Exercise of derivative security at price 87.60 per share.,24890,2180364
2025-02-11,Sale at price 121.27 - 122.07 per share.,11000,1335891
2025-02-11,Sale at price 121.29 - 121.97 per share.,24890,3024610
2025-02-14,Conversion of Exercise of derivative security at price 87.60 per share.,21750,1905300
2025-02-14,Sale at price 122.31 - 123.14 per share.,21750,2662709
2025-02-26,Stock Award(Grant) at price 0.00 per share.,9317,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1220,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,15531,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,8309,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,8922,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,5287,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,5901,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,15531,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1125,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1205,0
