date,transactionType,shares,value
2024-03-15,Conversion of Exercise of derivative security at price 26.00 per share.,11076,287976
2024-03-15,Sale at price 75.16 per share.,11076,832453
2024-04-16,Stock Gift at price 0.00 per share.,3350,0
2024-04-17,Purchase at price 68.38 per share.,3350,229056
2024-05-29,Conversion of Exercise of derivative security at price 21.00 per share.,11428,239988
2024-05-29,Sale at price 64.07 per share.,11428,732147
2024-06-11,Purchase at price 62.95 - 63.28 per share.,1000,63115
2024-08-21,Conversion of Exercise of derivative security at price 23.50 per share.,45744,1074984
2024-08-21,Sale at price 68.14 per share.,45744,3117056
2024-09-12,Conversion of Exercise of derivative security at price 23.50 per share.,50000,1175000
2024-09-12,Sale at price 69.68 per share.,50000,3484050
2024-10-14,Sale at price 76.52 per share.,30000,2295687
2024-10-14,Sale at price 76.17 - 76.25 per share.,13567,1033666
2024-10-14,Conversion of Exercise of derivative security at price 23.50 per share.,30000,705000
2024-10-14,Conversion of Exercise of derivative security at price 26.00 - 38.00 per share.,13567,474002
2024-10-14,Sale at price 76.32 per share.,488,37245
2024-10-15,Conversion of Exercise of derivative security at price 23.50 - 64.00 per share.,22532,903155
2024-10-15,Sale at price 77.06 - 77.26 per share.,22532,1738414
2024-10-16,Sale at price 77.65 per share.,16362,1270573
2024-10-16,Sale at price 78.55 per share.,21818,1713882
2024-10-16,Stock Gift at price 0.00 per share.,460,0
2024-10-16,Conversion of Exercise of derivative security at price 27.50 per share.,21818,599995
2024-10-16,Conversion of Exercise of derivative security at price 23.00 per share.,680,15640
2024-10-16,Sale at price 77.86 per share.,680,52945
2024-10-16,Conversion of Exercise of derivative security at price 27.50 per share.,16362,449955
2024-10-18,Stock Gift at price 0.00 per share.,460,0
2024-10-30,Conversion of Exercise of derivative security at price 26.00 - 27.50 per share.,10888,295160
2024-10-30,Sale at price 77.65 - 77.73 per share.,10888,845692
2024-11-06,Conversion of Exercise of derivative security at price 26.00 per share.,17306,449956
2024-11-06,Conversion of Exercise of derivative security at price 23.50 per share.,19148,449978
2024-11-06,Sale at price 82.95 per share.,19148,1588315
2024-11-06,Sale at price 82.28 per share.,17306,1423960
2024-11-07,Conversion of Exercise of derivative security at price 23.50 - 27.50 per share.,41064,1045004
2024-11-07,Sale at price 83.12 - 83.13 per share.,41064,3413314
2024-11-08,Sale at price 83.92 - 83.93 per share.,4462,374470
2024-11-08,Sale at price 83.53 per share.,6000,501205
2024-11-08,Conversion of Exercise of derivative security at price 26.00 - 27.50 per share.,4462,117512
2024-11-08,Sale at price 83.14 per share.,8488,705695
2024-11-08,Conversion of Exercise of derivative security at price 48.00 per share.,6000,288000
2024-11-11,Conversion of Exercise of derivative security at price 27.50 per share.,31818,874995
2024-11-11,Sale at price 84.50 per share.,31818,2688691
2024-11-13,Conversion of Exercise of derivative security at price 27.50 per share.,8474,233035
2024-11-13,Conversion of Exercise of derivative security at price 38.00 - 48.00 per share.,23480,945990
2024-11-13,Sale at price 83.36 per share.,8474,706396
2024-11-13,Sale at price 83.91 - 83.95 per share.,23480,1970393
2024-11-21,Purchase at price 66.54 - 82.23 per share.,216,15538
2024-11-22,Conversion of Exercise of derivative security at price 23.00 per share.,19564,449972
2024-11-22,Sale at price 83.08 per share.,19564,1625279
2024-11-27,Stock Gift at price 0.00 per share.,3500,0
2025-01-24,Stock Gift at price 0.00 per share.,1000,0
2025-03-14,Conversion of Exercise of derivative security at price 26.00 - 64.00 per share.,68655,2776372
2025-03-14,Sale at price 74.92 - 75.00 per share.,68664,5147957
2025-04-14,Conversion of Exercise of derivative security at price 38.00 per share.,15000,570000
2025-04-14,Sale at price 81.31 per share.,15000,1219642
2025-04-14,Purchase at price 73.61 - 81.45 per share.,40,3101
2025-04-14,Purchase at price 72.16 - 81.30 per share.,40,3069
2025-04-24,Conversion of Exercise of derivative security at price 27.50 per share.,50000,1375000
2025-04-24,Sale at price 82.12 per share.,50000,4106085
2025-04-25,Conversion of Exercise of derivative security at price 23.50 - 27.50 per share.,5568,149936
2025-04-25,Sale at price 81.18 - 81.21 per share.,5568,452060
2025-05-06,Conversion of Exercise of derivative security at price 26.00 per share.,9670,251420
2025-05-06,Sale at price 79.51 per share.,9670,768868
2025-05-16,Conversion of Exercise of derivative security at price 27.50 per share.,16362,449955
2025-05-16,Sale at price 82.45 per share.,16362,1349068
2025-06-05,Conversion of Exercise of derivative security at price 11.75 - 13.75 per share.,2956,37461
2025-06-05,Sale at price 41.24 - 41.30 per share.,2956,121983
2025-07-17,Conversion of Exercise of derivative security at price 19.00 - 24.00 per share.,21052,479988
2025-07-17,Sale at price 45.20 - 45.22 per share.,21052,951832
2025-07-24,Conversion of Exercise of derivative security at price 13.00 - 19.00 per share.,13582,206170
2025-07-24,Sale at price 47.92 - 47.94 per share.,13582,650931
2025-08-08,Sale at price 48.05 per share.,48724,2341202
2025-08-08,Sale at price 48.03 per share.,34612,1662421
2025-08-08,Conversion of Exercise of derivative security at price 13.00 per share.,34612,449956
2025-08-08,Conversion of Exercise of derivative security at price 13.00 - 13.75 per share.,48724,657955
2025-08-08,Conversion of Exercise of derivative security at price 13.00 per share.,34612,449956
2025-08-08,Sale at price 48.03 per share.,34612,1662421
2025-08-12,Conversion of Exercise of derivative security at price 13.00 per share.,84612,1099956
2025-08-12,Conversion of Exercise of derivative security at price 13.00 per share.,84612,1099956
2025-08-12,Sale at price 48.44 per share.,84612,4098673
2025-08-12,Sale at price 48.44 per share.,84612,4098673
2025-08-15,Conversion of Exercise of derivative security at price 19.00 per share.,6842,129998
2025-08-15,Sale at price 48.67 per share.,6842,333012
2025-10-14,Conversion of Exercise of derivative security at price 43.20 per share.,2000,86390
2025-10-16,Purchase at price 42.45 per share.,1000,42450
2025-11-12,Purchase at price 40.82 per share.,1000,40816
2025-11-13,Purchase at price 40.58 per share.,1000,40580
2025-11-13,Purchase at price 40.75 per share.,1000,40750
2025-11-17,Purchase at price 40.44 per share.,1000,40440
2025-11-18,Conversion of Exercise of derivative security at price 13.75 per share.,2000,27500
2025-11-19,Purchase at price 39.60 per share.,1000,39600
2025-12-12,Conversion of Exercise of derivative security at price 42.01 per share.,1500,63015
2026-01-23,Conversion of Exercise of derivative security at price 19.00 per share.,15964,303316
2026-01-23,Sale at price 44.19 per share.,15964,705454
