date,transactionType,shares,value
2024-02-29,Sale at price 219.08 per share.,7900,1730732
2024-03-08,Stock Gift at price 0.00 per share.,6975,0
2024-04-23,Sale at price 238.58 - 239.14 per share.,38873,9276392
2024-04-30,Stock Award(Grant) at price 238.92 per share.,2117,505794
2024-04-30,Stock Award(Grant) at price 238.92 per share.,3025,722733
2024-04-30,Stock Award(Grant) at price 238.92 per share.,5747,1373073
2024-04-30,Stock Award(Grant) at price 238.92 per share.,1323,316091
2024-04-30,Stock Award(Grant) at price 238.92 per share.,189,45156
2024-04-30,Stock Award(Grant) at price 238.92 per share.,4991,1192450
2024-05-02,Conversion of Exercise of derivative security at price 95.52 per share.,117309,11205356
2024-05-02,Sale at price 232.34 - 232.76 per share.,117309,27266830
2024-05-03,Conversion of Exercise of derivative security at price 153.35 per share.,2240,343504
2024-05-03,Sale at price 230.93 per share.,3592,829501
2024-05-06,Sale at price 232.36 per share.,3140,729770
2024-05-10,Sale at price 241.73 per share.,14802,3578087
2024-05-10,Conversion of Exercise of derivative security at price 117.28 per share.,11754,1378509
2024-05-20,Sale at price 242.70 - 242.88 per share.,2655,644770
2024-05-22,Sale at price 240.68 per share.,2768,666213
2024-05-22,Conversion of Exercise of derivative security at price 153.35 per share.,1568,240453
2024-06-13,Stock Gift at price 0.00 per share.,1102,0
2024-10-22,Conversion of Exercise of derivative security at price 100.96 - 153.35 per share.,107256,12669711
2024-10-22,Sale at price 270.26 per share.,77887,21049741
2024-10-29,Conversion of Exercise of derivative security at price 83.30 per share.,13111,1092146
2024-10-29,Sale at price 270.98 per share.,13111,3552819
2024-11-07,Conversion of Exercise of derivative security at price 97.98 - 100.96 per share.,170632,17029656
2024-11-07,Sale at price 285.49 - 288.05 per share.,170632,48897715
2024-11-07,Sale at price 287.70 per share.,1300,374010
2024-11-22,Stock Gift at price 0.00 per share.,863,0
2024-11-27,Sale at price 303.48 per share.,6000,1820880
2024-11-27,Conversion of Exercise of derivative security at price 65.43 per share.,8000,523440
2025-01-28,Stock Award(Grant) at price 316.42 per share.,26329,8331022
2025-01-28,Stock Award(Grant) at price 316.42 per share.,9318,2948402
2025-01-28,Stock Award(Grant) at price 316.42 per share.,9318,2948402
2025-01-28,Stock Award(Grant) at price 316.42 per share.,18434,5832886
2025-01-28,Stock Award(Grant) at price 316.42 per share.,20602,6518885
2025-01-28,Stock Award(Grant) at price 316.42 per share.,8810,2787660
2025-01-28,Stock Award(Grant) at price 316.42 per share.,24398,7720015
2025-01-28,Stock Award(Grant) at price 316.42 per share.,38398,12149895
2025-01-28,Conversion of Exercise of derivative security at price 116.26 per share.,15179,1764711
2025-01-28,Stock Award(Grant) at price 316.42 per share.,23856,7548516
2025-01-28,Stock Award(Grant) at price 316.42 per share.,5760,1822579
2025-01-28,Stock Award(Grant) at price 316.42 per share.,26566,8406014
2025-01-28,Stock Award(Grant) at price 316.42 per share.,11859,3752425
2025-01-28,Stock Award(Grant) at price 316.42 per share.,11859,3752425
2025-01-28,Stock Award(Grant) at price 316.42 per share.,9826,3109143
2025-01-28,Stock Award(Grant) at price 316.42 per share.,32787,10374463
2025-01-28,Stock Award(Grant) at price 316.42 per share.,103015,32596006
2025-01-28,Stock Award(Grant) at price 316.42 per share.,8951,2832275
2025-01-28,Sale at price 313.94 per share.,15179,4765295
2025-02-05,Sale at price 318.69 per share.,22752,7250835
2025-02-05,Sale at price 319.17 per share.,9485,3027327
2025-02-05,Sale at price 317.01 per share.,11121,3525468
2025-02-05,Conversion of Exercise of derivative security at price 177.06 per share.,13743,2433336
2025-02-06,Sale at price 318.25 - 320.52 per share.,50841,16241201
2025-02-11,Sale at price 309.96 per share.,7391,2290914
2025-02-26,Sale at price 296.43 per share.,3028,897590
2025-03-04,Sale at price 285.00 - 291.50 per share.,21955,6320504
2025-03-04,Conversion of Exercise of derivative security at price 177.06 per share.,16274,2881474
2025-03-07,Purchase at price 269.89 per share.,3700,998593
2025-04-29,Sale at price 264.66 per share.,3019,799009
2025-05-06,Sale at price 275.50 per share.,9450,2603475
