date,transactionType,shares,value
2025-05-13,Sale at price 302.44 per share.,400,120976
2025-05-20,Sale at price 296.93 per share.,12000,3563160
2025-07-29,Conversion of Exercise of derivative security at price 65.43 per share.,50000,3271500
2025-07-29,Sale at price 309.27 - 309.62 per share.,50000,15474837
2025-07-29,Sale at price 310.77 per share.,5500,1709235
2025-08-06,Conversion of Exercise of derivative security at price 177.06 per share.,16998,3009666
2025-08-06,Sale at price 294.83 - 297.88 per share.,78719,23371767
2025-09-02,Stock Gift at price 0.00 per share.,610,0
2025-09-02,Sale at price 326.37 per share.,23505,7671327
2025-09-02,Conversion of Exercise of derivative security at price 55.09 per share.,23505,1294890
2025-09-03,Sale at price 325.88 per share.,8695,2833527
2025-09-03,Stock Gift at price 0.00 per share.,610,0
2025-09-04,Conversion of Exercise of derivative security at price 131.68 per share.,112272,14783977
2025-09-04,Sale at price 329.03 - 330.43 per share.,112272,37033681
2025-10-21,Stock Gift at price 0.00 per share.,28115,0
2025-10-22,Sale at price 350.73 per share.,5000,1753650
2025-10-23,Sale at price 355.61 per share.,2515,894359
2025-10-31,Conversion of Exercise of derivative security at price 65.43 per share.,50000,3271500
2025-10-31,Sale at price 356.94 - 361.57 per share.,50000,18010684
2025-12-04,Stock Gift at price 0.00 per share.,13800,0
2025-12-12,Sale at price 384.93 per share.,1400,538902
2025-12-12,Stock Gift at price 0.00 per share.,650,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,39882,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,17280,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,17280,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,9504,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,21012,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,9057,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,26899,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,18800,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,9952,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,5875,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,20182,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,17280,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,11750,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,123033,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,27140,0
2026-01-30,Stock Award(Grant) at price 0.00 per share.,24330,0
2026-02-05,Conversion of Exercise of derivative security at price 173.61 per share.,14992,2602761
2026-02-05,Sale at price 350.01 per share.,27425,9599024
2026-02-05,Conversion of Exercise of derivative security at price 173.61 per share.,12660,2197903
2026-02-05,Sale at price 356.91 per share.,23385,8346340
2026-02-09,Sale at price 360.99 per share.,12737,4597930
2026-02-09,Sale at price 356.14 - 357.13 per share.,15000,5348672
2026-02-12,Sale at price 346.73 per share.,8134,2820302
2026-02-19,Sale at price 338.98 - 341.95 per share.,14000,4769396
