date,transactionType,shares,value
2024-05-10,Sale at price 82.32 per share.,203,16764
2024-08-09,Sale at price 98.38 per share.,10894,1071763
2024-08-16,Sale at price 99.44 per share.,8387,834003
2024-08-27,Sale at price 102.11 per share.,2780,283855
2024-11-11,Conversion of Exercise of derivative security at price 72.74 - 88.87 per share.,10408,822308
2024-11-11,Sale at price 109.87 per share.,10408,1143493
2024-12-11,Conversion of Exercise of derivative security at price 76.72 per share.,23430,1797550
2024-12-11,Sale at price 110.00 per share.,25976,2857360
2024-12-31,Sale at price 103.81 per share.,2032,210942
2025-02-05,Stock Award(Grant) at price 0.00 per share.,7417,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,18845,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,7700,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,52027,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,8621,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,6863,0
2025-02-18,Sale at price 99.58 per share.,12209,1215723
2025-02-18,Sale at price 99.60 per share.,5016,499594
2025-02-27,Sale at price 100.39 per share.,8000,803120
2025-05-05,Stock Award(Grant) at price 0.00 per share.,17795,0
2025-05-14,Sale at price 97.42 per share.,5700,555322
2025-08-06,Conversion of Exercise of derivative security at price 72.74 per share.,6364,462917
2025-08-06,Sale at price 117.24 per share.,6364,746125
2025-08-11,Sale at price 116.24 per share.,5713,664096
2025-08-15,Sale at price 121.74 per share.,2500,304350
2025-11-03,Conversion of Exercise of derivative security at price 72.74 - 88.87 per share.,45266,3579168
2025-11-03,Sale at price 151.48 - 152.00 per share.,45266,6866686
2025-11-04,Stock Gift at price 0.00 per share.,658,0
2025-11-06,Conversion of Exercise of derivative security at price 72.74 - 88.87 per share.,49884,4107053
2025-11-06,Sale at price 149.49 - 150.47 per share.,49884,7467893
2025-11-17,Sale at price 152.77 per share.,2500,381925
2025-12-31,Sale at price 161.91 per share.,2390,386965
2026-01-15,Sale at price 175.00 per share.,1230,215250
2026-02-02,Sale at price 194.20 per share.,2849,553276
2026-02-04,Stock Award(Grant) at price 0.00 per share.,6745,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,19005,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,3480,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,51941,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,6551,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,8328,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,5610,0
2026-02-09,Sale at price 200.52 per share.,8579,1720261
2026-02-09,Sale at price 201.30 per share.,6368,1281878
2026-02-12,Purchase at price 162.52 per share.,620,100764
2026-02-12,Purchase at price 168.24 per share.,594,100000
2026-02-12,Purchase at price 163.34 per share.,1223,199771
